Year,EventId,PlayerCode,Date,EventName,EventType,EventCountry,PlayerRank,PointsGained,PrizeUsd,SglDrawSize,Surface,TotPrizeMoney
2024,7391,v836,2024-10-28,Guayaquil,CH,Ecuador,205,6,1350,32,Clay,82000
2024,2895,v836,2024-10-21,Curitiba,CH,Brazil,206,0,1310,32,Clay,133250
2024,6307,v836,2024-10-14,Campinas,CH,Brazil,187,14,3690,32,Clay,133250
2024,2811,v836,2024-10-07,Villa Maria,CH,Argentina,189,0,1310,32,Clay,133250
2024,7395,v836,2024-09-30,Buenos Aires (Racket Club),CH,Argentina,189,12,2270,32,Clay,82000
2024,4809,v836,2024-09-09,G1 SUI vs PER,DC,Switzerland,179,0,0,4,Hard,0
2024,1763,v836,2024-09-02,Genoa,CH,Italy,157,8,2673,32,Clay,148625
2024,560,v836,2024-08-26,US Open,GS,"NY, U.S.A.",157,0,25000,128,Hard,33977000
2024,2785,v836,2024-07-22,Zug,CH,Switzerland,165,8,2633,32,Clay,148625
2024,314,v836,2024-07-15,Gstaad,250,Switzerland,162,38,11013,28,Clay,579320
2024,526,v836,2024-07-08,Braunschweig,CH,Germany,159,8,2622,32,Clay,148625
2024,2877,v836,2024-07-01,Modena,CH,Italy,159,12,2218,32,Clay,74825
2024,3463,v836,2024-06-24,Milan,CH,Italy,162,6,1283,32,Clay,74825
2024,9835,v836,2024-06-17,Sassuolo,CH,Italy,164,0,1567,32,Clay,148625
2024,520,v836,2024-05-27,Roland Garros,GS,France,117,0,21738,128,Clay,24961000
2024,2863,v836,2024-05-13,Turin,CH,Italy,110,0,2348,28,Clay,205000
2024,416,v836,2024-05-06,ATP Masters 1000 Rome,1000,Italy,110,0,6597,96,Clay,7877020
2024,2861,v836,2024-04-29,Cagliari,CH,Italy,106,0,2331,28,Clay,205000
2024,5069,v836,2024-04-08,Sarasota,CH,"FL, U.S.A.",104,6,1350,32,Clay,82000
2024,717,v836,2024-04-01,Houston,250,"TX, U.S.A.",101,0,7095,28,Clay,661585
2024,2821,v836,2024-03-25,Sao Leopoldo,CH,Brazil,95,22,3900,32,Clay,82000
2024,2909,v836,2024-03-18,Asuncion,CH,Paraguay,95,22,3900,32,Clay,82000
2024,3406,v836,2024-03-11,Santiago,CH,Chile,110,75,11200,32,Clay,82000
2024,8996,v836,2024-02-26,Santiago,250,Chile,119,25,11610,28,Clay,661585
2024,6932,v836,2024-02-19,Rio de Janeiro,500,Brazil,108,0,16380,32,Clay,2100230
2024,506,v836,2024-02-12,Buenos Aires,250,Argentina,85,0,6890,28,Clay,642615
2024,9158,v836,2024-02-05,Cordoba,250,Argentina,85,0,6030,28,Clay,562345
2024,4500,v836,2024-01-29,CHI vs PER Qualifier,DC,Chile,87,0,0,4,Hard,0
2024,580,v836,2024-01-15,Australian Open,GS,Australia,81,10,80220,128,Hard,38923200
2024,8998,v836,2024-01-08,Adelaide,250,Australia,80,0,1935,28,Hard,661585
2024,2963,bk24,2024-11-11,Lyon (Décines-Charpieu),CH,France,170,22,3863,32,Hard,74825
2024,341,bk24,2024-11-04,Metz,250,France,166,7,3365,28,Hard,579320
2024,7341,bk24,2024-10-21,Brest,CH,France,156,7,2130,32,Hard,120950
2024,1796,bk24,2024-10-14,St. Brieuc,CH,France,158,22,3898,32,Hard,74825
2024,9625,bk24,2024-10-07,Roanne,CH,France,149,0,1317,32,Hard,120950
2024,6857,bk24,2024-09-30,Mouilleron le Captif,CH,France,149,0,1340,32,Hard,120950
2024,2273,bk24,2024-09-23,Orleans,CH,France,148,0,1635,32,Hard,148625
2024,560,bk24,2024-08-26,US Open,GS,"NY, U.S.A.",133,0,25000,128,Hard,33977000
2024,314,bk24,2024-07-15,Gstaad,250,Switzerland,131,0,6733,28,Clay,579320
2024,526,bk24,2024-07-08,Braunschweig,CH,Germany,130,0,1587,32,Clay,148625
2024,540,bk24,2024-07-01,Wimbledon,GS,Great Britain,130,0,18960,128,Grass,20747000
2024,9005,bk24,2024-06-17,Ilkley,CH,Great Britain,105,8,2589,32,Grass,148625
2024,520,bk24,2024-05-27,Roland Garros,GS,France,112,40,79344,128,Clay,24961000
2024,3824,bk24,2024-05-13,Bordeaux,CH,France,115,50,11362,28,Clay,205000
2024,416,bk24,2024-05-06,ATP Masters 1000 Rome,1000,Italy,115,30,21911,96,Clay,7877020
2024,7009,bk24,2024-04-29,Aix-en-Provence,CH,France,108,3,1171,28,Clay,205000
2024,1536,bk24,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,108,0,6532,96,Clay,7877020
2024,4462,bk24,2024-04-15,Bucharest,250,Romania,128,113,32157,28,Clay,579320
2024,360,bk24,2024-04-01,Marrakech,250,Morocco,126,7,3351,28,Clay,579320
2024,2855,bk24,2024-03-25,Girona,CH,Spain,121,0,1297,32,Clay,120950
2024,9171,bk24,2024-03-18,Murcia,CH,Spain,121,6,1306,32,Clay,74825
2024,7874,bk24,2024-02-26,Lille,CH,France,124,14,3620,32,Hard,120950
2024,9162,bk24,2024-02-19,Pau,CH,France,125,0,1579,32,Hard,148625
2024,407,bk24,2024-02-12,Rotterdam,500,Netherlands,110,0,5166,32,Hard,2134985
2024,496,bk24,2024-02-05,Marseille,250,France,105,0,8374,28,Hard,724015
2024,375,bk24,2024-01-29,Montpellier,250,France,104,25,11031,28,Hard,579320
2024,6239,bk24,2024-01-22,Quimper,CH,France,83,0,1596,32,Hard,148625
2024,580,bk24,2024-01-15,Australian Open,GS,Australia,83,10,80220,128,Hard,38923200
2024,301,bk24,2024-01-08,Auckland,250,New Zealand,81,0,1935,28,Hard,661585
2024,339,bk24,2024-01-01,Brisbane,250,Australia,84,7,3385,32,Hard,661585
2024,352,te30,2024-10-28,ATP Masters 1000 Paris,1000,France,22,50,46348,56,Hard,5950575
2024,328,te30,2024-10-21,Basel,500,Switzerland,21,50,37901,32,Hard,2385100
2024,9410,te30,2024-10-14,Almaty,250,Kazakhstan,23,50,31335,28,Hard,1036700
2024,5014,te30,2024-09-30,ATP Masters 1000 Shanghai,1000,China,23,50,59000,96,Hard,8995555
2024,329,te30,2024-09-23,Tokyo,500,Japan,22,0,14185,32,Hard,1818380
2024,9210,te30,2024-09-16,Laver Cup,LVR,Germany,22,0,0,12,Hard,0
2024,4842,te30,2024-09-09,USA vs CHI Group C RR,DC,China,22,0,0,2,Hard,0
2024,4844,te30,2024-09-09,GER vs CHI Group C RR,DC,China,22,0,0,2,Hard,0
2024,4845,te30,2024-09-09,SVK vs CHI Group C RR,DC,China,22,0,0,2,Hard,0
2024,560,te30,2024-08-26,US Open,GS,"NY, U.S.A.",21,10,100000,128,Hard,33977000
2024,422,te30,2024-08-12,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",21,10,27165,56,Hard,6795555
2024,421,te30,2024-08-05,ATP Masters 1000 Canada,1000,Canada,21,100,91435,56,Hard,6795555
2024,96,te30,2024-07-29,Paris Olympics,OL,France,20,0,0,64,Clay,0
2024,319,te30,2024-07-22,Kitzbuhel,250,Austria,21,0,11060,28,Clay,579320
2024,540,te30,2024-07-01,Wimbledon,GS,Great Britain,19,100,180824,128,Grass,20747000
2024,8994,te30,2024-06-24,Mallorca,250,Spain,24,250,151607,28,Grass,932135
2024,311,te30,2024-06-17,London / Queen's Club,500,Great Britain,24,50,35296,32,Grass,2255655
2024,520,te30,2024-05-27,Roland Garros,GS,France,24,10,79344,128,Clay,24961000
2024,416,te30,2024-05-06,ATP Masters 1000 Rome,1000,Italy,32,400,306276,96,Clay,7877020
2024,7009,te30,2024-04-29,Aix-en-Provence,CH,France,38,175,32432,28,Clay,205000
2024,1536,te30,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,38,10,21696,96,Clay,7877020
2024,4462,te30,2024-04-15,Bucharest,250,Romania,41,100,32157,28,Clay,579320
2024,410,te30,2024-04-08,ATP Masters 1000 Monte-Carlo,1000,Monaco,45,50,46520,56,Clay,5950575
2024,403,te30,2024-03-18,ATP Masters 1000 Miami,1000,"FL, U.S.A.",44,30,34500,96,Hard,8995555
2024,404,te30,2024-03-04,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",39,30,42000,96,Hard,9495555
2024,8996,te30,2024-02-26,Santiago,250,Chile,51,165,58700,28,Clay,661585
2024,6932,te30,2024-02-19,Rio de Janeiro,500,Brazil,52,0,16380,32,Clay,2100230
2024,506,te30,2024-02-12,Buenos Aires,250,Argentina,54,25,11280,28,Clay,642615
2024,4500,te30,2024-01-29,CHI vs PER Qualifier,DC,Chile,54,0,0,4,Hard,0
2024,580,te30,2024-01-15,Australian Open,GS,Australia,49,10,80220,128,Hard,38923200
2024,301,te30,2024-01-08,Auckland,250,New Zealand,82,263,100640,28,Hard,661585
2024,352,mu94,2024-10-28,ATP Masters 1000 Paris,1000,France,62,0,6887,56,Hard,5950575
2024,337,mu94,2024-10-21,Vienna,500,Austria,63,13,10730,32,Hard,2470310
2024,7485,mu94,2024-10-14,Antwerp,250,Belgium,65,0,8092,28,Hard,690135
2024,5014,mu94,2024-09-30,ATP Masters 1000 Shanghai,1000,China,63,30,34550,96,Hard,8995555
2024,2891,mu94,2024-09-16,Bad Waltersdorf,CH,Austria,74,125,22484,32,Clay,148625
2024,448,mu94,2024-09-09,Szczecin,CH,Poland,74,0,1624,32,Clay,148625
2024,1763,mu94,2024-09-02,Genoa,CH,Italy,84,64,13205,32,Clay,148625
2024,560,mu94,2024-08-26,US Open,GS,"NY, U.S.A.",84,10,100000,128,Hard,33977000
2024,6242,mu94,2024-08-19,Winston-Salem,250,"NC, U.S.A.",82,0,4160,48,Hard,779780
2024,422,mu94,2024-08-12,ATP Masters 1000 Cincinnati,1000,"OH, U.S.A.",89,40,27165,56,Hard,6795555
2024,96,mu94,2024-07-29,Paris Olympics,OL,France,72,0,0,64,Clay,0
2024,319,mu94,2024-07-22,Kitzbuhel,250,Austria,65,0,6762,28,Clay,579320
2024,414,mu94,2024-07-15,Hamburg,500,Germany,59,0,15991,32,Clay,1891995
2024,540,mu94,2024-07-01,Wimbledon,GS,Great Britain,63,50,117599,128,Grass,20747000
2024,8994,mu94,2024-06-24,Mallorca,250,Spain,63,0,10687,28,Grass,932135
2024,520,mu94,2024-05-27,Roland Garros,GS,France,64,50,119559,128,Clay,24961000
2024,7694,mu94,2024-05-20,Lyon,250,France,63,0,6755,28,Clay,579320
2024,416,mu94,2024-05-06,ATP Masters 1000 Rome,1000,Italy,68,30,32560,96,Clay,7877020
2024,7009,mu94,2024-04-29,Aix-en-Provence,CH,France,73,90,19124,28,Clay,205000
2024,1536,mu94,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,73,30,32240,96,Clay,7877020
2024,425,mu94,2024-04-15,Barcelona,500,Spain,73,25,21654,48,Clay,2782960
2024,410,mu94,2024-04-08,ATP Masters 1000 Monte-Carlo,1000,Monaco,72,40,25771,56,Clay,5950575
2024,360,mu94,2024-04-01,Marrakech,250,Morocco,73,25,10969,28,Clay,579320
2024,403,mu94,2024-03-18,ATP Masters 1000 Miami,1000,"FL, U.S.A.",72,10,23250,96,Hard,8995555
2024,404,mu94,2024-03-04,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",75,10,30050,96,Hard,9495555
2024,8996,mu94,2024-02-26,Santiago,250,Chile,70,50,19995,28,Clay,661585
2024,6932,mu94,2024-02-19,Rio de Janeiro,500,Brazil,73,50,30715,32,Clay,2100230
2024,506,mu94,2024-02-12,Buenos Aires,250,Argentina,71,0,1880,28,Clay,642615
2024,9158,mu94,2024-02-05,Cordoba,250,Argentina,74,50,16995,28,Clay,562345
2024,375,mu94,2024-01-29,Montpellier,250,France,75,0,6745,28,Hard,579320
2024,580,mu94,2024-01-15,Australian Open,GS,Australia,82,50,120330,128,Hard,38923200
2024,301,mu94,2024-01-08,Auckland,250,New Zealand,83,7,3550,28,Hard,661585
2024,336,mu94,2024-01-01,Hong Kong,250,Hong Kong,86,0,1935,28,Hard,661585
2024,6626,lb66,2024-11-18,Yokohama,CH,Japan,196,22,3900,32,Hard,82000
2024,7397,lb66,2024-11-11,Kobe,CH,Japan,198,7,2175,32,Hard,133250
2024,4787,lb66,2024-11-04,Belgrade,250,Serbia,192,0,2379,28,Hard,750000
2024,444,lb66,2024-10-28,Bratislava 2,CH,Slovakia,196,16,4448,32,Hard,148625
2024,2893,lb66,2024-10-14,Olbia,CH,Italy,172,16,4505,32,Hard,148625
2024,9625,lb66,2024-10-07,Roanne,CH,France,138,7,2151,32,Hard,120950
2024,7909,lb66,2024-09-30,Villena,CH,Spain,138,14,3728,32,Hard,120950
2024,2273,lb66,2024-09-23,Orleans,CH,France,138,0,1635,32,Hard,148625
2024,9552,lb66,2024-09-16,Saint-Tropez,CH,France,103,8,2680,32,Hard,148625
2024,3503,lb66,2024-09-09,Rennes,CH,France,109,25,6363,32,Hard,120950
2024,9120,lb66,2024-09-02,Cassis,CH,France,111,6,1326,32,Hard,74825
2024,560,lb66,2024-08-26,US Open,GS,"NY, U.S.A.",111,10,100000,128,Hard,33977000
2024,6242,lb66,2024-08-19,Winston-Salem,250,"NC, U.S.A.",110,0,4160,48,Hard,779780
2024,315,lb66,2024-07-15,Newport,250,"RI, U.S.A.",94,0,7095,28,Grass,661585
2024,540,lb66,2024-07-01,Wimbledon,GS,Great Britain,92,10,75870,128,Grass,20747000
2024,8994,lb66,2024-06-24,Mallorca,250,Spain,90,13,10687,28,Grass,932135
2024,500,lb66,2024-06-17,Halle,500,Germany,91,13,9645,32,Grass,2255655
2024,520,lb66,2024-05-27,Roland Garros,GS,France,91,10,79344,128,Clay,24961000
2024,7694,lb66,2024-05-20,Lyon,250,France,86,0,1842,28,Clay,579320
2024,3824,lb66,2024-05-13,Bordeaux,CH,France,88,0,2348,28,Clay,205000
2024,9167,lb66,2024-03-11,Phoenix,CH,"AZ, U.S.A.",100,13,3675,32,Hard,225500
2024,404,lb66,2024-03-04,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",100,50,42000,96,Hard,9495555
2024,807,lb66,2024-02-26,Acapulco,500,Mexico,99,13,8820,32,Hard,2206080
2024,7480,lb66,2024-02-19,Los Cabos,250,Mexico,104,0,9815,28,Hard,915245
2024,499,lb66,2024-02-12,Delray Beach,250,"FL, U.S.A.",104,25,11610,28,Hard,661585
2024,424,lb66,2024-02-05,Dallas,250,"TX, U.S.A.",104,0,8110,28,Hard,756020
2024,375,lb66,2024-01-29,Montpellier,250,France,106,25,11031,28,Hard,579320
2024,6239,lb66,2024-01-22,Quimper,CH,France,99,0,1596,32,Hard,148625
2024,580,lb66,2024-01-15,Australian Open,GS,Australia,99,10,80220,128,Hard,38923200
2024,301,lb66,2024-01-08,Auckland,250,New Zealand,84,7,3550,28,Hard,661585
2024,2205,lb66,2024-01-01,Noumea,CH,New Caledonia,87,7,2175,32,Hard,133250
2024,8312,ce77,2024-11-25,Maia,CH,Portugal,101,25,5981,32,Clay,120950
2024,544,ce77,2024-11-11,Montevideo,CH,Uruguay,101,25,6340,32,Clay,133250
2024,6579,ce77,2024-11-04,Lima 2,CH,Peru,103,12,2270,32,Clay,82000
2024,7391,ce77,2024-10-28,Guayaquil,CH,Ecuador,104,22,3900,32,Clay,82000
2024,6307,ce77,2024-10-14,Campinas,CH,Brazil,98,0,1310,32,Clay,133250
2024,2811,ce77,2024-10-07,Villa Maria,CH,Argentina,94,14,3690,32,Clay,133250
2024,7395,ce77,2024-09-30,Buenos Aires (Racket Club),CH,Argentina,94,44,6575,32,Clay,82000
2024,2891,ce77,2024-09-16,Bad Waltersdorf,CH,Austria,93,0,1623,32,Clay,148625
2024,448,ce77,2024-09-09,Szczecin,CH,Poland,79,35,7843,32,Clay,148625
2024,784,ce77,2024-09-02,Seville,CH,Spain,79,8,2673,32,Clay,148625
2024,560,ce77,2024-08-26,US Open,GS,"NY, U.S.A.",79,10,100000,128,Hard,33977000
2024,6242,ce77,2024-08-19,Winston-Salem,250,"NC, U.S.A.",78,0,4160,48,Hard,779780
2024,7201,ce77,2024-08-12,Santo Domingo,CH,Dominican Republic,80,0,1610,32,Clay,164000
2024,319,ce77,2024-07-22,Kitzbuhel,250,Austria,73,0,6762,28,Clay,579320
2024,316,ce77,2024-07-15,Bastad,250,Sweden,69,0,6733,28,Clay,579320
2024,9531,ce77,2024-07-08,Salzburg,CH,Austria,72,16,4464,32,Clay,148625
2024,540,ce77,2024-07-01,Wimbledon,GS,Great Britain,72,10,75870,128,Grass,20747000
2024,9835,ce77,2024-06-17,Sassuolo,CH,Italy,73,35,7570,32,Clay,148625
2024,520,ce77,2024-05-27,Roland Garros,GS,France,71,10,79344,128,Clay,24961000
2024,322,ce77,2024-05-20,Geneva,250,Switzerland,69,0,6755,28,Clay,579320
2024,2863,ce77,2024-05-13,Turin,CH,Italy,74,13,3920,28,Clay,205000
2024,416,ce77,2024-05-06,ATP Masters 1000 Rome,1000,Italy,74,0,6597,96,Clay,7877020
2024,2861,ce77,2024-04-29,Cagliari,CH,Italy,83,25,6566,28,Clay,205000
2024,1536,ce77,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,83,10,12595,96,Clay,7877020
2024,4462,ce77,2024-04-15,Bucharest,250,Romania,83,25,10817,28,Clay,579320
2024,410,ce77,2024-04-08,ATP Masters 1000 Monte-Carlo,1000,Monaco,89,40,25771,56,Clay,5950575
2024,7290,ce77,2024-04-01,Estoril,250,Portugal,88,0,6707,28,Clay,579320
2024,2911,ce77,2024-03-25,Naples,CH,Italy,87,16,4452,32,Clay,148625
2024,8996,ce77,2024-02-26,Santiago,250,Chile,88,25,11610,28,Clay,661585
2024,6932,ce77,2024-02-19,Rio de Janeiro,500,Brazil,85,0,16380,32,Clay,2100230
2024,506,ce77,2024-02-12,Buenos Aires,250,Argentina,106,100,33520,28,Clay,642615
2024,9158,ce77,2024-02-05,Cordoba,250,Argentina,93,100,29335,28,Clay,562345
2024,2835,ce77,2024-01-29,Piracicaba,CH,Brazil,103,44,6575,32,Clay,82000
2024,2901,ce77,2024-01-22,Punta del Este ,CH,Uruguay,84,0,800,32,Clay,82000
2024,580,ce77,2024-01-15,Australian Open,GS,Australia,84,10,80220,128,Hard,38923200
2024,8312,r772,2024-11-25,Maia,CH,Portugal,165,14,3480,32,Clay,120950
2024,2955,r772,2024-11-18,Montemar,CH,Spain,151,6,1265,32,Clay,74825
2024,2823,r772,2024-10-07,Valencia,CH,Spain,134,0,1608,32,Clay,148625
2024,7913,r772,2024-09-30,Braga,CH,Portugal,134,22,3980,32,Clay,74825
2024,2891,r772,2024-09-16,Bad Waltersdorf,CH,Austria,126,8,2680,32,Clay,148625
2024,448,r772,2024-09-09,Szczecin,CH,Poland,126,0,1624,32,Clay,148625
2024,784,r772,2024-09-02,Seville,CH,Spain,122,16,4551,32,Clay,148625
2024,560,r772,2024-08-26,US Open,GS,"NY, U.S.A.",122,10,100000,128,Hard,33977000
2024,2120,r772,2024-08-05,Cordenons,CH,Italy,124,6,1309,32,Clay,74825
2024,9540,r772,2024-07-29,San Marino,CH,San Marino,121,0,1590,32,Clay,148625
2024,319,r772,2024-07-22,Kitzbuhel,250,Austria,124,0,1844,28,Clay,579320
2024,314,r772,2024-07-15,Gstaad,250,Switzerland,97,0,6733,28,Clay,579320
2024,8394,r772,2024-07-08,Iasi,CH,Romania,107,0,1300,32,Clay,120950
2024,2877,r772,2024-07-01,Modena,CH,Italy,107,75,10929,32,Clay,74825
2024,3463,r772,2024-06-24,Milan,CH,Italy,112,6,1283,32,Clay,74825
2024,786,r772,2024-06-17,Poznan,CH,Poland,108,0,797,32,Clay,74825
2024,9003,r772,2024-06-10,Bratislava 1,CH,Slovakia,110,7,2116,32,Clay,120950
2024,460,r772,2024-06-03,Heilbronn,CH,Germany,111,0,1302,32,Clay,120950
2024,520,r772,2024-05-27,Roland Garros,GS,France,111,0,21738,128,Clay,24961000
2024,3824,r772,2024-05-13,Bordeaux,CH,France,104,0,2348,28,Clay,205000
2024,416,r772,2024-05-06,ATP Masters 1000 Rome,1000,Italy,104,0,6597,96,Clay,7877020
2024,7009,r772,2024-04-29,Aix-en-Provence,CH,France,105,13,3892,28,Clay,205000
2024,1536,r772,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,105,30,21696,96,Clay,7877020
2024,425,r772,2024-04-15,Barcelona,500,Spain,108,0,11551,48,Clay,2782960
2024,9687,r772,2024-04-08,Madrid,CH,Spain,105,14,3619,32,Clay,120950
2024,360,r772,2024-04-01,Marrakech,250,Morocco,103,0,6707,28,Clay,579320
2024,2855,r772,2024-03-25,Girona,CH,Spain,105,0,1297,32,Clay,120950
2024,9171,r772,2024-03-18,Murcia,CH,Spain,105,22,3881,32,Clay,74825
2024,8996,r772,2024-02-26,Santiago,250,Chile,104,25,11610,28,Clay,661585
2024,6932,r772,2024-02-19,Rio de Janeiro,500,Brazil,96,50,30715,32,Clay,2100230
2024,506,r772,2024-02-12,Buenos Aires,250,Argentina,99,0,1880,28,Clay,642615
2024,9158,r772,2024-02-05,Cordoba,250,Argentina,84,25,9870,28,Clay,562345
2024,580,r772,2024-01-15,Australian Open,GS,Australia,85,10,80220,128,Hard,38923200
2024,7696,v0dz,2024-12-16,Next Gen ATP Finals,XXI,Saudi Arabia,128,0,223320,8,Hard,2050000
2024,341,v0dz,2024-11-04,Metz,250,France,112,0,11015,28,Hard,579320
2024,444,v0dz,2024-10-28,Bratislava 2,CH,Slovakia,114,0,1581,32,Hard,148625
2024,7341,v0dz,2024-10-21,Brest,CH,France,117,14,3629,32,Hard,120950
2024,7485,v0dz,2024-10-14,Antwerp,250,Belgium,119,13,8092,28,Hard,690135
2024,9625,v0dz,2024-10-07,Roanne,CH,France,121,25,6299,32,Hard,120950
2024,7909,v0dz,2024-09-30,Villena,CH,Spain,121,7,2188,32,Hard,120950
2024,2273,v0dz,2024-09-23,Orleans,CH,France,111,0,1635,32,Hard,148625
2024,9552,v0dz,2024-09-16,Saint-Tropez,CH,France,111,0,1623,32,Hard,148625
2024,560,v0dz,2024-08-26,US Open,GS,"NY, U.S.A.",112,8,38000,128,Hard,33977000
2024,7316,v0dz,2024-08-12,Cary,CH,"NC, U.S.A.",111,7,2175,32,Hard,133250
2024,2941,v0dz,2024-08-05,Lincoln,CH,"NE, USA",111,6,1350,32,Hard,82000
2024,418,v0dz,2024-07-29,Washington,500,"DC, U.S.A.",118,25,15360,48,Hard,2100230
2024,439,v0dz,2024-07-22,Umag,250,Croatia,104,0,6762,28,Clay,579320
2024,316,v0dz,2024-07-15,Bastad,250,Sweden,104,0,6733,28,Clay,579320
2024,540,v0dz,2024-07-01,Wimbledon,GS,Great Britain,104,26,75870,128,Grass,20747000
2024,9835,v0dz,2024-06-17,Sassuolo,CH,Italy,102,8,2589,32,Clay,148625
2024,7536,v0dz,2024-06-10,Lyon,CH,France,105,14,3606,32,Clay,120950
2024,460,v0dz,2024-06-03,Heilbronn,CH,Germany,103,25,6227,32,Clay,120950
2024,520,v0dz,2024-05-27,Roland Garros,GS,France,103,10,79344,128,Clay,24961000
2024,1536,v0dz,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,99,30,32240,96,Clay,7877020
2024,425,v0dz,2024-04-15,Barcelona,500,Spain,99,25,21654,48,Clay,2782960
2024,410,v0dz,2024-04-08,ATP Masters 1000 Monte-Carlo,1000,Monaco,98,0,6913,56,Clay,5950575
2024,360,v0dz,2024-04-01,Marrakech,250,Morocco,94,0,6707,28,Clay,579320
2024,403,v0dz,2024-03-18,ATP Masters 1000 Miami,1000,"FL, U.S.A.",80,30,34500,96,Hard,8995555
2024,9167,v0dz,2024-03-11,Phoenix,CH,"AZ, U.S.A.",86,50,10730,32,Hard,225500
2024,404,v0dz,2024-03-04,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",86,10,30050,96,Hard,9495555
2024,495,v0dz,2024-02-26,Dubai,500,U.A.E.,72,13,11760,32,Hard,2941785
2024,451,v0dz,2024-02-19,Doha,250,Qatar,71,0,4085,28,Hard,1395875
2024,407,v0dz,2024-02-12,Rotterdam,500,Netherlands,68,0,5166,32,Hard,2134985
2024,496,v0dz,2024-02-05,Marseille,250,France,68,0,8374,28,Hard,724015
2024,4497,v0dz,2024-01-29,TPE vs FRA Qualifier,DC,Taiwan,68,0,0,4,Hard,0
2024,580,v0dz,2024-01-15,Australian Open,GS,Australia,79,100,170468,128,Hard,38923200
2024,301,v0dz,2024-01-08,Auckland,250,New Zealand,87,38,11610,28,Hard,661585
2024,339,v0dz,2024-01-01,Brisbane,250,Australia,90,0,6400,32,Hard,661585
2024,8310,mn13,2024-11-04,Helsinki,CH,Finland,155,8,2622,32,Hard,148625
2024,444,mn13,2024-10-28,Bratislava 2,CH,Slovakia,137,0,1581,32,Hard,148625
2024,337,mn13,2024-10-21,Vienna,500,Austria,136,0,6020,32,Hard,2470310
2024,9410,mn13,2024-10-14,Almaty,250,Kazakhstan,114,25,18195,28,Hard,1036700
2024,5014,mn13,2024-09-30,ATP Masters 1000 Shanghai,1000,China,109,0,7000,96,Hard,8995555
2024,2939,mn13,2024-09-23,Nonthaburi 4,CH,Thailand,106,0,1310,32,Hard,133250
2024,4713,mn13,2024-09-16,Hangzhou,250,China,105,0,10730,28,Hard,1000630
2024,4840,mn13,2024-09-09,GER vs USA Group C RR,DC,China,104,0,0,2,Hard,0
2024,4843,mn13,2024-09-09,GER vs SVK Group C RR,DC,China,104,0,0,2,Hard,0
2024,4844,mn13,2024-09-09,GER vs CHI Group C RR,DC,China,104,0,0,2,Hard,0
2024,560,mn13,2024-08-26,US Open,GS,"NY, U.S.A.",100,26,100000,128,Hard,33977000
2024,2935,mn13,2024-08-05,Bonn,CH,Germany,113,44,6562,32,Clay,74825
2024,96,mn13,2024-07-29,Paris Olympics,OL,France,116,0,0,64,Clay,0
2024,414,mn13,2024-07-15,Hamburg,500,Germany,108,50,29978,32,Clay,1891995
2024,540,mn13,2024-07-01,Wimbledon,GS,Great Britain,85,10,75870,128,Grass,20747000
2024,8994,mn13,2024-06-24,Mallorca,250,Spain,87,13,10687,28,Grass,932135
2024,321,mn13,2024-06-10,Stuttgart,250,Germany,86,0,2321,28,Grass,734915
2024,460,mn13,2024-06-03,Heilbronn,CH,Germany,101,7,2126,32,Clay,120950
2024,520,mn13,2024-05-27,Roland Garros,GS,France,101,50,119559,128,Clay,24961000
2024,2863,mn13,2024-05-13,Turin,CH,Italy,98,0,2348,28,Clay,205000
2024,416,mn13,2024-05-06,ATP Masters 1000 Rome,1000,Italy,98,30,21911,96,Clay,7877020
2024,1536,mn13,2024-04-22,ATP Masters 1000 Madrid,1000,Spain,100,0,6532,96,Clay,7877020
2024,308,mn13,2024-04-15,Munich,250,Germany,101,0,6613,28,Clay,579320
2024,410,mn13,2024-04-08,ATP Masters 1000 Monte-Carlo,1000,Monaco,100,0,6913,56,Clay,5950575
2024,7290,mn13,2024-04-01,Estoril,250,Portugal,97,0,6707,28,Clay,579320
2024,2911,mn13,2024-03-25,Naples,CH,Italy,102,8,2615,32,Clay,148625
2024,404,mn13,2024-03-04,ATP Masters 1000 Indian Wells,1000,"CA, U.S.A.",95,0,7800,96,Hard,9495555
2024,495,mn13,2024-02-26,Dubai,500,U.A.E.,96,25,22945,32,Hard,2941785
2024,451,mn13,2024-02-19,Doha,250,Qatar,99,7,7485,28,Hard,1395875
2024,407,mn13,2024-02-12,Rotterdam,500,Netherlands,101,0,5166,32,Hard,2134985
2024,496,mn13,2024-02-05,Marseille,250,France,99,0,8374,28,Hard,724015
2024,375,mn13,2024-01-29,Montpellier,250,France,92,0,6745,28,Hard,579320
2024,580,mn13,2024-01-15,Australian Open,GS,Australia,96,10,80220,128,Hard,38923200
2024,901,bk40,2024-11-18,Davis Cup Finals,DC,Spain,35,0,0,128,Hard,0
