,playercode,EventId,TotPrizeMoney,Same_Nationality,iscritto,ha_pts_def,EventType_500,Surface_Grass,Surface_Hard
1366,n897,301,680140,0,1,0,0,0,1
1367,d0f6,341,596035,0,0,1,0,0,1
1368,d0f6,5100,766715,0,0,1,0,0,1
1369,d0f6,328,2523045,0,1,1,1,0,1
1370,d0f6,337,2736875,0,0,1,1,0,1
1371,d0f6,7485,706850,0,0,1,0,0,1
1372,d0f6,429,706850,0,0,1,0,0,1
1373,d0f6,9410,1055255,0,1,1,0,0,1
1374,d0f6,6242,798335,0,1,1,0,0,1
1375,d0f6,319,596035,0,0,0,0,0,0
1376,d0f6,418,2396115,0,1,0,1,0,1
1377,d0f6,439,596035,0,0,0,0,0,0
1378,d0f6,8994,596035,0,1,1,0,1,0
1379,d0f6,741,756875,0,0,1,0,1,0
1380,d0f6,311,2522220,0,1,0,1,1,0
1381,d0f6,500,2522220,0,0,0,1,1,0
1382,d0f6,308,2500000,0,0,1,1,0,0
1383,d0f6,425,2889200,0,1,1,1,0,0
1384,d0f6,451,2760000,0,0,1,1,0,1
1385,d0f6,6932,2396115,0,0,1,1,0,0
1386,d0f6,407,2401550,0,0,0,1,0,1
1387,d0f6,424,2760000,0,0,0,1,0,1
1388,d0f6,375,596035,0,0,1,0,0,1
1389,d0f6,8998,680140,0,0,1,0,0,1
1390,d0f6,301,680140,0,1,1,0,0,1
1391,hg86,8994,596035,0,0,1,0,1,0
1392,hg86,741,756875,0,0,1,0,1,0
1393,hg86,311,2522220,0,0,1,1,1,0
1394,hg86,500,2522220,0,0,1,1,1,0
1395,hg86,440,706850,0,0,1,0,1,0
1396,hg86,321,751630,0,0,1,0,1,0
1397,hg86,414,2158560,0,0,1,1,0,0
1398,hg86,322,596035,0,0,1,0,0,0
1399,hg86,308,2500000,0,0,1,1,0,0
1400,hg86,425,2889200,0,1,1,1,0,0
1401,hg86,495,3237670,0,1,0,1,0,1
1402,hg86,807,2585410,0,0,0,1,0,1
1403,hg86,8996,680140,0,0,0,0,0,0
1404,hg86,407,2401550,0,0,0,1,0,1
1405,hg86,424,2760000,0,0,0,1,0,1
1406,hg86,375,596035,0,0,0,0,0,1
1407,hg86,8998,680140,0,0,1,0,0,1
1408,hg86,301,680140,0,0,1,0,0,1
1409,u182,328,2523045,0,0,1,1,0,1
1410,u182,337,2736875,0,1,1,1,0,1
1411,u182,7485,706850,0,0,1,0,0,1
1412,u182,429,706850,0,1,1,0,0,1
1413,u182,9410,1055255,0,0,1,0,0,1
1414,u182,6242,798335,0,0,1,0,0,1
1415,u182,319,596035,0,0,0,0,0,0
1416,u182,418,2396115,0,0,0,1,0,1
1417,u182,439,596035,0,1,0,0,0,0
1418,u182,314,596035,0,0,1,0,0,0
1419,u182,7480,889890,0,0,1,0,0,1
1420,u182,316,596035,0,1,1,0,0,0
1421,u182,8994,596035,0,1,1,0,1,0
1422,u182,741,756875,0,0,1,0,1,0
1423,u182,311,2522220,0,1,0,1,1,0
1424,u182,500,2522220,0,0,0,1,1,0
1425,u182,414,2158560,0,1,0,1,0,0
1426,u182,322,596035,0,0,0,0,0,0
1427,u182,4462,596035,0,1,1,0,0,0
1428,u182,360,596035,0,0,1,0,0,0
1429,u182,717,680140,0,0,1,0,0,0
1430,u182,495,3237670,0,0,0,1,0,1
1431,u182,807,2585410,0,0,0,1,0,1
1432,u182,8996,680140,0,1,0,0,0,0
1433,u182,451,2760000,0,0,1,1,0,1
1434,u182,6932,2396115,0,1,1,1,0,0
1435,u182,407,2401550,0,0,1,1,0,1
1436,u182,424,2760000,0,0,1,1,0,1
1437,u182,375,596035,0,0,1,0,0,1
1438,s0k7,341,596035,0,0,0,0,0,1
1439,s0k7,5100,766715,0,0,0,0,0,1
1440,s0k7,7485,706850,0,0,1,0,0,1
1441,s0k7,429,706850,0,0,1,0,0,1
1442,s0k7,9410,1055255,0,0,1,0,0,1
1443,s0k7,747,4016050,0,0,0,1,0,1
1444,s0k7,329,2226470,0,0,0,1,0,1
1445,s0k7,6242,798335,0,0,1,0,0,1
1446,s0k7,319,596035,0,0,0,0,0,0
1447,s0k7,418,2396115,0,1,0,1,0,1
1448,s0k7,439,596035,0,0,0,0,0,0
1449,s0k7,8994,596035,0,0,1,0,1,0
1450,s0k7,741,756875,0,0,1,0,1,0
1451,s0k7,311,2522220,0,0,0,1,1,0
1452,s0k7,500,2522220,0,0,0,1,1,0
1453,s0k7,440,706850,0,0,1,0,1,0
1454,s0k7,321,751630,0,0,1,0,1,0
1455,s0k7,414,2158560,0,0,0,1,0,0
1456,s0k7,322,596035,0,0,0,0,0,0
1457,s0k7,308,2500000,0,0,0,1,0,0
1458,s0k7,425,2889200,0,0,0,1,0,0
1459,s0k7,495,3237670,0,0,1,1,0,1
1460,s0k7,807,2585410,0,0,1,1,0,1
1461,s0k7,8996,680140,0,0,1,0,0,0
1462,s0k7,451,2760000,0,0,1,1,0,1
1463,s0k7,6932,2396115,0,0,1,1,0,0
1464,s0k7,496,740730,0,0,0,0,0,1
1465,s0k7,499,680140,0,1,0,0,0,1
1466,s0k7,506,658390,0,0,0,0,0,0
1467,s0k7,407,2401550,0,0,0,1,0,1
1468,s0k7,424,2760000,0,1,0,1,0,1
1469,s0k7,375,596035,0,0,1,0,0,1
1470,s0k7,8998,680140,0,0,0,0,0,1
1471,s0k7,301,680140,0,0,0,0,0,1
1472,a0cj,328,2523045,0,0,1,1,0,1
1473,a0cj,337,2736875,0,0,1,1,0,1
1474,a0cj,7485,706850,0,0,0,0,0,1
1475,a0cj,429,706850,0,0,0,0,0,1
1476,a0cj,9410,1055255,0,0,0,0,0,1
1477,a0cj,747,4016050,0,0,1,1,0,1
1478,a0cj,329,2226470,0,0,1,1,0,1
1479,a0cj,7581,1190210,0,0,0,0,0,1
1480,a0cj,4713,1019185,0,0,0,0,0,1
1481,a0cj,6242,798335,0,0,0,0,0,1
1482,a0cj,319,596035,0,0,1,0,0,0
1483,a0cj,418,2396115,0,0,1,1,0,1
1484,a0cj,439,596035,0,0,1,0,0,0
1485,a0cj,314,596035,0,0,1,0,0,0
1486,a0cj,7480,889890,0,0,1,0,0,1
1487,a0cj,316,596035,0,0,1,0,0,0
1488,a0cj,8994,596035,0,0,0,0,1,0
1489,a0cj,741,756875,0,0,0,0,1,0
1490,a0cj,311,2522220,0,0,0,1,1,0
1491,a0cj,500,2522220,0,0,0,1,1,0
1492,a0cj,414,2158560,0,0,0,1,0,0
1493,a0cj,322,596035,0,0,0,0,0,0
1494,a0cj,308,2500000,0,0,1,1,0,0
1495,a0cj,425,2889200,0,0,1,1,0,0
1496,a0cj,495,3237670,0,0,1,1,0,1
1497,a0cj,807,2585410,0,0,1,1,0,1
1498,a0cj,8996,680140,0,0,1,0,0,0
1499,a0cj,451,2760000,0,0,0,1,0,1
1500,a0cj,6932,2396115,0,0,0,1,0,0
1501,a0cj,407,2401550,0,0,0,1,0,1
1502,a0cj,424,2760000,0,0,0,1,0,1
1503,a0cj,375,596035,0,0,1,0,0,1
1504,a0cj,8998,680140,0,0,0,0,0,1
1505,a0cj,301,680140,0,0,0,0,0,1
1506,a0gc,341,596035,1,1,0,0,0,1
1507,a0gc,5100,766715,0,0,0,0,0,1
1508,a0gc,747,4016050,0,1,1,1,0,1
1509,a0gc,329,2226470,0,0,1,1,0,1
1510,a0gc,7581,1190210,0,1,1,0,0,1
1511,a0gc,4713,1019185,0,0,1,0,0,1
1512,a0gc,6242,798335,0,0,1,0,0,1
1513,a0gc,319,596035,0,0,1,0,0,0
1514,a0gc,418,2396115,0,0,1,1,0,1
1515,a0gc,439,596035,0,1,1,0,0,0
1516,a0gc,314,596035,0,1,1,0,0,0
1517,a0gc,7480,889890,0,0,1,0,0,1
1518,a0gc,316,596035,0,0,1,0,0,0
1519,a0gc,8994,596035,0,0,1,0,1,0
1520,a0gc,741,756875,0,0,1,0,1,0
1521,a0gc,311,2522220,0,0,0,1,1,0
1522,a0gc,500,2522220,0,0,0,1,1,0
1523,a0gc,440,706850,0,0,0,0,1,0
1524,a0gc,321,751630,0,0,0,0,1,0
1525,a0gc,495,3237670,0,0,0,1,0,1
1526,a0gc,807,2585410,0,0,0,1,0,1
1527,a0gc,8996,680140,0,0,0,0,0,0
1528,a0gc,451,2760000,0,1,1,1,0,1
1529,a0gc,6932,2396115,0,0,1,1,0,0
1530,a0gc,496,740730,0,0,1,0,0,1
1531,a0gc,499,680140,0,0,1,0,0,1
1532,a0gc,506,658390,0,0,1,0,0,0
1533,a0gc,8998,680140,0,0,1,0,0,1
1534,a0gc,301,680140,0,0,1,0,0,1
1535,mw75,328,2523045,0,0,0,1,0,1
1536,mw75,337,2736875,0,0,0,1,0,1
1537,mw75,7485,706850,0,0,1,0,0,1
1538,mw75,429,706850,0,0,1,0,0,1
1539,mw75,9410,1055255,0,0,1,0,0,1
1540,mw75,6242,798335,0,0,1,0,0,1
1541,mw75,319,596035,0,0,1,0,0,0
1542,mw75,418,2396115,0,0,1,1,0,1
1543,mw75,439,596035,0,0,1,0,0,0
1544,mw75,314,596035,0,0,0,0,0,0
1545,mw75,7480,889890,0,0,0,0,0,1
1546,mw75,316,596035,0,0,0,0,0,0
1547,mw75,8994,596035,0,0,0,0,1,0
1548,mw75,741,756875,0,0,0,0,1,0
1549,mw75,414,2158560,0,0,1,1,0,0
1550,mw75,322,596035,0,0,1,0,0,0
1551,mw75,4462,596035,0,0,1,0,0,0
1552,mw75,360,596035,0,0,1,0,0,0
1553,mw75,717,680140,0,0,1,0,0,0
1554,mw75,495,3237670,0,0,1,1,0,1
1555,mw75,807,2585410,0,0,1,1,0,1
1556,mw75,8996,680140,0,1,1,0,0,0
1557,mw75,451,2760000,0,0,1,1,0,1
1558,mw75,6932,2396115,1,1,1,1,0,0
1559,mw75,375,596035,0,0,0,0,0,1
1560,mw18,341,596035,0,0,1,0,0,1
1561,mw18,5100,766715,0,0,1,0,0,1
1562,mw18,7485,706850,0,0,1,0,0,1
1563,mw18,429,706850,0,0,1,0,0,1
1564,mw18,9410,1055255,0,0,1,0,0,1
1565,mw18,747,4016050,0,0,1,1,0,1
1566,mw18,329,2226470,0,0,1,1,0,1
1567,mw18,7581,1190210,0,0,0,0,0,1
1568,mw18,4713,1019185,0,0,0,0,0,1
1569,mw18,6242,798335,0,0,0,0,0,1
1570,mw18,319,596035,0,0,1,0,0,0
1571,mw18,418,2396115,0,0,1,1,0,1
1572,mw18,439,596035,0,0,1,0,0,0
1573,mw18,314,596035,0,0,0,0,0,0
1574,mw18,7480,889890,0,0,0,0,0,1
1575,mw18,316,596035,0,0,0,0,0,0
1576,mw18,311,2522220,0,0,0,1,1,0
1577,mw18,500,2522220,0,0,0,1,1,0
1578,mw18,440,706850,0,0,0,0,1,0
1579,mw18,321,751630,0,0,0,0,1,0
1580,mw18,308,2500000,0,0,0,1,0,0
1581,mw18,425,2889200,0,0,0,1,0,0
1582,mw18,4462,596035,0,0,1,0,0,0
1583,mw18,360,596035,0,0,1,0,0,0
1584,mw18,717,680140,0,0,1,0,0,0
1585,mw18,495,3237670,0,0,0,1,0,1
1586,mw18,807,2585410,0,0,0,1,0,1
1587,mw18,8996,680140,0,0,0,0,0,0
1588,mw18,451,2760000,0,0,1,1,0,1
1589,mw18,6932,2396115,0,0,1,1,0,0
1590,mw18,496,740730,0,0,1,0,0,1
1591,mw18,499,680140,0,0,1,0,0,1
1592,mw18,506,658390,0,0,1,0,0,0
1593,mw18,8998,680140,0,0,1,0,0,1
1594,mw18,301,680140,0,0,1,0,0,1
1595,d0c1,7485,706850,0,0,1,0,0,1
1596,d0c1,429,706850,0,1,1,0,0,1
1597,d0c1,9410,1055255,0,0,1,0,0,1
1598,d0c1,319,596035,0,0,1,0,0,0
1599,d0c1,418,2396115,0,0,1,1,0,1
1600,d0c1,439,596035,0,1,1,0,0,0
1601,d0c1,8994,596035,0,1,1,0,1,0
1602,d0c1,741,756875,0,0,1,0,1,0
1603,d0c1,311,2522220,0,0,1,1,1,0
1604,d0c1,500,2522220,0,1,1,1,1,0
1605,d0c1,414,2158560,0,0,0,1,0,0
1606,d0c1,322,596035,0,0,0,0,0,0
1607,d0c1,4462,596035,0,0,1,0,0,0
1608,d0c1,360,596035,0,1,1,0,0,0
1609,d0c1,717,680140,0,0,1,0,0,0
1610,d0c1,495,3237670,0,0,1,1,0,1
1611,d0c1,807,2585410,0,0,1,1,0,1
1612,d0c1,8996,680140,0,0,1,0,0,0
1613,d0c1,451,2760000,0,0,0,1,0,1
1614,d0c1,6932,2396115,0,0,0,1,0,0
1615,d0c1,407,2401550,0,0,0,1,0,1
1616,d0c1,424,2760000,0,0,0,1,0,1
1617,d0c1,8998,680140,0,0,1,0,0,1
1618,d0c1,301,680140,0,0,1,0,0,1
1619,d923,341,596035,0,0,0,0,0,1
1620,d923,5100,766715,0,1,0,0,0,1
1621,d923,328,2523045,0,0,0,1,0,1
1622,d923,337,2736875,0,1,0,1,0,1
1623,d923,747,4016050,0,0,0,1,0,1
1624,d923,329,2226470,0,1,0,1,0,1
1625,d923,7581,1190210,0,0,0,0,0,1
1626,d923,4713,1019185,0,1,0,0,0,1
1627,d923,6242,798335,0,0,1,0,0,1
1628,d923,8994,596035,0,1,0,0,1,0
1629,d923,741,756875,0,0,0,0,1,0
1630,d923,311,2522220,0,0,0,1,1,0
1631,d923,500,2522220,0,0,0,1,1,0
1632,d923,440,706850,0,0,1,0,1,0
1633,d923,321,751630,0,1,1,0,1,0
1634,d923,414,2158560,0,1,1,1,0,0
1635,d923,322,596035,0,0,1,0,0,0
1636,d923,308,2500000,0,0,0,1,0,0
1637,d923,425,2889200,0,1,0,1,0,0
1638,d923,495,3237670,0,0,1,1,0,1
1639,d923,807,2585410,0,0,1,1,0,1
1640,d923,8996,680140,0,1,1,0,0,0
1641,d923,451,2760000,0,0,1,1,0,1
1642,d923,6932,2396115,0,1,1,1,0,0
1643,d923,407,2401550,0,0,0,1,0,1
1644,d923,424,2760000,0,0,0,1,0,1
1645,d923,375,596035,0,0,1,0,0,1
1646,d923,8998,680140,0,1,1,0,0,1
1647,d923,301,680140,0,0,1,0,0,1
1648,m0g4,341,596035,1,1,0,0,0,1
1649,m0g4,5100,766715,0,0,0,0,0,1
1650,m0g4,328,2523045,0,0,0,1,0,1
1651,m0g4,337,2736875,0,0,0,1,0,1
1652,m0g4,747,4016050,0,0,1,1,0,1
1653,m0g4,329,2226470,0,0,1,1,0,1
1654,m0g4,7581,1190210,0,0,1,0,0,1
1655,m0g4,4713,1019185,0,0,1,0,0,1
1656,m0g4,6242,798335,0,0,0,0,0,1
1657,m0g4,319,596035,0,0,0,0,0,0
1658,m0g4,418,2396115,0,0,0,1,0,1
1659,m0g4,439,596035,0,0,0,0,0,0
1660,m0g4,8994,596035,0,0,1,0,1,0
1661,m0g4,741,756875,0,0,1,0,1,0
1662,m0g4,311,2522220,0,0,1,1,1,0
1663,m0g4,500,2522220,0,0,1,1,1,0
1664,m0g4,414,2158560,0,0,1,1,0,0
1665,m0g4,322,596035,0,0,1,0,0,0
1666,m0g4,308,2500000,0,0,1,1,0,0
1667,m0g4,425,2889200,0,0,1,1,0,0
1668,m0g4,495,3237670,0,0,0,1,0,1
1669,m0g4,807,2585410,0,0,0,1,0,1
1670,m0g4,8996,680140,0,0,0,0,0,0
1671,m0g4,496,740730,1,1,0,0,0,1
1672,m0g4,499,680140,0,0,0,0,0,1
1673,m0g4,506,658390,0,0,0,0,0,0
1674,m0g4,407,2401550,0,1,1,1,0,1
1675,m0g4,424,2760000,0,0,1,1,0,1
1676,m0g4,375,596035,1,1,1,0,0,1
1677,m0g4,8998,680140,0,0,1,0,0,1
1678,m0g4,301,680140,0,0,1,0,0,1
1679,v0am,341,596035,0,0,0,0,0,1
1680,v0am,5100,766715,0,0,0,0,0,1
1681,v0am,328,2523045,0,0,1,1,0,1
1682,v0am,337,2736875,0,0,1,1,0,1
1683,v0am,7581,1190210,0,0,0,0,0,1
1684,v0am,4713,1019185,0,0,0,0,0,1
1685,v0am,7581,1190210,0,0,0,0,0,1
1686,v0am,4713,1019185,0,0,0,0,0,1
1687,v0am,7581,1190210,0,0,0,0,0,1
1688,v0am,4713,1019185,0,0,0,0,0,1
1689,v0am,6242,798335,0,0,1,0,0,1
1690,v0am,319,596035,0,0,1,0,0,0
1691,v0am,418,2396115,0,0,1,1,0,1
1692,v0am,439,596035,0,0,1,0,0,0
1693,v0am,8994,596035,0,0,0,0,1,0
1694,v0am,741,756875,0,0,0,0,1,0
1695,v0am,311,2522220,0,0,1,1,1,0
1696,v0am,500,2522220,0,0,1,1,1,0
1697,v0am,414,2158560,0,0,0,1,0,0
1698,v0am,322,596035,0,0,0,0,0,0
1699,v0am,308,2500000,0,0,0,1,0,0
1700,v0am,425,2889200,0,0,0,1,0,0
1701,v0am,495,3237670,0,1,1,1,0,1
1702,v0am,807,2585410,0,0,1,1,0,1
1703,v0am,8996,680140,0,0,1,0,0,0
1704,v0am,451,2760000,0,1,0,1,0,1
1705,v0am,6932,2396115,0,0,0,1,0,0
1706,v0am,407,2401550,0,0,0,1,0,1
1707,v0am,424,2760000,0,0,0,1,0,1
1708,v0am,375,596035,0,0,1,0,0,1
1709,v0am,8998,680140,0,0,1,0,0,1
1710,v0am,301,680140,0,0,1,0,0,1
1711,ki63,341,596035,0,0,1,0,0,1
1712,ki63,5100,766715,0,1,1,0,0,1
1713,ki63,328,2523045,0,0,0,1,0,1
1714,ki63,337,2736875,0,1,0,1,0,1
1715,ki63,747,4016050,0,0,1,1,0,1
1716,ki63,329,2226470,0,0,1,1,0,1
1717,ki63,7581,1190210,0,0,0,0,0,1
1718,ki63,4713,1019185,0,0,0,0,0,1
1719,ki63,7581,1190210,0,0,0,0,0,1
1720,ki63,4713,1019185,0,0,0,0,0,1
1721,ki63,319,596035,0,0,1,0,0,0
1722,ki63,418,2396115,0,0,1,1,0,1
1723,ki63,439,596035,0,0,1,0,0,0
1724,ki63,314,596035,0,0,1,0,0,0
1725,ki63,7480,889890,0,0,1,0,0,1
1726,ki63,316,596035,0,0,1,0,0,0
1727,ki63,8994,596035,0,0,1,0,1,0
1728,ki63,741,756875,0,0,1,0,1,0
1729,ki63,308,2500000,0,0,0,1,0,0
1730,ki63,425,2889200,0,0,0,1,0,0
1731,ki63,495,3237670,0,0,1,1,0,1
1732,ki63,807,2585410,0,0,1,1,0,1
1733,ki63,8996,680140,0,0,1,0,0,0
1734,ki63,451,2760000,0,0,0,1,0,1
1735,ki63,6932,2396115,0,0,0,1,0,0
1736,ki63,407,2401550,0,0,0,1,0,1
1737,ki63,424,2760000,0,0,0,1,0,1
1738,ki63,8998,680140,0,0,1,0,0,1
1739,ki63,301,680140,0,0,1,0,0,1
1740,y09v,341,596035,0,0,1,0,0,1
1741,y09v,5100,766715,0,0,1,0,0,1
1742,y09v,328,2523045,0,0,1,1,0,1
1743,y09v,337,2736875,0,0,1,1,0,1
1744,y09v,747,4016050,1,1,1,1,0,1
1745,y09v,329,2226470,0,0,1,1,0,1
1746,y09v,7581,1190210,0,0,0,0,0,1
1747,y09v,4713,1019185,1,1,0,0,0,1
1748,y09v,319,596035,0,0,1,0,0,0
1749,y09v,418,2396115,0,1,1,1,0,1
1750,y09v,439,596035,0,0,1,0,0,0
1751,y09v,314,596035,0,0,1,0,0,0
1752,y09v,7480,889890,0,1,1,0,0,1
1753,y09v,316,596035,0,0,1,0,0,0
1754,y09v,8994,596035,0,1,0,0,1,0
1755,y09v,741,756875,0,0,0,0,1,0
1756,y09v,311,2522220,0,1,0,1,1,0
1757,y09v,500,2522220,0,0,0,1,1,0
1758,y09v,308,2500000,0,0,0,1,0,0
1759,y09v,425,2889200,0,0,0,1,0,0
1760,gf95,7485,706850,0,0,1,0,0,1
1761,gf95,429,706850,0,0,1,0,0,1
1762,gf95,9410,1055255,0,0,1,0,0,1
1763,gf95,747,4016050,0,0,0,1,0,1
1764,gf95,329,2226470,0,0,0,1,0,1
1765,gf95,7581,1190210,0,0,1,0,0,1
1766,gf95,4713,1019185,0,0,1,0,0,1
1767,gf95,6242,798335,0,0,0,0,0,1
1768,gf95,319,596035,0,0,1,0,0,0
1769,gf95,418,2396115,0,0,1,1,0,1
1770,gf95,439,596035,0,0,1,0,0,0
1771,gf95,314,596035,0,0,1,0,0,0
1772,gf95,7480,889890,0,0,1,0,0,1
1773,gf95,316,596035,0,0,1,0,0,0
1774,gf95,8994,596035,0,0,1,0,1,0
1775,gf95,741,756875,0,0,1,0,1,0
1776,gf95,311,2522220,0,0,0,1,1,0
1777,gf95,500,2522220,0,0,0,1,1,0
1778,gf95,414,2158560,0,0,0,1,0,0
1779,gf95,322,596035,0,0,0,0,0,0
1780,gf95,308,2500000,0,0,0,1,0,0
1781,gf95,425,2889200,0,0,0,1,0,0
1782,gf95,495,3237670,0,0,1,1,0,1
1783,gf95,807,2585410,0,0,1,1,0,1
1784,gf95,8996,680140,0,0,1,0,0,0
1785,gf95,496,740730,1,1,1,0,0,1
1786,gf95,499,680140,0,0,1,0,0,1
1787,gf95,506,658390,0,0,1,0,0,0
1788,gf95,407,2401550,0,0,0,1,0,1
1789,gf95,424,2760000,0,0,0,1,0,1
1790,gf95,8998,680140,0,0,0,0,0,1
1791,gf95,301,680140,0,0,0,0,0,1
1792,w09e,328,2523045,0,1,1,1,0,1
1793,w09e,337,2736875,0,0,1,1,0,1
1794,w09e,7485,706850,0,0,1,0,0,1
1795,w09e,429,706850,0,0,1,0,0,1
1796,w09e,9410,1055255,0,1,1,0,0,1
1797,w09e,747,4016050,0,0,0,1,0,1
1798,w09e,329,2226470,0,1,0,1,0,1
1799,w09e,6242,798335,0,1,0,0,0,1
1800,w09e,319,596035,0,0,0,0,0,0
1801,w09e,418,2396115,0,0,0,1,0,1
1802,w09e,439,596035,0,0,0,0,0,0
1803,w09e,8994,596035,0,1,0,0,1,0
1804,w09e,741,756875,0,0,0,0,1,0
1805,w09e,311,2522220,0,1,0,1,1,0
1806,w09e,500,2522220,0,0,0,1,1,0
1807,w09e,440,706850,0,1,0,0,1,0
1808,w09e,321,751630,0,0,0,0,1,0
1809,w09e,414,2158560,0,0,1,1,0,0
1810,w09e,322,596035,0,0,1,0,0,0
1811,w09e,308,2500000,0,0,1,1,0,0
1812,w09e,425,2889200,0,0,1,1,0,0
1813,w09e,495,3237670,0,0,1,1,0,1
1814,w09e,807,2585410,0,1,1,1,0,1
1815,w09e,8996,680140,0,0,1,0,0,0
1816,w09e,451,2760000,0,0,1,1,0,1
1817,w09e,6932,2396115,0,0,1,1,0,0
1818,w09e,496,740730,0,0,1,0,0,1
1819,w09e,499,680140,0,1,1,0,0,1
1820,w09e,506,658390,0,0,1,0,0,0
1821,w09e,407,2401550,0,0,1,1,0,1
1822,w09e,424,2760000,0,0,1,1,0,1
1823,w09e,8998,680140,1,1,0,0,0,1
1824,w09e,301,680140,0,0,0,0,0,1
1825,b0gg,328,2523045,0,1,1,1,0,1
1826,b0gg,337,2736875,0,0,1,1,0,1
1827,b0gg,7485,706850,0,1,1,0,0,1
1828,b0gg,429,706850,0,0,1,0,0,1
1829,b0gg,9410,1055255,0,0,1,0,0,1
1830,b0gg,747,4016050,0,0,1,1,0,1
1831,b0gg,329,2226470,0,1,1,1,0,1
1832,b0gg,6242,798335,0,1,1,0,0,1
1833,b0gg,8994,596035,0,0,0,0,1,0
1834,b0gg,741,756875,0,1,0,0,1,0
1835,b0gg,311,2522220,0,1,1,1,1,0
1836,b0gg,500,2522220,0,0,1,1,1,0
1837,b0gg,440,706850,0,1,0,0,1,0
1838,b0gg,321,751630,0,0,0,0,1,0
1839,b0gg,414,2158560,0,0,1,1,0,0
1840,b0gg,322,596035,0,0,1,0,0,0
1841,b0gg,308,2500000,0,0,0,1,0,0
1842,b0gg,425,2889200,0,1,0,1,0,0
1843,b0gg,495,3237670,0,0,1,1,0,1
1844,b0gg,807,2585410,0,1,1,1,0,1
1845,b0gg,8996,680140,0,0,1,0,0,0
1846,b0gg,451,2760000,0,0,1,1,0,1
1847,b0gg,6932,2396115,0,0,1,1,0,0
1848,b0gg,496,740730,0,0,0,0,0,1
1849,b0gg,499,680140,0,0,0,0,0,1
1850,b0gg,506,658390,0,0,0,0,0,0
1851,b0gg,407,2401550,0,1,0,1,0,1
1852,b0gg,424,2760000,0,0,0,1,0,1
1853,b0gg,8998,680140,0,0,0,0,0,1
1854,b0gg,301,680140,0,0,0,0,0,1
1855,g0gd,328,2523045,0,0,1,1,0,1
1856,g0gd,337,2736875,0,0,1,1,0,1
1857,g0gd,747,4016050,0,0,0,1,0,1
1858,g0gd,329,2226470,0,0,0,1,0,1
1859,g0gd,6242,798335,0,0,1,0,0,1
1860,g0gd,319,596035,0,0,0,0,0,0
1861,g0gd,418,2396115,0,0,0,1,0,1
1862,g0gd,439,596035,0,0,0,0,0,0
1863,g0gd,311,2522220,0,0,1,1,1,0
1864,g0gd,500,2522220,0,0,1,1,1,0
1865,g0gd,414,2158560,0,0,1,1,0,0
1866,g0gd,322,596035,0,0,1,0,0,0
1867,g0gd,4462,596035,0,0,1,0,0,0
1868,g0gd,360,596035,0,0,1,0,0,0
1869,g0gd,717,680140,0,0,1,0,0,0
1870,g0gd,495,3237670,0,0,1,1,0,1
1871,g0gd,807,2585410,0,0,1,1,0,1
1872,g0gd,8996,680140,0,0,1,0,0,0
1873,g0gd,496,740730,0,1,0,0,0,1
1874,g0gd,499,680140,0,0,0,0,0,1
1875,g0gd,506,658390,0,0,0,0,0,0
1876,g0gd,407,2401550,0,0,0,1,0,1
1877,g0gd,424,2760000,0,0,0,1,0,1
1878,g0gd,8998,680140,0,0,1,0,0,1
1879,g0gd,301,680140,0,0,1,0,0,1
1880,s0re,341,596035,0,0,1,0,0,1
1881,s0re,5100,766715,0,0,1,0,0,1
1882,s0re,747,4016050,1,1,1,1,0,1
1883,s0re,329,2226470,0,0,1,1,0,1
1884,s0re,311,2522220,0,0,1,1,1,0
1885,s0re,500,2522220,0,0,1,1,1,0
1886,s0re,440,706850,0,0,0,0,1,0
1887,s0re,321,751630,0,0,0,0,1,0
1888,s0re,414,2158560,0,0,1,1,0,0
1889,s0re,322,596035,0,0,1,0,0,0
1890,s0re,308,2500000,0,0,1,1,0,0
1891,s0re,425,2889200,0,0,1,1,0,0
1892,s0re,451,2760000,0,0,0,1,0,1
1893,s0re,6932,2396115,0,0,0,1,0,0
1894,s0re,8998,680140,0,0,1,0,0,1
1895,s0re,301,680140,0,0,1,0,0,1
1896,b0fv,341,596035,0,0,1,0,0,1
1897,b0fv,5100,766715,0,0,1,0,0,1
1898,b0fv,328,2523045,0,0,1,1,0,1
1899,b0fv,337,2736875,0,0,1,1,0,1
1900,b0fv,7485,706850,0,0,1,0,0,1
1901,b0fv,429,706850,0,0,1,0,0,1
1902,b0fv,9410,1055255,0,0,1,0,0,1
1903,b0fv,747,4016050,0,0,1,1,0,1
1904,b0fv,329,2226470,0,0,1,1,0,1
1905,b0fv,319,596035,0,0,0,0,0,0
1906,b0fv,418,2396115,0,0,0,1,0,1
1907,b0fv,439,596035,0,0,0,0,0,0
1908,b0fv,314,596035,0,1,0,0,0,0
1909,b0fv,7480,889890,0,0,0,0,0,1
1910,b0fv,316,596035,0,0,0,0,0,0
1911,b0fv,8994,596035,0,0,0,0,1,0
1912,b0fv,741,756875,0,0,0,0,1,0
1913,b0fv,414,2158560,0,0,1,1,0,0
1914,b0fv,322,596035,0,0,1,0,0,0
1915,b0fv,495,3237670,0,0,0,1,0,1
1916,b0fv,807,2585410,0,0,0,1,0,1
1917,b0fv,8996,680140,0,1,0,0,0,0
1918,b0fv,451,2760000,0,0,0,1,0,1
1919,b0fv,6932,2396115,0,1,0,1,0,0
