,playercode,EventId,TotPrizeMoney,Same_Nationality,iscritto,ha_pts_def,EventType_500,Surface_Grass,Surface_Hard
7610,h09n,425,2889200,0,0,0,1,0,0
7611,h09n,495,3237670,0,0,1,1,0,1
7612,h09n,807,2585410,0,0,1,1,0,1
7613,h09n,8996,680140,0,0,1,0,0,0
7614,h09n,451,2760000,0,0,0,1,0,1
7615,h09n,6932,2396115,0,0,0,1,0,0
7616,h09n,407,2401550,0,0,0,1,0,1
7617,h09n,424,2760000,0,0,0,1,0,1
7618,k0hc,341,596035,0,0,1,0,0,1
7619,k0hc,5100,766715,0,0,1,0,0,1
7620,k0hc,328,2523045,0,0,1,1,0,1
7621,k0hc,337,2736875,0,0,1,1,0,1
7622,k0hc,747,4016050,0,0,0,1,0,1
7623,k0hc,329,2226470,0,0,0,1,0,1
7624,k0hc,7581,1190210,0,0,0,0,0,1
7625,k0hc,4713,1019185,0,0,0,0,0,1
7626,k0hc,6242,798335,0,0,0,0,0,1
7627,k0hc,319,596035,0,0,1,0,0,0
7628,k0hc,418,2396115,0,0,1,1,0,1
7629,k0hc,439,596035,0,0,1,0,0,0
7630,k0hc,314,596035,0,0,1,0,0,0
7631,k0hc,7480,889890,0,0,1,0,0,1
7632,k0hc,316,596035,0,0,1,0,0,0
7633,k0hc,8994,596035,0,0,1,0,1,0
7634,k0hc,741,756875,0,0,1,0,1,0
7635,k0hc,311,2522220,0,0,1,1,1,0
7636,k0hc,500,2522220,0,0,1,1,1,0
7637,k0hc,440,706850,0,0,1,0,1,0
7638,k0hc,321,751630,0,0,1,0,1,0
7639,k0hc,308,2500000,0,0,1,1,0,0
7640,k0hc,425,2889200,0,0,1,1,0,0
7641,k0hc,495,3237670,0,0,1,1,0,1
7642,k0hc,807,2585410,0,0,1,1,0,1
7643,k0hc,8996,680140,0,0,1,0,0,0
7644,k0hc,451,2760000,0,0,1,1,0,1
7645,k0hc,6932,2396115,0,0,1,1,0,0
7646,k0hc,496,740730,0,0,0,0,0,1
7647,k0hc,499,680140,0,0,0,0,0,1
7648,k0hc,506,658390,0,0,0,0,0,0
7649,k0hc,407,2401550,0,0,0,1,0,1
7650,k0hc,424,2760000,0,0,0,1,0,1
7651,k0hc,375,596035,0,0,1,0,0,1
7652,k0hc,8998,680140,0,0,1,0,0,1
7653,k0hc,301,680140,0,0,1,0,0,1
7654,gh33,328,2523045,0,0,1,1,0,1
7655,gh33,337,2736875,0,0,1,1,0,1
7656,gh33,6242,798335,0,0,1,0,0,1
7657,gh33,319,596035,0,0,1,0,0,0
7658,gh33,418,2396115,0,0,1,1,0,1
7659,gh33,439,596035,0,0,1,0,0,0
7660,gh33,314,596035,0,0,0,0,0,0
7661,gh33,7480,889890,0,0,0,0,0,1
7662,gh33,316,596035,0,0,0,0,0,0
7663,gh33,311,2522220,0,0,0,1,1,0
7664,gh33,500,2522220,0,0,0,1,1,0
7665,gh33,414,2158560,0,0,1,1,0,0
7666,gh33,322,596035,0,0,1,0,0,0
7667,gh33,4462,596035,0,0,1,0,0,0
7668,gh33,360,596035,0,1,1,0,0,0
7669,gh33,717,680140,0,0,1,0,0,0
7670,gh33,451,2760000,0,0,1,1,0,1
7671,gh33,6932,2396115,0,0,1,1,0,0
7672,gh33,496,740730,1,1,1,0,0,1
7673,gh33,499,680140,0,0,1,0,0,1
7674,gh33,506,658390,0,0,1,0,0,0
7675,gh33,375,596035,0,0,0,0,0,1
7676,gh33,8998,680140,0,1,1,0,0,1
7677,gh33,301,680140,0,0,1,0,0,1
7678,ml57,7485,706850,0,0,1,0,0,1
7679,ml57,429,706850,0,0,1,0,0,1
7680,ml57,9410,1055255,0,0,1,0,0,1
7681,ml57,7581,1190210,0,0,1,0,0,1
7682,ml57,4713,1019185,0,0,1,0,0,1
7683,ml57,6242,798335,0,0,0,0,0,1
7684,ml57,319,596035,0,0,1,0,0,0
7685,ml57,418,2396115,0,0,1,1,0,1
7686,ml57,439,596035,0,0,1,0,0,0
7687,ml57,314,596035,0,0,1,0,0,0
7688,ml57,7480,889890,0,0,1,0,0,1
7689,ml57,316,596035,0,0,1,0,0,0
7690,ml57,8994,596035,0,0,1,0,1,0
7691,ml57,741,756875,0,0,1,0,1,0
7692,ml57,311,2522220,0,0,1,1,1,0
7693,ml57,500,2522220,0,0,1,1,1,0
7694,ml57,414,2158560,0,0,0,1,0,0
7695,ml57,322,596035,0,0,0,0,0,0
7696,ml57,4462,596035,0,0,1,0,0,0
7697,ml57,360,596035,0,0,1,0,0,0
7698,ml57,717,680140,0,0,1,0,0,0
7699,ml57,407,2401550,0,0,1,1,0,1
7700,ml57,424,2760000,0,0,1,1,0,1
7701,ml57,375,596035,0,0,1,0,0,1
7702,j553,341,596035,0,0,1,0,0,1
7703,j553,5100,766715,0,0,1,0,0,1
7704,j553,7485,706850,0,0,1,0,0,1
7705,j553,429,706850,0,0,1,0,0,1
7706,j553,9410,1055255,0,0,1,0,0,1
7707,j553,747,4016050,0,0,1,1,0,1
7708,j553,329,2226470,0,0,1,1,0,1
7709,j553,7581,1190210,0,0,1,0,0,1
7710,j553,4713,1019185,0,0,1,0,0,1
7711,j553,6242,798335,0,0,1,0,0,1
7712,j553,319,596035,0,0,0,0,0,0
7713,j553,418,2396115,0,0,0,1,0,1
7714,j553,439,596035,0,0,0,0,0,0
7715,j553,8994,596035,0,0,0,0,1,0
7716,j553,741,756875,0,0,0,0,1,0
7717,j553,311,2522220,0,0,0,1,1,0
7718,j553,500,2522220,0,0,0,1,1,0
7719,j553,440,706850,0,0,1,0,1,0
7720,j553,321,751630,0,0,1,0,1,0
7721,j553,414,2158560,0,0,0,1,0,0
7722,j553,322,596035,0,0,0,0,0,0
7723,j553,308,2500000,0,0,0,1,0,0
7724,j553,425,2889200,0,0,0,1,0,0
7725,j553,4462,596035,0,0,0,0,0,0
7726,j553,360,596035,0,0,0,0,0,0
7727,j553,717,680140,0,0,0,0,0,0
7728,j553,495,3237670,0,0,1,1,0,1
7729,j553,807,2585410,0,0,1,1,0,1
7730,j553,8996,680140,0,0,1,0,0,0
7731,j553,496,740730,0,0,1,0,0,1
7732,j553,499,680140,0,0,1,0,0,1
7733,j553,506,658390,0,0,1,0,0,0
7734,j553,407,2401550,0,0,1,1,0,1
7735,j553,424,2760000,0,0,1,1,0,1
7736,j553,8998,680140,1,1,0,0,0,1
7737,j553,301,680140,0,0,0,0,0,1
7738,d0dp,328,2523045,0,0,1,1,0,1
7739,d0dp,337,2736875,0,0,1,1,0,1
7740,d0dp,7485,706850,0,0,1,0,0,1
7741,d0dp,429,706850,0,0,1,0,0,1
7742,d0dp,9410,1055255,0,1,1,0,0,1
7743,d0dp,747,4016050,0,0,1,1,0,1
7744,d0dp,329,2226470,0,0,1,1,0,1
7745,d0dp,7581,1190210,0,0,1,0,0,1
7746,d0dp,4713,1019185,0,1,1,0,0,1
7747,d0dp,6242,798335,0,0,1,0,0,1
7748,d0dp,319,596035,0,0,0,0,0,0
7749,d0dp,418,2396115,0,0,0,1,0,1
7750,d0dp,439,596035,0,0,0,0,0,0
7751,d0dp,314,596035,0,0,1,0,0,0
7752,d0dp,7480,889890,0,0,1,0,0,1
7753,d0dp,316,596035,0,0,1,0,0,0
7754,d0dp,311,2522220,0,0,1,1,1,0
7755,d0dp,500,2522220,0,0,1,1,1,0
7756,d0dp,440,706850,0,0,1,0,1,0
7757,d0dp,321,751630,0,0,1,0,1,0
7758,d0dp,4462,596035,0,0,0,0,0,0
7759,d0dp,360,596035,0,0,0,0,0,0
7760,d0dp,717,680140,0,1,0,0,0,0
7761,g0dh,328,2523045,0,0,1,1,0,1
7762,g0dh,337,2736875,0,0,1,1,0,1
7763,g0dh,7485,706850,0,0,0,0,0,1
7764,g0dh,429,706850,0,0,0,0,0,1
7765,g0dh,9410,1055255,0,0,0,0,0,1
7766,g0dh,747,4016050,0,0,0,1,0,1
7767,g0dh,329,2226470,0,0,0,1,0,1
7768,g0dh,319,596035,0,0,1,0,0,0
7769,g0dh,418,2396115,0,0,1,1,0,1
7770,g0dh,439,596035,0,1,1,0,0,0
7771,g0dh,314,596035,0,0,1,0,0,0
7772,g0dh,7480,889890,0,0,1,0,0,1
7773,g0dh,316,596035,0,0,1,0,0,0
7774,g0dh,8994,596035,0,0,1,0,1,0
7775,g0dh,741,756875,0,0,1,0,1,0
7776,g0dh,311,2522220,0,0,0,1,1,0
7777,g0dh,500,2522220,0,0,0,1,1,0
7778,g0dh,440,706850,0,0,0,0,1,0
7779,g0dh,321,751630,0,0,0,0,1,0
7780,g0dh,4462,596035,0,0,0,0,0,0
7781,g0dh,360,596035,0,0,0,0,0,0
7782,g0dh,717,680140,0,0,0,0,0,0
7783,g0dh,495,3237670,0,0,1,1,0,1
7784,g0dh,807,2585410,0,0,1,1,0,1
7785,g0dh,8996,680140,0,0,1,0,0,0
7786,g0dh,451,2760000,0,0,1,1,0,1
7787,g0dh,6932,2396115,0,0,1,1,0,0
7788,g0dh,496,740730,0,0,1,0,0,1
7789,g0dh,499,680140,0,0,1,0,0,1
7790,g0dh,506,658390,0,0,1,0,0,0
7791,g0dh,407,2401550,0,0,0,1,0,1
7792,g0dh,424,2760000,0,0,0,1,0,1
7793,g0dh,375,596035,0,0,1,0,0,1
7794,bv25,328,2523045,0,0,1,1,0,1
7795,bv25,337,2736875,0,0,1,1,0,1
7796,bv25,7485,706850,0,0,1,0,0,1
7797,bv25,429,706850,0,0,1,0,0,1
7798,bv25,9410,1055255,0,0,1,0,0,1
7799,bv25,747,4016050,0,0,0,1,0,1
7800,bv25,329,2226470,0,0,0,1,0,1
7801,bv25,7581,1190210,0,0,0,0,0,1
7802,bv25,4713,1019185,0,0,0,0,0,1
7803,bv25,314,596035,0,0,1,0,0,0
7804,bv25,7480,889890,0,0,1,0,0,1
7805,bv25,316,596035,0,0,1,0,0,0
7806,bv25,311,2522220,0,0,1,1,1,0
7807,bv25,500,2522220,0,0,1,1,1,0
7808,bv25,440,706850,0,0,1,0,1,0
7809,bv25,321,751630,0,0,1,0,1,0
7810,bv25,308,2500000,0,0,1,1,0,0
7811,bv25,425,2889200,0,0,1,1,0,0
7812,bv25,4462,596035,0,0,1,0,0,0
7813,bv25,360,596035,0,0,1,0,0,0
7814,bv25,717,680140,0,0,1,0,0,0
7815,bv25,495,3237670,0,0,1,1,0,1
7816,bv25,807,2585410,0,0,1,1,0,1
7817,bv25,8996,680140,0,0,1,0,0,0
7818,bv25,496,740730,0,0,1,0,0,1
7819,bv25,499,680140,0,0,1,0,0,1
7820,bv25,506,658390,0,0,1,0,0,0
7821,bv25,407,2401550,0,0,1,1,0,1
7822,bv25,424,2760000,0,0,1,1,0,1
7823,pg20,341,596035,0,0,0,0,0,1
7824,pg20,5100,766715,0,0,0,0,0,1
7825,pg20,7485,706850,0,0,1,0,0,1
7826,pg20,429,706850,0,0,1,0,0,1
7827,pg20,9410,1055255,0,0,1,0,0,1
7828,pg20,747,4016050,0,0,0,1,0,1
7829,pg20,329,2226470,0,0,0,1,0,1
7830,pg20,7581,1190210,0,0,0,0,0,1
7831,pg20,4713,1019185,0,0,0,0,0,1
7832,pg20,6242,798335,0,0,1,0,0,1
7833,pg20,319,596035,0,0,0,0,0,0
7834,pg20,418,2396115,0,0,0,1,0,1
7835,pg20,439,596035,0,0,0,0,0,0
7836,pg20,314,596035,0,1,1,0,0,0
7837,pg20,7480,889890,0,0,1,0,0,1
7838,pg20,316,596035,0,0,1,0,0,0
7839,pg20,8994,596035,0,0,0,0,1,0
7840,pg20,741,756875,0,0,0,0,1,0
7841,pg20,311,2522220,0,0,1,1,1,0
7842,pg20,500,2522220,0,0,1,1,1,0
7843,pg20,440,706850,0,0,1,0,1,0
7844,pg20,321,751630,0,0,1,0,1,0
7845,pg20,414,2158560,0,0,1,1,0,0
7846,pg20,322,596035,0,0,1,0,0,0
7847,pg20,308,2500000,0,0,1,1,0,0
7848,pg20,425,2889200,0,0,1,1,0,0
7849,pg20,495,3237670,0,0,1,1,0,1
7850,pg20,807,2585410,0,1,1,1,0,1
7851,pg20,8996,680140,0,0,1,0,0,0
7852,pg20,451,2760000,0,0,1,1,0,1
7853,pg20,6932,2396115,0,0,1,1,0,0
7854,pg20,496,740730,0,0,1,0,0,1
7855,pg20,499,680140,0,1,1,0,0,1
7856,pg20,506,658390,0,0,1,0,0,0
7857,pg20,407,2401550,0,0,0,1,0,1
7858,pg20,424,2760000,0,0,0,1,0,1
7859,v0di,328,2523045,0,0,1,1,0,1
7860,v0di,337,2736875,0,0,1,1,0,1
7861,v0di,314,596035,0,0,1,0,0,0
7862,v0di,7480,889890,0,0,1,0,0,1
7863,v0di,316,596035,0,0,1,0,0,0
7864,v0di,8994,596035,0,0,1,0,1,0
7865,v0di,741,756875,0,0,1,0,1,0
7866,v0di,311,2522220,0,0,1,1,1,0
7867,v0di,500,2522220,0,0,1,1,1,0
7868,v0di,414,2158560,0,0,0,1,0,0
7869,v0di,322,596035,0,0,0,0,0,0
7870,v0di,4462,596035,0,0,1,0,0,0
7871,v0di,360,596035,0,0,1,0,0,0
7872,v0di,717,680140,0,0,1,0,0,0
7873,v0di,495,3237670,0,0,0,1,0,1
7874,v0di,807,2585410,0,0,0,1,0,1
7875,v0di,8996,680140,0,0,0,0,0,0
7876,v0di,451,2760000,0,0,1,1,0,1
7877,v0di,6932,2396115,0,0,1,1,0,0
7878,v0di,496,740730,0,0,1,0,0,1
7879,v0di,499,680140,0,0,1,0,0,1
7880,v0di,506,658390,0,0,1,0,0,0
7881,v0di,375,596035,0,0,1,0,0,1
7882,v0di,8998,680140,0,0,1,0,0,1
7883,v0di,301,680140,0,0,1,0,0,1
7884,hf80,328,2523045,0,0,0,1,0,1
7885,hf80,337,2736875,0,0,0,1,0,1
7886,hf80,7485,706850,0,0,0,0,0,1
7887,hf80,429,706850,0,0,0,0,0,1
7888,hf80,9410,1055255,0,0,0,0,0,1
7889,hf80,7581,1190210,0,0,0,0,0,1
7890,hf80,4713,1019185,0,0,0,0,0,1
7891,hf80,6242,798335,0,0,1,0,0,1
7892,hf80,319,596035,0,0,1,0,0,0
7893,hf80,418,2396115,0,0,1,1,0,1
7894,hf80,439,596035,0,0,1,0,0,0
7895,hf80,314,596035,0,0,1,0,0,0
7896,hf80,7480,889890,0,1,1,0,0,1
7897,hf80,316,596035,0,0,1,0,0,0
7898,hf80,8994,596035,0,0,1,0,1,0
7899,hf80,741,756875,0,0,1,0,1,0
7900,hf80,311,2522220,0,0,0,1,1,0
7901,hf80,500,2522220,0,0,0,1,1,0
7902,hf80,440,706850,0,0,0,0,1,0
7903,hf80,321,751630,0,0,0,0,1,0
7904,hf80,414,2158560,0,0,1,1,0,0
7905,hf80,322,596035,0,0,1,0,0,0
7906,hf80,495,3237670,0,1,0,1,0,1
7907,hf80,807,2585410,0,0,0,1,0,1
7908,hf80,8996,680140,0,0,0,0,0,0
7909,hf80,451,2760000,0,1,1,1,0,1
7910,hf80,6932,2396115,0,0,1,1,0,0
7911,hf80,496,740730,0,0,1,0,0,1
7912,hf80,499,680140,0,0,1,0,0,1
7913,hf80,506,658390,0,0,1,0,0,0
7914,hf80,407,2401550,0,0,0,1,0,1
7915,hf80,424,2760000,0,0,0,1,0,1
7916,hf80,8998,680140,0,0,1,0,0,1
7917,hf80,301,680140,0,0,1,0,0,1
7918,c0bh,341,596035,0,0,1,0,0,1
7919,c0bh,5100,766715,0,0,1,0,0,1
7920,c0bh,328,2523045,0,0,0,1,0,1
7921,c0bh,337,2736875,0,0,0,1,0,1
7922,c0bh,7485,706850,0,0,1,0,0,1
7923,c0bh,429,706850,0,0,1,0,0,1
7924,c0bh,9410,1055255,0,0,1,0,0,1
7925,c0bh,7581,1190210,0,0,1,0,0,1
7926,c0bh,4713,1019185,0,0,1,0,0,1
7927,c0bh,319,596035,0,0,0,0,0,0
7928,c0bh,418,2396115,0,0,0,1,0,1
7929,c0bh,439,596035,0,0,0,0,0,0
7930,c0bh,314,596035,0,0,0,0,0,0
7931,c0bh,7480,889890,0,0,0,0,0,1
7932,c0bh,316,596035,0,0,0,0,0,0
7933,c0bh,311,2522220,0,0,0,1,1,0
7934,c0bh,500,2522220,0,0,0,1,1,0
7935,c0bh,440,706850,0,0,1,0,1,0
7936,c0bh,321,751630,0,0,1,0,1,0
7937,c0bh,414,2158560,0,0,1,1,0,0
7938,c0bh,322,596035,0,0,1,0,0,0
7939,c0bh,495,3237670,0,0,1,1,0,1
7940,c0bh,807,2585410,0,0,1,1,0,1
7941,c0bh,8996,680140,0,0,1,0,0,0
7942,c0bh,451,2760000,0,0,1,1,0,1
7943,c0bh,6932,2396115,0,0,1,1,0,0
7944,c0bh,496,740730,1,1,1,0,0,1
7945,c0bh,499,680140,0,0,1,0,0,1
7946,c0bh,506,658390,0,0,1,0,0,0
7947,c0bh,407,2401550,0,0,0,1,0,1
7948,c0bh,424,2760000,0,0,0,1,0,1
7949,c0bh,8998,680140,0,0,1,0,0,1
7950,c0bh,301,680140,0,0,1,0,0,1
7951,b0pg,341,596035,0,1,1,0,0,1
7952,b0pg,5100,766715,0,0,1,0,0,1
7953,b0pg,328,2523045,0,0,0,1,0,1
7954,b0pg,337,2736875,0,0,0,1,0,1
7955,b0pg,747,4016050,0,0,1,1,0,1
7956,b0pg,329,2226470,0,0,1,1,0,1
7957,b0pg,7581,1190210,0,0,0,0,0,1
7958,b0pg,4713,1019185,0,0,0,0,0,1
7959,b0pg,6242,798335,0,0,1,0,0,1
7960,b0pg,319,596035,0,0,0,0,0,0
7961,b0pg,418,2396115,0,0,0,1,0,1
7962,b0pg,439,596035,0,0,0,0,0,0
7963,b0pg,308,2500000,0,0,0,1,0,0
7964,b0pg,425,2889200,0,0,0,1,0,0
7965,b0pg,451,2760000,0,0,0,1,0,1
7966,b0pg,6932,2396115,0,0,0,1,0,0
7967,b0pg,496,740730,0,0,1,0,0,1
7968,b0pg,499,680140,0,0,1,0,0,1
7969,b0pg,506,658390,0,0,1,0,0,0
7970,b0pg,407,2401550,0,0,1,1,0,1
7971,b0pg,424,2760000,0,0,1,1,0,1
7972,b0pg,375,596035,0,0,0,0,0,1
7973,b0pg,8998,680140,0,0,0,0,0,1
7974,b0pg,301,680140,0,0,0,0,0,1
7975,p0df,341,596035,0,0,1,0,0,1
7976,p0df,328,2523045,0,0,1,1,0,1
7977,p0df,7485,706850,0,0,1,0,0,1
7978,p0df,6242,798335,0,0,1,0,0,1
7979,p0df,319,596035,0,0,1,0,0,0
7980,p0df,418,2396115,0,0,1,1,0,1
7981,p0df,8994,596035,0,0,0,0,1,0
7982,p0df,311,2522220,0,0,1,1,1,0
7983,p0df,440,706850,0,0,1,0,1,0
7984,p0df,321,751630,0,0,1,0,1,0
7985,p0df,4462,596035,0,0,1,0,0,0
7986,p0df,495,3237670,0,0,1,1,0,1
7987,p0df,807,2585410,0,0,1,1,0,1
7988,p0df,407,2401550,0,0,1,1,0,1
7989,j09x,341,596035,0,0,1,0,0,1
7990,j09x,5100,766715,0,0,1,0,0,1
7991,j09x,328,2523045,0,0,0,1,0,1
7992,j09x,337,2736875,0,0,0,1,0,1
7993,j09x,7485,706850,0,0,0,0,0,1
7994,j09x,429,706850,0,0,0,0,0,1
7995,j09x,9410,1055255,0,0,0,0,0,1
7996,j09x,747,4016050,0,0,1,1,0,1
7997,j09x,329,2226470,0,0,1,1,0,1
7998,j09x,6242,798335,0,0,0,0,0,1
7999,j09x,319,596035,0,0,0,0,0,0
8000,j09x,418,2396115,0,0,0,1,0,1
8001,j09x,439,596035,0,0,0,0,0,0
8002,j09x,314,596035,0,0,0,0,0,0
8003,j09x,7480,889890,0,0,0,0,0,1
8004,j09x,316,596035,0,0,0,0,0,0
8005,j09x,8994,596035,0,0,1,0,1,0
8006,j09x,741,756875,0,0,1,0,1,0
8007,j09x,311,2522220,0,0,1,1,1,0
8008,j09x,500,2522220,0,0,1,1,1,0
8009,j09x,440,706850,0,0,1,0,1,0
8010,j09x,321,751630,0,0,1,0,1,0
8011,j09x,414,2158560,0,0,1,1,0,0
8012,j09x,322,596035,0,0,1,0,0,0
8013,j09x,308,2500000,0,0,0,1,0,0
8014,j09x,425,2889200,0,0,0,1,0,0
8015,j09x,495,3237670,0,0,1,1,0,1
8016,j09x,807,2585410,0,0,1,1,0,1
8017,j09x,8996,680140,0,0,1,0,0,0
8018,j09x,451,2760000,0,0,1,1,0,1
8019,j09x,6932,2396115,0,0,1,1,0,0
8020,j09x,496,740730,0,0,1,0,0,1
8021,j09x,499,680140,0,0,1,0,0,1
8022,j09x,506,658390,0,0,1,0,0,0
8023,j09x,407,2401550,0,0,0,1,0,1
8024,j09x,424,2760000,0,0,0,1,0,1
8025,h0a4,6242,798335,0,0,0,0,0,1
8026,h0a4,319,596035,0,0,1,0,0,0
8027,h0a4,418,2396115,0,0,1,1,0,1
8028,h0a4,439,596035,0,0,1,0,0,0
8029,h0a4,8994,596035,0,0,1,0,1,0
8030,h0a4,741,756875,0,0,1,0,1,0
8031,h0a4,311,2522220,0,0,0,1,1,0
8032,h0a4,500,2522220,0,0,0,1,1,0
8033,h0a4,440,706850,0,0,1,0,1,0
8034,h0a4,321,751630,0,0,1,0,1,0
8035,h0a4,414,2158560,0,0,1,1,0,0
8036,h0a4,322,596035,0,0,1,0,0,0
8037,h0a4,308,2500000,0,0,0,1,0,0
8038,h0a4,425,2889200,0,0,0,1,0,0
8039,h0a4,4462,596035,0,0,1,0,0,0
8040,h0a4,360,596035,0,0,1,0,0,0
8041,h0a4,717,680140,0,0,1,0,0,0
8042,h0a4,451,2760000,0,0,1,1,0,1
8043,h0a4,6932,2396115,0,0,1,1,0,0
8044,h0a4,496,740730,0,0,1,0,0,1
8045,h0a4,499,680140,0,0,1,0,0,1
8046,h0a4,506,658390,0,0,1,0,0,0
8047,h0a4,407,2401550,0,0,1,1,0,1
8048,h0a4,424,2760000,0,0,1,1,0,1
8049,h0a4,8998,680140,0,0,0,0,0,1
8050,h0a4,301,680140,0,0,0,0,0,1
8051,m0aw,341,596035,0,0,1,0,0,1
8052,m0aw,5100,766715,0,0,1,0,0,1
8053,m0aw,328,2523045,0,0,1,1,0,1
8054,m0aw,337,2736875,0,0,1,1,0,1
8055,m0aw,7485,706850,0,0,0,0,0,1
8056,m0aw,429,706850,0,0,0,0,0,1
8057,m0aw,9410,1055255,0,0,0,0,0,1
8058,m0aw,747,4016050,0,0,0,1,0,1
8059,m0aw,329,2226470,0,0,0,1,0,1
8060,m0aw,7581,1190210,0,0,0,0,0,1
8061,m0aw,4713,1019185,0,0,0,0,0,1
8062,m0aw,6242,798335,0,0,0,0,0,1
8063,m0aw,319,596035,0,0,1,0,0,0
8064,m0aw,418,2396115,0,0,1,1,0,1
8065,m0aw,439,596035,0,0,1,0,0,0
8066,m0aw,314,596035,0,0,1,0,0,0
8067,m0aw,7480,889890,0,1,1,0,0,1
8068,m0aw,316,596035,0,0,1,0,0,0
8069,m0aw,440,706850,0,0,0,0,1,0
8070,m0aw,321,751630,0,0,0,0,1,0
8071,m0aw,308,2500000,0,0,1,1,0,0
8072,m0aw,425,2889200,0,0,1,1,0,0
8073,m0aw,4462,596035,0,0,1,0,0,0
8074,m0aw,360,596035,0,0,1,0,0,0
8075,m0aw,717,680140,0,0,1,0,0,0
8076,m0aw,495,3237670,0,0,0,1,0,1
8077,m0aw,807,2585410,0,0,0,1,0,1
8078,m0aw,8996,680140,0,0,0,0,0,0
8079,m0aw,496,740730,0,0,1,0,0,1
8080,m0aw,499,680140,0,0,1,0,0,1
8081,m0aw,506,658390,0,0,1,0,0,0
8082,m0aw,407,2401550,0,0,0,1,0,1
8083,m0aw,424,2760000,0,0,0,1,0,1
8084,ki48,328,2523045,0,0,0,1,0,1
8085,ki48,337,2736875,0,0,0,1,0,1
8086,ki48,7485,706850,0,0,0,0,0,1
8087,ki48,429,706850,0,0,0,0,0,1
8088,ki48,9410,1055255,0,0,0,0,0,1
8089,ki48,314,596035,0,0,1,0,0,0
8090,ki48,7480,889890,0,0,1,0,0,1
8091,ki48,316,596035,0,0,1,0,0,0
8092,ki48,8994,596035,0,0,1,0,1,0
8093,ki48,741,756875,0,0,1,0,1,0
8094,ki48,311,2522220,0,0,0,1,1,0
8095,ki48,500,2522220,0,0,0,1,1,0
8096,ki48,440,706850,0,0,1,0,1,0
8097,ki48,321,751630,0,0,1,0,1,0
8098,ki48,4462,596035,0,0,1,0,0,0
8099,ki48,360,596035,0,0,1,0,0,0
8100,ki48,717,680140,0,0,1,0,0,0
8101,ki48,451,2760000,0,1,1,1,0,1
8102,ki48,6932,2396115,0,0,1,1,0,0
8103,ki48,375,596035,0,0,1,0,0,1
8104,ki48,8998,680140,0,0,0,0,0,1
8105,ki48,301,680140,0,0,0,0,0,1
8106,kc56,341,596035,0,0,1,0,0,1
8107,kc56,5100,766715,0,0,1,0,0,1
8108,kc56,328,2523045,0,0,1,1,0,1
8109,kc56,337,2736875,0,0,1,1,0,1
8110,kc56,747,4016050,0,0,0,1,0,1
8111,kc56,329,2226470,0,0,0,1,0,1
8112,kc56,6242,798335,0,0,1,0,0,1
8113,kc56,8994,596035,0,0,0,0,1,0
8114,kc56,741,756875,0,0,0,0,1,0
8115,kc56,8998,680140,0,0,0,0,0,1
8116,kc56,301,680140,0,0,0,0,0,1
8117,b0gr,341,596035,0,0,1,0,0,1
8118,b0gr,5100,766715,0,0,1,0,0,1
8119,b0gr,328,2523045,0,0,0,1,0,1
8120,b0gr,337,2736875,0,0,0,1,0,1
8121,b0gr,7485,706850,0,0,0,0,0,1
8122,b0gr,429,706850,0,0,0,0,0,1
8123,b0gr,9410,1055255,0,0,0,0,0,1
8124,b0gr,747,4016050,0,0,1,1,0,1
8125,b0gr,329,2226470,0,0,1,1,0,1
8126,b0gr,7581,1190210,0,0,0,0,0,1
8127,b0gr,4713,1019185,0,0,0,0,0,1
8128,b0gr,319,596035,0,0,0,0,0,0
8129,b0gr,418,2396115,0,0,0,1,0,1
8130,b0gr,439,596035,0,0,0,0,0,0
8131,b0gr,314,596035,0,1,1,0,0,0
8132,b0gr,7480,889890,0,0,1,0,0,1
8133,b0gr,316,596035,0,0,1,0,0,0
8134,b0gr,311,2522220,0,0,0,1,1,0
8135,b0gr,500,2522220,0,0,0,1,1,0
8136,b0gr,440,706850,0,0,1,0,1,0
8137,b0gr,321,751630,0,0,1,0,1,0
8138,b0gr,4462,596035,0,0,0,0,0,0
8139,b0gr,360,596035,0,0,0,0,0,0
8140,b0gr,717,680140,0,0,0,0,0,0
8141,b0gr,451,2760000,0,0,0,1,0,1
8142,b0gr,6932,2396115,0,0,0,1,0,0
8143,b0gr,496,740730,0,0,1,0,0,1
8144,b0gr,499,680140,0,0,1,0,0,1
8145,b0gr,506,658390,0,0,1,0,0,0
8146,b0gr,375,596035,0,0,0,0,0,1
8147,g0fw,341,596035,0,0,0,0,0,1
8148,g0fw,5100,766715,0,0,0,0,0,1
8149,g0fw,7485,706850,0,0,0,0,0,1
8150,g0fw,429,706850,0,0,0,0,0,1
8151,g0fw,9410,1055255,0,0,0,0,0,1
8152,g0fw,747,4016050,0,0,0,1,0,1
8153,g0fw,329,2226470,0,0,0,1,0,1
8154,g0fw,7581,1190210,0,0,0,0,0,1
8155,g0fw,4713,1019185,0,0,0,0,0,1
8156,g0fw,314,596035,0,0,1,0,0,0
8157,g0fw,7480,889890,0,0,1,0,0,1
8158,g0fw,316,596035,0,1,1,0,0,0
8159,g0fw,8994,596035,0,0,0,0,1,0
8160,g0fw,741,756875,0,0,0,0,1,0
8161,g0fw,414,2158560,0,0,1,1,0,0
8162,g0fw,322,596035,0,0,1,0,0,0
8163,g0fw,308,2500000,0,0,0,1,0,0
8164,g0fw,425,2889200,0,0,0,1,0,0
