"playercode","EventId","EventType","Surface","TotPrizeMoney","Same_Nationality","iscritto","ha_pts_def"
mw02,321,"250",Grass,734915,0,0,0
mw02,8996,"250",Clay,661585,0,1,0
mw02,6932,"500",Clay,2100230,0,1,0
mw02,506,"250",Clay,642615,0,1,0
mw02,9158,"250",Clay,562345,0,1,0
mw02,8998,"250",Hard,661585,0,0,0
mw02,339,"250",Hard,661585,0,0,0
mw02,414,"500",Clay,1891995,0,0,0
mw02,425,"500",Clay,2782960,0,0,0
mw02,807,"500",Hard,2206080,0,0,0
mw02,717,"250",Clay,661585,0,0,0
mw02,4462,"250",Clay,579320,0,1,0
mw02,7480,"250",Hard,915245,0,0,0
mw02,499,"250",Hard,661585,0,0,0
mw02,424,"250",Hard,756020,0,0,0
mw02,341,"250",Hard,579320,1,1,0
mw02,496,"250",Hard,724015,0,0,0
mw02,315,"250",Grass,661585,0,0,0
mw02,360,"250",Clay,579320,0,1,0
mw02,316,"250",Clay,579320,0,0,0
mw02,375,"250",Hard,579320,0,0,0
n0ae,7485,"250",Hard,690135,0,0,0
n0ae,314,"250",Clay,579320,0,0,0
n0ae,440,"250",Grass,690135,0,0,0
n0ae,308,"250",Clay,579320,0,0,0
n0ae,7290,"250",Clay,579320,0,0,0
n0ae,495,"500",Hard,2941785,0,0,0
n0ae,451,"250",Hard,1395875,0,0,0
n0ae,407,"500",Hard,2134985,0,0,0
n0ae,301,"250",Hard,661585,0,0,0
n0ae,336,"250",Hard,661585,0,0,0
n0ae,7581,"250",Hard,1171655,0,0,0
n0ae,319,"250",Clay,579320,0,0,0
n0ae,321,"250",Grass,734915,0,1,0
n0ae,322,"250",Clay,579320,0,0,0
n0ae,8996,"250",Clay,661585,0,0,0
n0ae,6932,"500",Clay,2100230,0,0,0
n0ae,506,"250",Clay,642615,0,0,0
n0ae,9158,"250",Clay,562345,0,0,0
n0ae,8998,"250",Hard,661585,0,0,0
n0ae,339,"250",Hard,661585,0,0,0
n0ae,439,"250",Clay,579320,0,0,0
n0ae,414,"500",Clay,1891995,0,0,0
n0ae,425,"500",Clay,2782960,0,1,0
n0ae,807,"500",Hard,2206080,0,0,0
n0ae,6116,"250",Hard,756020,0,1,0
n0ae,717,"250",Clay,661585,0,1,0
n0ae,429,"250",Hard,690135,0,1,0
n0ae,4462,"250",Clay,579320,0,0,0
n0ae,7480,"250",Hard,915245,0,0,0
n0ae,499,"250",Hard,661585,0,0,0
n0ae,424,"250",Hard,756020,0,0,0
n0ae,496,"250",Hard,724015,0,0,0
n0ae,9410,"250",Hard,1036700,0,0,0
n0ae,4713,"250",Hard,1000630,0,1,0
n0ae,315,"250",Grass,661585,0,1,0
n0ae,7694,"250",Clay,579320,0,0,0
n0ae,360,"250",Clay,579320,0,0,0
n0ae,316,"250",Clay,579320,0,0,0
n0ae,375,"250",Hard,579320,0,0,0
z0a1,6242,"250",Hard,779780,0,0,0
z0a1,314,"250",Clay,579320,0,0,0
z0a1,440,"250",Grass,690135,0,0,0
z0a1,407,"500",Hard,2134985,0,1,0
z0a1,336,"250",Hard,661585,0,0,0
z0a1,4787,"250",Hard,750000,0,0,0
z0a1,319,"250",Clay,579320,0,0,0
z0a1,321,"250",Grass,734915,0,0,0
z0a1,506,"250",Clay,642615,0,0,0
z0a1,9158,"250",Clay,562345,0,0,0
z0a1,339,"250",Hard,661585,0,1,0
z0a1,439,"250",Clay,579320,0,0,0
z0a1,414,"500",Clay,1891995,0,0,0
z0a1,418,"500",Hard,2100230,0,0,0
z0a1,6116,"250",Hard,756020,0,0,0
z0a1,499,"250",Hard,661585,0,0,0
z0a1,424,"250",Hard,756020,0,0,0
z0a1,341,"250",Hard,579320,0,0,0
z0a1,496,"250",Hard,724015,0,1,0
z0a1,315,"250",Grass,661585,0,0,0
z0a1,316,"250",Clay,579320,0,0,0
z0a1,375,"250",Hard,579320,0,1,0
m0hu,7485,"250",Hard,690135,0,0,0
m0hu,329,"500",Hard,1818380,1,1,0
m0hu,314,"250",Clay,579320,0,0,0
m0hu,440,"250",Grass,690135,0,0,0
m0hu,451,"250",Hard,1395875,0,0,0
m0hu,336,"250",Hard,661585,0,1,0
m0hu,747,"500",Hard,3720165,0,0,0
m0hu,321,"250",Grass,734915,0,0,0
m0hu,6932,"500",Clay,2100230,0,0,0
m0hu,339,"250",Hard,661585,0,0,0
m0hu,414,"500",Clay,1891995,0,0,0
m0hu,429,"250",Hard,690135,0,0,0
m0hu,7480,"250",Hard,915245,0,1,0
m0hu,9410,"250",Hard,1036700,0,0,0
m0hu,315,"250",Grass,661585,0,1,0
m0hu,316,"250",Clay,579320,0,0,0
m0hu,375,"250",Hard,579320,0,0,0
n897,328,"500",Hard,2385100,0,1,0
n897,329,"500",Hard,1818380,0,0,0
n897,6242,"250",Hard,779780,0,1,0
n897,440,"250",Grass,690135,0,0,0
n897,7290,"250",Clay,579320,0,0,0
n897,407,"500",Hard,2134985,0,0,0
n897,336,"250",Hard,661585,0,0,0
n897,4787,"250",Hard,750000,0,0,0
n897,747,"500",Hard,3720165,0,1,0
n897,321,"250",Grass,734915,0,0,0
n897,322,"250",Clay,579320,0,1,0
n897,506,"250",Clay,642615,0,0,0
n897,339,"250",Hard,661585,0,0,0
n897,337,"500",Hard,2470310,0,0,0
n897,717,"250",Clay,661585,0,0,0
n897,499,"250",Hard,661585,0,0,0
n897,341,"250",Hard,579320,0,1,0
n897,7694,"250",Clay,579320,0,0,0
n897,360,"250",Clay,579320,0,1,0
d0f6,328,"500",Hard,2385100,0,0,0
d0f6,329,"500",Hard,1818380,0,0,0
d0f6,314,"250",Clay,579320,0,0,0
d0f6,495,"500",Hard,2941785,0,0,0
d0f6,451,"250",Hard,1395875,0,0,0
d0f6,336,"250",Hard,661585,0,0,0
d0f6,4787,"250",Hard,750000,0,0,0
d0f6,747,"500",Hard,3720165,0,0,0
d0f6,322,"250",Clay,579320,0,0,0
d0f6,8996,"250",Clay,661585,0,0,0
d0f6,6932,"500",Clay,2100230,0,0,0
d0f6,339,"250",Hard,661585,0,0,0
d0f6,337,"500",Hard,2470310,0,0,0
d0f6,414,"500",Clay,1891995,0,0,0
d0f6,807,"500",Hard,2206080,0,0,0
d0f6,7480,"250",Hard,915245,0,0,0
d0f6,341,"250",Hard,579320,0,0,0
d0f6,315,"250",Grass,661585,0,1,0
d0f6,7694,"250",Clay,579320,0,0,0
d0f6,316,"250",Clay,579320,0,0,0
d0f6,375,"250",Hard,579320,0,0,0
hg86,7485,"250",Hard,690135,0,0,0
hg86,314,"250",Clay,579320,0,0,0
hg86,440,"250",Grass,690135,0,0,0
hg86,308,"250",Clay,579320,0,0,0
hg86,7290,"250",Clay,579320,0,0,0
hg86,495,"500",Hard,2941785,0,0,0
hg86,451,"250",Hard,1395875,0,0,0
hg86,407,"500",Hard,2134985,0,0,0
hg86,336,"250",Hard,661585,0,0,0
hg86,4787,"250",Hard,750000,0,0,0
hg86,7581,"250",Hard,1171655,0,0,0
hg86,319,"250",Clay,579320,0,0,0
hg86,321,"250",Grass,734915,0,0,0
hg86,322,"250",Clay,579320,0,0,0
hg86,8996,"250",Clay,661585,0,0,0
hg86,6932,"500",Clay,2100230,0,0,0
hg86,506,"250",Clay,642615,0,0,0
hg86,339,"250",Hard,661585,0,0,0
hg86,439,"250",Clay,579320,0,0,0
hg86,414,"500",Clay,1891995,0,0,0
hg86,425,"500",Clay,2782960,0,0,0
hg86,807,"500",Hard,2206080,0,0,0
hg86,6116,"250",Hard,756020,0,0,0
hg86,717,"250",Clay,661585,0,0,0
hg86,429,"250",Hard,690135,0,0,0
hg86,4462,"250",Clay,579320,0,0,0
hg86,7480,"250",Hard,915245,0,0,0
hg86,499,"250",Hard,661585,0,0,0
hg86,341,"250",Hard,579320,0,0,0
hg86,9410,"250",Hard,1036700,0,0,0
hg86,4713,"250",Hard,1000630,0,0,0
hg86,315,"250",Grass,661585,0,0,0
hg86,7694,"250",Clay,579320,0,0,0
hg86,360,"250",Clay,579320,0,0,0
hg86,316,"250",Clay,579320,0,0,0
hg86,375,"250",Hard,579320,0,0,0
u182,328,"500",Hard,2385100,0,0,0
u182,7485,"250",Hard,690135,0,0,0
u182,6242,"250",Hard,779780,0,0,0
u182,314,"250",Clay,579320,0,0,0
u182,440,"250",Grass,690135,0,0,0
u182,7290,"250",Clay,579320,0,0,0
u182,301,"250",Hard,661585,0,0,0
u182,336,"250",Hard,661585,0,0,0
u182,319,"250",Clay,579320,0,0,0
u182,8994,"250",Grass,932135,0,0,0
u182,500,"500",Grass,2255655,0,0,0
u182,321,"250",Grass,734915,0,0,0
u182,9158,"250",Clay,562345,0,0,0
u182,8998,"250",Hard,661585,0,0,0
u182,339,"250",Hard,661585,0,0,0
u182,337,"500",Hard,2470310,0,0,0
u182,439,"250",Clay,579320,0,1,0
u182,414,"500",Clay,1891995,0,0,0
u182,6116,"250",Hard,756020,0,0,0
u182,717,"250",Clay,661585,0,0,0
u182,429,"250",Hard,690135,0,0,0
u182,741,"250",Grass,740160,0,0,0
u182,311,"500",Grass,2255655,0,0,0
u182,424,"250",Hard,756020,0,0,0
u182,496,"250",Hard,724015,0,0,0
u182,9410,"250",Hard,1036700,0,0,0
u182,315,"250",Grass,661585,0,0,0
u182,360,"250",Clay,579320,0,0,0
u182,316,"250",Clay,579320,0,1,0
s0k7,328,"500",Hard,2385100,0,0,0
s0k7,314,"250",Clay,579320,0,0,0
s0k7,7290,"250",Clay,579320,0,0,0
s0k7,451,"250",Hard,1395875,0,0,0
s0k7,336,"250",Hard,661585,0,0,0
s0k7,319,"250",Clay,579320,0,0,0
s0k7,8994,"250",Grass,932135,0,0,0
s0k7,6932,"500",Clay,2100230,0,0,0
s0k7,339,"250",Hard,661585,0,0,0
s0k7,337,"500",Hard,2470310,0,0,0
s0k7,439,"250",Clay,579320,0,0,0
s0k7,414,"500",Clay,1891995,0,0,0
s0k7,418,"500",Hard,2100230,0,1,0
s0k7,6116,"250",Hard,756020,0,1,0
s0k7,717,"250",Clay,661585,0,0,0
s0k7,741,"250",Grass,740160,0,0,0
s0k7,7480,"250",Hard,915245,0,1,0
s0k7,315,"250",Grass,661585,0,1,0
s0k7,360,"250",Clay,579320,0,0,0
s0k7,316,"250",Clay,579320,0,0,0
a0cj,7485,"250",Hard,690135,0,0,0
a0cj,314,"250",Clay,579320,0,0,0
a0cj,440,"250",Grass,690135,0,0,0
a0cj,7290,"250",Clay,579320,0,0,0
a0cj,495,"500",Hard,2941785,0,0,0
a0cj,451,"250",Hard,1395875,0,0,0
a0cj,407,"500",Hard,2134985,0,0,0
a0cj,301,"250",Hard,661585,0,0,0
a0cj,336,"250",Hard,661585,0,0,0
a0cj,4787,"250",Hard,750000,0,1,0
a0cj,8994,"250",Grass,932135,0,0,0
a0cj,321,"250",Grass,734915,0,0,0
a0cj,322,"250",Clay,579320,0,0,0
a0cj,8996,"250",Clay,661585,0,0,0
a0cj,6932,"500",Clay,2100230,0,0,0
a0cj,506,"250",Clay,642615,0,0,0
a0cj,9158,"250",Clay,562345,0,0,0
a0cj,8998,"250",Hard,661585,0,0,0
a0cj,339,"250",Hard,661585,0,0,0
a0cj,414,"500",Clay,1891995,0,0,0
a0cj,807,"500",Hard,2206080,0,0,0
a0cj,717,"250",Clay,661585,0,1,0
a0cj,429,"250",Hard,690135,0,0,0
a0cj,741,"250",Grass,740160,0,0,0
a0cj,7480,"250",Hard,915245,0,0,0
a0cj,499,"250",Hard,661585,0,0,0
a0cj,424,"250",Hard,756020,0,0,0
a0cj,341,"250",Hard,579320,0,0,0
a0cj,496,"250",Hard,724015,0,0,0
a0cj,9410,"250",Hard,1036700,0,0,0
a0cj,315,"250",Grass,661585,0,0,0
a0cj,7694,"250",Clay,579320,0,0,0
a0cj,360,"250",Clay,579320,0,0,0
a0cj,316,"250",Clay,579320,0,1,0
a0gc,6242,"250",Hard,779780,0,0,0
a0gc,440,"250",Grass,690135,0,1,0
a0gc,495,"500",Hard,2941785,0,0,0
a0gc,451,"250",Hard,1395875,0,0,0
a0gc,407,"500",Hard,2134985,0,0,0
a0gc,336,"250",Hard,661585,0,1,0
a0gc,321,"250",Grass,734915,0,0,0
a0gc,8996,"250",Clay,661585,0,0,0
a0gc,6932,"500",Clay,2100230,0,0,0
a0gc,506,"250",Clay,642615,0,0,0
a0gc,9158,"250",Clay,562345,0,0,0
a0gc,339,"250",Hard,661585,0,0,0
a0gc,807,"500",Hard,2206080,0,1,0
a0gc,7480,"250",Hard,915245,0,1,0
a0gc,499,"250",Hard,661585,0,1,0
a0gc,424,"250",Hard,756020,0,1,0
a0gc,496,"250",Hard,724015,0,0,0
a0gc,375,"250",Hard,579320,1,0,0
da86,329,"500",Hard,1818380,0,0,0
da86,440,"250",Grass,690135,0,0,0
da86,308,"250",Clay,579320,0,0,0
da86,7290,"250",Clay,579320,0,0,0
da86,336,"250",Hard,661585,0,1,0
da86,4787,"250",Hard,750000,0,0,0
da86,747,"500",Hard,3720165,0,0,0
da86,321,"250",Grass,734915,0,0,0
da86,9158,"250",Clay,562345,0,0,0
da86,339,"250",Hard,661585,0,0,0
da86,425,"500",Clay,2782960,0,0,0
da86,717,"250",Clay,661585,0,0,0
da86,4462,"250",Clay,579320,0,0,0
da86,424,"250",Hard,756020,0,0,0
da86,341,"250",Hard,579320,0,0,0
da86,496,"250",Hard,724015,0,0,0
da86,360,"250",Clay,579320,0,0,0
m0jz,6242,"250",Hard,779780,0,0,0
m0jz,440,"250",Grass,690135,0,0,0
m0jz,7290,"250",Clay,579320,0,0,0
m0jz,451,"250",Hard,1395875,0,0,0
m0jz,336,"250",Hard,661585,0,0,0
m0jz,4787,"250",Hard,750000,0,0,0
m0jz,7581,"250",Hard,1171655,0,0,0
m0jz,8994,"250",Grass,932135,0,0,0
m0jz,500,"500",Grass,2255655,0,0,0
m0jz,321,"250",Grass,734915,0,0,0
m0jz,322,"250",Clay,579320,0,0,0
m0jz,6932,"500",Clay,2100230,0,0,0
m0jz,339,"250",Hard,661585,0,0,0
m0jz,717,"250",Clay,661585,0,0,0
m0jz,741,"250",Grass,740160,0,0,0
m0jz,7480,"250",Hard,915245,0,0,0
m0jz,311,"500",Grass,2255655,0,0,0
m0jz,341,"250",Hard,579320,0,0,0
m0jz,4713,"250",Hard,1000630,0,0,0
m0jz,7694,"250",Clay,579320,0,0,0
m0jz,360,"250",Clay,579320,0,0,0
n0am,314,"250",Clay,579320,0,0,0
n0am,7290,"250",Clay,579320,0,0,0
n0am,451,"250",Hard,1395875,0,0,0
n0am,336,"250",Hard,661585,0,0,0
n0am,500,"500",Grass,2255655,0,0,0
n0am,6932,"500",Clay,2100230,0,0,0
n0am,339,"250",Hard,661585,0,0,0
n0am,414,"500",Clay,1891995,0,0,0
n0am,717,"250",Clay,661585,0,0,0
n0am,7480,"250",Hard,915245,0,1,0
n0am,311,"500",Grass,2255655,0,0,0
n0am,315,"250",Grass,661585,0,1,0
n0am,360,"250",Clay,579320,0,0,0
n0am,316,"250",Clay,579320,0,0,0
mw75,329,"500",Hard,1818380,0,0,0
mw75,6242,"250",Hard,779780,0,0,0
mw75,314,"250",Clay,579320,0,0,0
mw75,308,"250",Clay,579320,0,0,0
mw75,407,"500",Hard,2134985,0,0,0
mw75,336,"250",Hard,661585,0,0,0
mw75,747,"500",Hard,3720165,0,0,0
mw75,7581,"250",Hard,1171655,0,0,0
mw75,8994,"250",Grass,932135,0,0,0
mw75,506,"250",Clay,642615,0,1,0
mw75,9158,"250",Clay,562345,0,0,0
mw75,339,"250",Hard,661585,0,0,0
mw75,414,"500",Clay,1891995,0,1,0
mw75,425,"500",Clay,2782960,0,0,0
mw75,418,"500",Hard,2100230,0,0,0
mw75,741,"250",Grass,740160,0,0,0
mw75,4462,"250",Clay,579320,0,0,0
mw75,499,"250",Hard,661585,0,0,0
mw75,424,"250",Hard,756020,0,0,0
mw75,496,"250",Hard,724015,0,0,0
mw75,4713,"250",Hard,1000630,0,0,0
mw75,315,"250",Grass,661585,0,0,0
mw75,316,"250",Clay,579320,0,0,0
mw75,375,"250",Hard,579320,0,0,0
sy67,7485,"250",Hard,690135,0,0,0
sy67,329,"500",Hard,1818380,1,0,0
sy67,314,"250",Clay,579320,0,0,0
sy67,440,"250",Grass,690135,0,0,0
sy67,308,"250",Clay,579320,0,0,0
sy67,451,"250",Hard,1395875,0,0,0
sy67,407,"500",Hard,2134985,0,0,0
sy67,336,"250",Hard,661585,0,1,0
sy67,4787,"250",Hard,750000,0,0,0
sy67,747,"500",Hard,3720165,0,0,0
sy67,319,"250",Clay,579320,0,0,0
sy67,321,"250",Grass,734915,0,0,0
sy67,6932,"500",Clay,2100230,0,0,0
sy67,506,"250",Clay,642615,0,0,0
sy67,9158,"250",Clay,562345,0,0,0
sy67,339,"250",Hard,661585,0,0,0
sy67,439,"250",Clay,579320,0,0,0
sy67,414,"500",Clay,1891995,0,0,0
sy67,425,"500",Clay,2782960,0,0,0
sy67,418,"500",Hard,2100230,0,0,0
sy67,6116,"250",Hard,756020,0,0,0
sy67,429,"250",Hard,690135,0,0,0
sy67,4462,"250",Clay,579320,0,0,0
sy67,7480,"250",Hard,915245,0,1,0
sy67,499,"250",Hard,661585,0,1,0
sy67,424,"250",Hard,756020,0,1,0
sy67,341,"250",Hard,579320,0,0,0
sy67,496,"250",Hard,724015,0,0,0
sy67,9410,"250",Hard,1036700,0,0,0
sy67,315,"250",Grass,661585,0,0,0
sy67,316,"250",Clay,579320,0,0,0
sy67,375,"250",Hard,579320,0,0,0
pg94,328,"500",Hard,2385100,0,0,0
pg94,7485,"250",Hard,690135,0,0,0
pg94,7290,"250",Clay,579320,0,0,0
pg94,407,"500",Hard,2134985,0,0,0
pg94,336,"250",Hard,661585,0,0,0
pg94,322,"250",Clay,579320,0,0,0
pg94,506,"250",Clay,642615,0,0,0
pg94,339,"250",Hard,661585,0,0,0
pg94,337,"500",Hard,2470310,0,0,0
pg94,717,"250",Clay,661585,0,0,0
pg94,429,"250",Hard,690135,0,0,0
pg94,499,"250",Hard,661585,0,0,0
pg94,9410,"250",Hard,1036700,0,0,0
pg94,7694,"250",Clay,579320,0,0,0
pg94,360,"250",Clay,579320,0,0,0
pg94,375,"250",Hard,579320,0,0,0
hg94,329,"500",Hard,1818380,0,0,0
hg94,7290,"250",Clay,579320,0,0,0
hg94,495,"500",Hard,2941785,0,0,0
hg94,451,"250",Hard,1395875,0,1,0
hg94,407,"500",Hard,2134985,0,0,0
hg94,336,"250",Hard,661585,0,0,0
hg94,4787,"250",Hard,750000,0,0,0
hg94,747,"500",Hard,3720165,0,0,0
hg94,8996,"250",Clay,661585,0,0,0
hg94,6932,"500",Clay,2100230,0,0,0
hg94,506,"250",Clay,642615,0,0,0
hg94,339,"250",Hard,661585,0,0,0
hg94,807,"500",Hard,2206080,0,0,0
hg94,717,"250",Clay,661585,0,0,0
hg94,7480,"250",Hard,915245,0,0,0
hg94,499,"250",Hard,661585,0,0,0
hg94,341,"250",Hard,579320,0,0,0
hg94,360,"250",Clay,579320,0,1,0
mw18,328,"500",Hard,2385100,0,0,0
mw18,329,"500",Hard,1818380,0,0,0
mw18,314,"250",Clay,579320,0,1,0
mw18,301,"250",Hard,661585,0,0,0
mw18,336,"250",Hard,661585,0,0,0
mw18,747,"500",Hard,3720165,0,0,0
mw18,7581,"250",Hard,1171655,0,0,0
mw18,8994,"250",Grass,932135,0,0,0
mw18,9158,"250",Clay,562345,0,0,0
mw18,8998,"250",Hard,661585,0,0,0
mw18,339,"250",Hard,661585,0,0,0
mw18,337,"500",Hard,2470310,0,0,0
mw18,414,"500",Clay,1891995,0,0,0
mw18,741,"250",Grass,740160,0,0,0
mw18,424,"250",Hard,756020,0,1,0
mw18,496,"250",Hard,724015,0,0,0
mw18,4713,"250",Hard,1000630,0,0,0
mw18,315,"250",Grass,661585,0,0,0
mw18,316,"250",Clay,579320,0,0,0
d0c1,328,"500",Hard,2385100,0,1,0
d0c1,7485,"250",Hard,690135,0,0,0
d0c1,314,"250",Clay,579320,0,0,0
d0c1,440,"250",Grass,690135,0,0,0
d0c1,308,"250",Clay,579320,0,0,0
d0c1,495,"500",Hard,2941785,0,0,0
d0c1,407,"500",Hard,2134985,0,1,0
d0c1,336,"250",Hard,661585,0,0,0
d0c1,4787,"250",Hard,750000,0,0,0
d0c1,7581,"250",Hard,1171655,0,0,0
d0c1,321,"250",Grass,734915,0,0,0
d0c1,8996,"250",Clay,661585,0,0,0
d0c1,506,"250",Clay,642615,0,0,0
d0c1,339,"250",Hard,661585,0,0,0
d0c1,337,"500",Hard,2470310,0,0,0
d0c1,414,"500",Clay,1891995,0,1,0
d0c1,425,"500",Clay,2782960,0,0,0
d0c1,807,"500",Hard,2206080,0,0,0
d0c1,429,"250",Hard,690135,0,0,0
d0c1,4462,"250",Clay,579320,0,0,0
d0c1,499,"250",Hard,661585,0,0,0
d0c1,341,"250",Hard,579320,0,1,0
d0c1,9410,"250",Hard,1036700,0,0,0
d0c1,4713,"250",Hard,1000630,0,0,0
d0c1,315,"250",Grass,661585,0,0,0
d0c1,316,"250",Clay,579320,0,0,0
d0c1,375,"250",Hard,579320,0,1,0
d923,6242,"250",Hard,779780,0,0,0
d923,308,"250",Clay,579320,0,0,0
d923,7290,"250",Clay,579320,0,0,0
d923,451,"250",Hard,1395875,0,1,0
d923,336,"250",Hard,661585,0,0,0
d923,6932,"500",Clay,2100230,0,0,0
d923,339,"250",Hard,661585,0,0,0
d923,425,"500",Clay,2782960,0,0,0
d923,717,"250",Clay,661585,0,0,0
d923,4462,"250",Clay,579320,0,1,0
d923,7480,"250",Hard,915245,0,0,0
d923,360,"250",Clay,579320,0,0,0
d923,375,"250",Hard,579320,0,0,0
y218,7290,"250",Clay,579320,0,0,0
y218,336,"250",Hard,661585,0,0,0
y218,8994,"250",Grass,932135,0,0,0
y218,500,"500",Grass,2255655,0,0,0
y218,339,"250",Hard,661585,0,0,0
y218,717,"250",Clay,661585,0,0,0
y218,741,"250",Grass,740160,0,0,0
y218,311,"500",Grass,2255655,0,0,0
y218,360,"250",Clay,579320,0,0,0
ph64,308,"250",Clay,579320,0,1,0
ph64,495,"500",Hard,2941785,0,0,0
ph64,336,"250",Hard,661585,0,0,0
ph64,4787,"250",Hard,750000,0,0,0
ph64,322,"250",Clay,579320,0,0,0
ph64,8996,"250",Clay,661585,0,1,0
ph64,9158,"250",Clay,562345,0,0,0
ph64,339,"250",Hard,661585,0,0,0
ph64,425,"500",Clay,2782960,0,0,0
ph64,807,"500",Hard,2206080,0,0,0
ph64,4462,"250",Clay,579320,0,0,0
ph64,424,"250",Hard,756020,0,0,0
ph64,341,"250",Hard,579320,0,0,0
ph64,496,"250",Hard,724015,0,0,0
ph64,7694,"250",Clay,579320,0,0,0
ph64,375,"250",Hard,579320,0,0,0
va08,329,"500",Hard,1818380,0,0,0
va08,6242,"250",Hard,779780,0,0,0
va08,314,"250",Clay,579320,0,0,0
va08,440,"250",Grass,690135,0,0,0
va08,308,"250",Clay,579320,0,0,0
va08,495,"500",Hard,2941785,0,0,0
va08,451,"250",Hard,1395875,0,0,0
va08,301,"250",Hard,661585,0,0,0
va08,336,"250",Hard,661585,0,0,0
va08,747,"500",Hard,3720165,0,0,0
va08,7581,"250",Hard,1171655,0,0,0
va08,321,"250",Grass,734915,0,0,0
va08,322,"250",Clay,579320,0,0,0
va08,8996,"250",Clay,661585,0,1,0
va08,6932,"500",Clay,2100230,0,0,0
va08,9158,"250",Clay,562345,0,0,0
va08,8998,"250",Hard,661585,0,0,0
va08,339,"250",Hard,661585,0,0,0
va08,414,"500",Clay,1891995,0,0,0
va08,425,"500",Clay,2782960,0,1,0
va08,807,"500",Hard,2206080,0,0,0
va08,4462,"250",Clay,579320,0,0,0
va08,7480,"250",Hard,915245,0,0,0
va08,424,"250",Hard,756020,0,0,0
va08,496,"250",Hard,724015,0,0,0
va08,4713,"250",Hard,1000630,0,0,0
va08,315,"250",Grass,661585,0,0,0
va08,7694,"250",Clay,579320,0,0,0
va08,316,"250",Clay,579320,0,0,0
va08,375,"250",Hard,579320,0,0,0
l0cx,329,"500",Hard,1818380,0,0,0
l0cx,6242,"250",Hard,779780,0,0,0
l0cx,314,"250",Clay,579320,0,0,0
l0cx,440,"250",Grass,690135,0,0,0
l0cx,308,"250",Clay,579320,0,0,0
l0cx,301,"250",Hard,661585,0,0,0
l0cx,336,"250",Hard,661585,0,0,0
l0cx,4787,"250",Hard,750000,0,0,0
l0cx,747,"500",Hard,3720165,0,0,0
l0cx,7581,"250",Hard,1171655,0,0,0
l0cx,8994,"250",Grass,932135,0,0,0
l0cx,321,"250",Grass,734915,0,0,0
l0cx,322,"250",Clay,579320,0,0,0
l0cx,9158,"250",Clay,562345,0,0,0
l0cx,8998,"250",Hard,661585,0,0,0
l0cx,339,"250",Hard,661585,0,0,0
l0cx,414,"500",Clay,1891995,0,0,0
l0cx,425,"500",Clay,2782960,0,1,0
l0cx,741,"250",Grass,740160,0,0,0
l0cx,4462,"250",Clay,579320,0,0,0
l0cx,424,"250",Hard,756020,0,0,0
l0cx,341,"250",Hard,579320,0,0,0
l0cx,496,"250",Hard,724015,0,1,0
l0cx,4713,"250",Hard,1000630,0,0,0
l0cx,315,"250",Grass,661585,0,0,0
l0cx,7694,"250",Clay,579320,0,0,0
l0cx,316,"250",Clay,579320,0,0,0
l0cx,375,"250",Hard,579320,0,1,0
e768,7485,"250",Hard,690135,0,0,0
e768,6242,"250",Hard,779780,0,0,0
e768,314,"250",Clay,579320,0,0,0
e768,336,"250",Hard,661585,0,0,0
e768,4787,"250",Hard,750000,0,0,0
e768,339,"250",Hard,661585,0,0,0
e768,414,"500",Clay,1891995,0,0,0
e768,429,"250",Hard,690135,0,0,0
e768,341,"250",Hard,579320,0,0,0
e768,9410,"250",Hard,1036700,0,0,0
e768,315,"250",Grass,661585,0,0,0
e768,316,"250",Clay,579320,0,0,0
e768,375,"250",Hard,579320,0,1,0
ch12,6242,"250",Hard,779780,0,0,0
ch12,440,"250",Grass,690135,0,0,0
ch12,308,"250",Clay,579320,0,1,0
ch12,407,"500",Hard,2134985,0,0,0
ch12,301,"250",Hard,661585,0,0,0
ch12,336,"250",Hard,661585,0,1,0
ch12,321,"250",Grass,734915,0,0,0
ch12,506,"250",Clay,642615,0,0,0
ch12,8998,"250",Hard,661585,0,0,0
ch12,339,"250",Hard,661585,0,0,0
ch12,425,"500",Clay,2782960,0,0,0
ch12,4462,"250",Clay,579320,0,0,0
ch12,499,"250",Hard,661585,0,0,0
d0dw,7485,"250",Hard,690135,0,0,0
d0dw,329,"500",Hard,1818380,0,0,0
d0dw,6242,"250",Hard,779780,0,0,0
d0dw,314,"250",Clay,579320,0,1,0
d0dw,440,"250",Grass,690135,0,0,0
d0dw,495,"500",Hard,2941785,0,0,0
d0dw,407,"500",Hard,2134985,0,0,0
d0dw,336,"250",Hard,661585,0,0,0
d0dw,747,"500",Hard,3720165,0,0,0
d0dw,321,"250",Grass,734915,0,0,0
d0dw,322,"250",Clay,579320,0,0,0
d0dw,8996,"250",Clay,661585,0,0,0
d0dw,506,"250",Clay,642615,0,0,0
d0dw,9158,"250",Clay,562345,0,0,0
d0dw,339,"250",Hard,661585,0,0,0
d0dw,414,"500",Clay,1891995,0,0,0
d0dw,807,"500",Hard,2206080,0,0,0
d0dw,418,"500",Hard,2100230,0,0,0
d0dw,429,"250",Hard,690135,0,0,0
hh06,4787,"250",Hard,750000,0,0,1
hh06,341,"250",Hard,579320,0,1,1
hh06,7581,"250",Hard,1171655,0,0,0
hh06,4713,"250",Hard,1000630,0,0,0
hh06,6242,"250",Hard,779780,0,0,1
hh06,418,"500",Hard,2100230,0,0,0
hh06,319,"250",Clay,579320,0,0,0
