"playercode","EventId","EventType","Surface","TotPrizeMoney","Same_Nationality","iscritto","ha_pts_def"
gb88,4787,"250",Hard,750000,0,0,1
gb88,341,"250",Hard,579320,0,0,1
gb88,328,"500",Hard,2385100,0,1,1
gb88,337,"500",Hard,2470310,0,0,1
gb88,6242,"250",Hard,779780,0,1,0
gb88,418,"500",Hard,2100230,0,1,1
gb88,8994,"250",Grass,932135,0,0,1
gb88,741,"250",Grass,740160,0,0,1
gb88,500,"500",Grass,2255655,0,0,1
gb88,311,"500",Grass,2255655,0,0,1
gb88,308,"250",Clay,579320,0,0,1
gb88,425,"500",Clay,2782960,0,0,1
gb88,4462,"250",Clay,579320,0,1,1
gb88,495,"500",Hard,2941785,0,0,1
gb88,8996,"250",Clay,661585,0,0,1
gb88,807,"500",Hard,2206080,0,0,1
gb88,451,"250",Hard,1395875,0,0,0
gb88,6932,"500",Clay,2100230,0,0,0
gb88,7480,"250",Hard,915245,0,0,0
gb88,9158,"250",Clay,562345,0,0,0
gb88,424,"250",Hard,756020,0,0,0
gb88,496,"250",Hard,724015,0,1,0
gb88,375,"250",Hard,579320,0,0,1
gb88,301,"250",Hard,661585,0,0,0
gb88,8998,"250",Hard,661585,0,0,0
f510,4787,"250",Hard,750000,0,1,1
f510,341,"250",Hard,579320,0,0,1
f510,328,"500",Hard,2385100,0,1,0
f510,337,"500",Hard,2470310,0,0,0
f510,7485,"250",Hard,690135,0,0,0
f510,429,"250",Hard,690135,0,0,0
f510,9410,"250",Hard,1036700,0,1,0
f510,329,"500",Hard,1818380,0,0,1
f510,747,"500",Hard,3720165,0,1,1
f510,418,"500",Hard,2100230,0,0,1
f510,319,"250",Clay,579320,0,0,0
f510,439,"250",Clay,579320,0,1,0
f510,6116,"250",Hard,756020,0,0,0
f510,495,"500",Hard,2941785,0,0,1
f510,8996,"250",Clay,661585,0,0,1
f510,807,"500",Hard,2206080,0,0,1
f510,451,"250",Hard,1395875,0,1,0
f510,6932,"500",Clay,2100230,0,0,0
f510,7480,"250",Hard,915245,0,0,0
cg04,4787,"250",Hard,750000,0,0,0
cg04,341,"250",Hard,579320,0,0,0
cg04,7485,"250",Hard,690135,0,0,1
cg04,429,"250",Hard,690135,0,0,1
cg04,9410,"250",Hard,1036700,0,0,1
cg04,7581,"250",Hard,1171655,0,0,1
cg04,4713,"250",Hard,1000630,0,0,1
cg04,418,"500",Hard,2100230,0,0,0
cg04,319,"250",Clay,579320,0,0,1
cg04,439,"250",Clay,579320,0,0,1
cg04,6116,"250",Hard,756020,0,0,1
cg04,500,"500",Grass,2255655,0,0,1
cg04,311,"500",Grass,2255655,0,0,1
cg04,322,"250",Clay,579320,0,0,1
cg04,7694,"250",Clay,579320,0,1,1
cg04,308,"250",Clay,579320,0,0,1
cg04,425,"500",Clay,2782960,0,1,1
cg04,4462,"250",Clay,579320,0,0,1
cg04,7290,"250",Clay,579320,0,1,1
cg04,717,"250",Clay,661585,0,0,1
cg04,360,"250",Clay,579320,0,0,1
cg04,495,"500",Hard,2941785,0,0,0
cg04,8996,"250",Clay,661585,0,1,0
cg04,807,"500",Hard,2206080,0,0,0
cg04,451,"250",Hard,1395875,0,0,1
cg04,6932,"500",Clay,2100230,0,1,1
cg04,7480,"250",Hard,915245,0,0,1
cg04,407,"500",Hard,2134985,0,0,0
cg04,506,"250",Clay,642615,0,1,0
cg04,499,"250",Hard,661585,0,0,0
cg04,9158,"250",Clay,562345,0,1,0
cg04,424,"250",Hard,756020,0,0,0
cg04,496,"250",Hard,724015,0,0,0
cg04,301,"250",Hard,661585,0,0,0
cg04,8998,"250",Hard,661585,0,1,0
mu94,328,"500",Hard,2385100,0,0,0
mu94,337,"500",Hard,2470310,0,1,0
mu94,329,"500",Hard,1818380,0,0,0
mu94,747,"500",Hard,3720165,0,0,0
mu94,7581,"250",Hard,1171655,0,0,1
mu94,4713,"250",Hard,1000630,0,0,1
mu94,418,"500",Hard,2100230,0,0,1
mu94,319,"250",Clay,579320,0,1,1
mu94,439,"250",Clay,579320,0,0,1
mu94,6116,"250",Hard,756020,0,0,1
mu94,314,"250",Clay,579320,0,0,0
mu94,414,"500",Clay,1891995,0,1,0
mu94,315,"250",Grass,661585,0,0,0
mu94,316,"250",Clay,579320,0,0,0
mu94,8994,"250",Grass,932135,1,1,0
mu94,741,"250",Grass,740160,0,0,0
mu94,500,"500",Grass,2255655,0,0,1
mu94,311,"500",Grass,2255655,0,0,1
mu94,440,"250",Grass,690135,0,0,1
mu94,321,"250",Grass,734915,0,0,1
mu94,308,"250",Clay,579320,0,0,1
mu94,425,"500",Clay,2782960,1,1,1
mu94,4462,"250",Clay,579320,0,0,1
mu94,7290,"250",Clay,579320,0,0,1
mu94,717,"250",Clay,661585,0,0,1
mu94,360,"250",Clay,579320,0,1,1
mu94,495,"500",Hard,2941785,0,0,0
mu94,8996,"250",Clay,661585,0,1,0
mu94,807,"500",Hard,2206080,0,0,0
mu94,451,"250",Hard,1395875,0,0,1
mu94,6932,"500",Clay,2100230,0,1,1
mu94,7480,"250",Hard,915245,0,0,1
mu94,301,"250",Hard,661585,0,1,0
mu94,8998,"250",Hard,661585,0,0,0
bm95,4787,"250",Hard,750000,0,0,0
bm95,341,"250",Hard,579320,0,1,0
bm95,328,"500",Hard,2385100,0,0,1
bm95,337,"500",Hard,2470310,0,0,1
bm95,7485,"250",Hard,690135,0,0,0
bm95,429,"250",Hard,690135,0,0,0
bm95,9410,"250",Hard,1036700,0,0,0
bm95,7581,"250",Hard,1171655,0,0,1
bm95,4713,"250",Hard,1000630,0,0,1
bm95,6242,"250",Hard,779780,0,0,1
bm95,418,"500",Hard,2100230,0,1,0
bm95,319,"250",Clay,579320,0,0,0
bm95,439,"250",Clay,579320,0,0,0
bm95,6116,"250",Hard,756020,0,0,0
bm95,8994,"250",Grass,932135,0,0,0
bm95,741,"250",Grass,740160,0,0,0
bm95,500,"500",Grass,2255655,0,0,0
bm95,311,"500",Grass,2255655,0,0,0
bm95,308,"250",Clay,579320,0,0,1
bm95,425,"500",Clay,2782960,0,0,1
bm95,4462,"250",Clay,579320,0,1,1
bm95,495,"500",Hard,2941785,0,0,1
bm95,8996,"250",Clay,661585,0,0,1
bm95,807,"500",Hard,2206080,0,0,1
bm95,451,"250",Hard,1395875,0,0,0
bm95,6932,"500",Clay,2100230,0,0,0
bm95,7480,"250",Hard,915245,0,0,0
bm95,407,"500",Hard,2134985,0,0,0
bm95,506,"250",Clay,642615,0,0,0
bm95,499,"250",Hard,661585,0,0,0
bm95,9158,"250",Clay,562345,0,0,0
bm95,424,"250",Hard,756020,0,0,0
bm95,496,"250",Hard,724015,1,1,0
bm95,301,"250",Hard,661585,0,1,1
bm95,8998,"250",Hard,661585,0,0,1
gc88,4787,"250",Hard,750000,0,0,1
gc88,341,"250",Hard,579320,0,0,1
gc88,328,"500",Hard,2385100,0,0,1
gc88,337,"500",Hard,2470310,0,1,1
gc88,329,"500",Hard,1818380,0,1,1
gc88,747,"500",Hard,3720165,0,0,1
gc88,6242,"250",Hard,779780,0,0,0
gc88,8994,"250",Grass,932135,0,0,1
gc88,741,"250",Grass,740160,0,1,1
gc88,500,"500",Grass,2255655,0,1,0
gc88,311,"500",Grass,2255655,0,0,0
gc88,451,"250",Hard,1395875,0,0,1
gc88,6932,"500",Clay,2100230,0,0,1
gc88,7480,"250",Hard,915245,0,1,1
gc88,407,"500",Hard,2134985,0,0,1
gc88,506,"250",Clay,642615,0,0,1
gc88,499,"250",Hard,661585,0,1,1
gc88,301,"250",Hard,661585,0,1,1
gc88,8998,"250",Hard,661585,0,0,1
mo44,328,"500",Hard,2385100,0,1,1
mo44,337,"500",Hard,2470310,0,0,1
mo44,7485,"250",Hard,690135,0,0,1
mo44,429,"250",Hard,690135,0,1,1
mo44,9410,"250",Hard,1036700,0,0,1
mo44,329,"500",Hard,1818380,0,0,0
mo44,747,"500",Hard,3720165,0,1,0
mo44,7581,"250",Hard,1171655,0,1,0
mo44,4713,"250",Hard,1000630,0,0,0
mo44,418,"500",Hard,2100230,0,0,0
mo44,319,"250",Clay,579320,0,1,1
mo44,439,"250",Clay,579320,0,0,1
mo44,6116,"250",Hard,756020,0,0,1
mo44,314,"250",Clay,579320,0,0,1
mo44,414,"500",Clay,1891995,0,1,1
mo44,315,"250",Grass,661585,0,0,1
mo44,316,"250",Clay,579320,0,0,1
mo44,8994,"250",Grass,932135,1,1,1
mo44,741,"250",Grass,740160,0,0,1
mo44,500,"500",Grass,2255655,0,1,0
mo44,311,"500",Grass,2255655,0,0,0
mo44,440,"250",Grass,690135,0,0,1
mo44,321,"250",Grass,734915,0,0,1
mo44,322,"250",Clay,579320,0,0,1
mo44,7694,"250",Clay,579320,0,1,1
mo44,308,"250",Clay,579320,0,0,0
mo44,425,"500",Clay,2782960,1,0,0
mo44,4462,"250",Clay,579320,0,1,0
mo44,7290,"250",Clay,579320,0,1,1
mo44,717,"250",Clay,661585,0,0,1
mo44,360,"250",Clay,579320,0,0,1
mo44,495,"500",Hard,2941785,0,0,1
mo44,8996,"250",Clay,661585,0,1,1
mo44,807,"500",Hard,2206080,0,0,1
mo44,451,"250",Hard,1395875,0,0,0
mo44,6932,"500",Clay,2100230,0,1,0
mo44,7480,"250",Hard,915245,0,0,0
mo44,407,"500",Hard,2134985,0,0,0
mo44,506,"250",Clay,642615,0,0,0
mo44,499,"250",Hard,661585,0,0,0
mo44,301,"250",Hard,661585,0,0,1
mo44,8998,"250",Hard,661585,0,0,1
hb64,4787,"250",Hard,750000,0,0,0
hb64,341,"250",Hard,579320,1,1,0
hb64,328,"500",Hard,2385100,0,0,0
hb64,337,"500",Hard,2470310,0,1,0
hb64,7581,"250",Hard,1171655,0,0,0
hb64,4713,"250",Hard,1000630,0,0,0
hb64,8994,"250",Grass,932135,0,0,1
hb64,741,"250",Grass,740160,0,0,1
hb64,500,"500",Grass,2255655,0,0,0
hb64,311,"500",Grass,2255655,0,0,0
hb64,495,"500",Hard,2941785,0,0,0
hb64,8996,"250",Clay,661585,0,0,0
hb64,807,"500",Hard,2206080,0,0,0
hb64,451,"250",Hard,1395875,0,0,1
hb64,6932,"500",Clay,2100230,0,0,1
hb64,7480,"250",Hard,915245,0,0,1
hb64,407,"500",Hard,2134985,0,0,1
hb64,506,"250",Clay,642615,0,0,1
hb64,499,"250",Hard,661585,0,0,1
hb64,301,"250",Hard,661585,0,0,1
hb64,8998,"250",Hard,661585,0,0,1
lb66,328,"500",Hard,2385100,0,0,1
lb66,337,"500",Hard,2470310,0,0,1
lb66,7485,"250",Hard,690135,0,0,1
lb66,429,"250",Hard,690135,0,0,1
lb66,9410,"250",Hard,1036700,0,0,1
lb66,329,"500",Hard,1818380,0,0,1
lb66,747,"500",Hard,3720165,0,0,1
lb66,7581,"250",Hard,1171655,0,0,0
lb66,4713,"250",Hard,1000630,0,0,0
lb66,6242,"250",Hard,779780,0,1,1
lb66,418,"500",Hard,2100230,0,0,0
lb66,319,"250",Clay,579320,0,0,0
lb66,439,"250",Clay,579320,0,0,0
lb66,6116,"250",Hard,756020,0,0,0
lb66,8994,"250",Grass,932135,0,1,0
lb66,741,"250",Grass,740160,0,0,0
lb66,500,"500",Grass,2255655,0,1,0
lb66,311,"500",Grass,2255655,0,0,0
lb66,440,"250",Grass,690135,0,0,1
lb66,321,"250",Grass,734915,0,0,1
lb66,308,"250",Clay,579320,0,0,0
lb66,425,"500",Clay,2782960,0,0,0
lb66,4462,"250",Clay,579320,0,0,0
lb66,495,"500",Hard,2941785,0,0,0
lb66,8996,"250",Clay,661585,0,0,0
lb66,807,"500",Hard,2206080,0,1,0
lb66,451,"250",Hard,1395875,0,0,1
lb66,6932,"500",Clay,2100230,0,0,1
lb66,7480,"250",Hard,915245,0,1,1
lb66,407,"500",Hard,2134985,0,0,0
lb66,506,"250",Clay,642615,0,0,0
lb66,499,"250",Hard,661585,0,1,0
lb66,301,"250",Hard,661585,0,1,0
lb66,8998,"250",Hard,661585,0,0,0
w09g,4787,"250",Hard,750000,0,0,1
w09g,341,"250",Hard,579320,0,0,1
w09g,328,"500",Hard,2385100,0,0,1
w09g,337,"500",Hard,2470310,0,0,1
w09g,6242,"250",Hard,779780,0,0,1
w09g,418,"500",Hard,2100230,0,1,1
w09g,8994,"250",Grass,932135,0,0,1
w09g,741,"250",Grass,740160,0,0,1
w09g,451,"250",Hard,1395875,0,0,1
w09g,6932,"500",Clay,2100230,0,0,1
w09g,7480,"250",Hard,915245,0,0,1
w09g,407,"500",Hard,2134985,0,0,1
w09g,506,"250",Clay,642615,0,0,1
w09g,499,"250",Hard,661585,0,0,1
ge33,4787,"250",Hard,750000,0,0,1
ge33,341,"250",Hard,579320,0,0,1
ge33,328,"500",Hard,2385100,0,0,0
ge33,337,"500",Hard,2470310,0,0,0
ge33,7485,"250",Hard,690135,0,0,1
ge33,429,"250",Hard,690135,0,0,1
ge33,9410,"250",Hard,1036700,0,0,1
ge33,329,"500",Hard,1818380,0,0,0
ge33,747,"500",Hard,3720165,0,0,0
ge33,7581,"250",Hard,1171655,0,0,0
ge33,4713,"250",Hard,1000630,0,0,0
ge33,6242,"250",Hard,779780,0,0,1
ge33,418,"500",Hard,2100230,0,1,1
ge33,319,"250",Clay,579320,0,1,0
ge33,439,"250",Clay,579320,0,0,0
ge33,6116,"250",Hard,756020,0,0,0
ge33,440,"250",Grass,690135,0,0,1
ge33,321,"250",Grass,734915,0,0,1
ge33,322,"250",Clay,579320,0,0,1
ge33,7694,"250",Clay,579320,0,1,1
ge33,308,"250",Clay,579320,0,1,1
ge33,425,"500",Clay,2782960,0,0,1
ge33,4462,"250",Clay,579320,0,0,1
ge33,7290,"250",Clay,579320,0,0,1
ge33,717,"250",Clay,661585,0,1,1
ge33,360,"250",Clay,579320,0,0,1
ge33,495,"500",Hard,2941785,0,0,1
ge33,8996,"250",Clay,661585,0,0,1
ge33,807,"500",Hard,2206080,0,0,1
ge33,451,"250",Hard,1395875,0,0,0
ge33,6932,"500",Clay,2100230,0,1,0
ge33,7480,"250",Hard,915245,0,0,0
ge33,407,"500",Hard,2134985,0,0,0
ge33,506,"250",Clay,642615,0,1,0
ge33,499,"250",Hard,661585,0,0,0
ge33,301,"250",Hard,661585,0,0,0
ge33,8998,"250",Hard,661585,0,0,0
g628,4787,"250",Hard,750000,0,0,0
g628,341,"250",Hard,579320,0,1,0
g628,328,"500",Hard,2385100,0,0,0
g628,337,"500",Hard,2470310,0,1,0
g628,329,"500",Hard,1818380,0,0,0
g628,747,"500",Hard,3720165,0,0,0
g628,7581,"250",Hard,1171655,0,0,1
g628,4713,"250",Hard,1000630,0,0,1
g628,6242,"250",Hard,779780,0,0,1
g628,418,"500",Hard,2100230,0,0,0
g628,314,"250",Clay,579320,0,1,1
g628,414,"500",Clay,1891995,0,0,1
g628,315,"250",Grass,661585,0,0,1
g628,316,"250",Clay,579320,0,0,1
g628,8994,"250",Grass,932135,0,0,0
g628,741,"250",Grass,740160,0,0,0
g628,500,"500",Grass,2255655,0,0,1
g628,311,"500",Grass,2255655,0,0,1
g628,322,"250",Clay,579320,0,0,1
g628,7694,"250",Clay,579320,0,1,1
g628,308,"250",Clay,579320,0,0,1
g628,425,"500",Clay,2782960,0,0,1
g628,4462,"250",Clay,579320,0,0,1
g628,495,"500",Hard,2941785,0,1,1
g628,8996,"250",Clay,661585,0,0,1
g628,807,"500",Hard,2206080,0,0,1
g628,451,"250",Hard,1395875,0,1,1
g628,6932,"500",Clay,2100230,0,0,1
g628,7480,"250",Hard,915245,0,0,1
g628,407,"500",Hard,2134985,0,0,0
g628,506,"250",Clay,642615,0,0,0
g628,499,"250",Hard,661585,0,0,0
g628,301,"250",Hard,661585,0,1,0
g628,8998,"250",Hard,661585,0,0,0
mj08,328,"500",Hard,2385100,0,1,1
mj08,337,"500",Hard,2470310,0,0,1
mj08,7485,"250",Hard,690135,0,1,0
mj08,429,"250",Hard,690135,0,0,0
mj08,9410,"250",Hard,1036700,0,0,0
mj08,7581,"250",Hard,1171655,0,0,0
mj08,4713,"250",Hard,1000630,0,0,0
mj08,418,"500",Hard,2100230,0,0,1
mj08,319,"250",Clay,579320,0,0,1
mj08,439,"250",Clay,579320,0,1,1
mj08,6116,"250",Hard,756020,0,0,1
mj08,314,"250",Clay,579320,0,0,1
mj08,414,"500",Clay,1891995,0,0,1
mj08,315,"250",Grass,661585,0,0,1
mj08,316,"250",Clay,579320,0,1,1
mj08,8994,"250",Grass,932135,0,1,1
mj08,741,"250",Grass,740160,0,0,1
mj08,495,"500",Hard,2941785,0,0,1
mj08,8996,"250",Clay,661585,0,0,1
mj08,807,"500",Hard,2206080,0,0,1
mj08,451,"250",Hard,1395875,0,0,0
mj08,6932,"500",Clay,2100230,1,1,0
mj08,7480,"250",Hard,915245,0,0,0
mj08,407,"500",Hard,2134985,0,0,0
mj08,506,"250",Clay,642615,0,1,0
mj08,499,"250",Hard,661585,0,0,0
mj08,9158,"250",Clay,562345,0,0,0
mj08,424,"250",Hard,756020,0,0,0
mj08,496,"250",Hard,724015,0,0,0
mj08,301,"250",Hard,661585,0,0,0
mj08,8998,"250",Hard,661585,0,0,0
z419,4787,"250",Hard,750000,0,0,0
z419,341,"250",Hard,579320,0,0,0
z419,7485,"250",Hard,690135,0,0,0
z419,429,"250",Hard,690135,0,0,0
z419,9410,"250",Hard,1036700,0,0,0
z419,7581,"250",Hard,1171655,0,0,0
z419,4713,"250",Hard,1000630,0,0,0
z419,7581,"250",Hard,1171655,0,0,0
z419,4713,"250",Hard,1000630,0,0,0
z419,418,"500",Hard,2100230,0,0,0
z419,319,"250",Clay,579320,0,0,1
z419,439,"250",Clay,579320,0,0,1
z419,6116,"250",Hard,756020,0,0,1
z419,314,"250",Clay,579320,0,0,1
z419,414,"500",Clay,1891995,0,0,1
z419,315,"250",Grass,661585,0,0,1
z419,316,"250",Clay,579320,0,0,1
z419,8994,"250",Grass,932135,0,0,0
z419,741,"250",Grass,740160,0,0,0
z419,308,"250",Clay,579320,0,0,1
z419,425,"500",Clay,2782960,0,1,1
z419,4462,"250",Clay,579320,0,0,1
z419,495,"500",Hard,2941785,0,0,1
z419,8996,"250",Clay,661585,0,1,1
z419,807,"500",Hard,2206080,0,0,1
z419,451,"250",Hard,1395875,0,0,1
z419,6932,"500",Clay,2100230,0,1,1
z419,7480,"250",Hard,915245,0,0,1
z419,407,"500",Hard,2134985,0,0,1
z419,506,"250",Clay,642615,0,1,1
z419,499,"250",Hard,661585,0,0,1
z419,301,"250",Hard,661585,0,0,0
z419,8998,"250",Hard,661585,0,1,0
cf59,4787,"250",Hard,750000,0,0,1
cf59,341,"250",Hard,579320,0,1,1
cf59,328,"500",Hard,2385100,0,0,0
cf59,337,"500",Hard,2470310,0,0,0
cf59,7485,"250",Hard,690135,0,1,0
cf59,429,"250",Hard,690135,0,0,0
cf59,9410,"250",Hard,1036700,0,0,0
cf59,329,"500",Hard,1818380,0,0,0
cf59,747,"500",Hard,3720165,0,1,0
cf59,418,"500",Hard,2100230,0,1,1
cf59,319,"250",Clay,579320,0,1,0
cf59,439,"250",Clay,579320,0,0,0
cf59,6116,"250",Hard,756020,0,0,0
cf59,314,"250",Clay,579320,0,0,0
cf59,414,"500",Clay,1891995,0,0,0
cf59,315,"250",Grass,661585,0,0,0
cf59,316,"250",Clay,579320,0,1,0
cf59,8994,"250",Grass,932135,0,1,0
cf59,741,"250",Grass,740160,0,0,0
cf59,495,"500",Hard,2941785,0,0,0
cf59,8996,"250",Clay,661585,0,1,0
cf59,807,"500",Hard,2206080,0,0,0
cf59,451,"250",Hard,1395875,0,0,1
cf59,6932,"500",Clay,2100230,0,1,1
cf59,7480,"250",Hard,915245,0,0,1
cf59,407,"500",Hard,2134985,0,0,0
cf59,506,"250",Clay,642615,0,1,0
cf59,499,"250",Hard,661585,0,0,0
cf59,301,"250",Hard,661585,0,1,1
cf59,8998,"250",Hard,661585,0,0,1
ce77,4787,"250",Hard,750000,0,0,1
ce77,341,"250",Hard,579320,0,0,1
ce77,328,"500",Hard,2385100,0,0,1
ce77,337,"500",Hard,2470310,0,0,1
ce77,7485,"250",Hard,690135,0,0,1
ce77,429,"250",Hard,690135,0,0,1
ce77,9410,"250",Hard,1036700,0,0,1
ce77,7581,"250",Hard,1171655,0,0,1
ce77,4713,"250",Hard,1000630,0,0,1
ce77,418,"500",Hard,2100230,0,0,1
ce77,319,"250",Clay,579320,0,1,1
ce77,439,"250",Clay,579320,0,0,1
ce77,6116,"250",Hard,756020,0,0,1
ce77,314,"250",Clay,579320,0,0,0
ce77,414,"500",Clay,1891995,0,0,0
ce77,315,"250",Grass,661585,0,0,0
ce77,316,"250",Clay,579320,0,1,0
ce77,8994,"250",Grass,932135,0,0,0
ce77,741,"250",Grass,740160,0,0,0
ce77,500,"500",Grass,2255655,0,0,1
ce77,311,"500",Grass,2255655,0,0,1
ce77,440,"250",Grass,690135,0,0,0
ce77,321,"250",Grass,734915,0,0,0
ce77,451,"250",Hard,1395875,0,0,0
ce77,6932,"500",Clay,2100230,0,1,0
ce77,7480,"250",Hard,915245,0,0,0
ce77,407,"500",Hard,2134985,0,0,1
ce77,506,"250",Clay,642615,1,1,1
ce77,499,"250",Hard,661585,0,0,1
ce77,375,"250",Hard,579320,0,0,1
ce77,301,"250",Hard,661585,0,0,0
ce77,8998,"250",Hard,661585,0,0,0
o483,4787,"250",Hard,750000,0,1,1
o483,341,"250",Hard,579320,0,0,1
o483,328,"500",Hard,2385100,0,1,0
o483,337,"500",Hard,2470310,0,0,0
o483,329,"500",Hard,1818380,0,1,1
o483,747,"500",Hard,3720165,0,0,1
o483,7581,"250",Hard,1171655,0,1,1
o483,4713,"250",Hard,1000630,0,0,1
o483,6242,"250",Hard,779780,0,1,0
o483,418,"500",Hard,2100230,0,1,0
o483,500,"500",Grass,2255655,0,0,1
o483,311,"500",Grass,2255655,0,0,1
o483,440,"250",Grass,690135,0,0,0
o483,321,"250",Grass,734915,0,0,0
o483,308,"250",Clay,579320,0,1,1
o483,425,"500",Clay,2782960,0,0,1
o483,4462,"250",Clay,579320,0,0,1
o483,495,"500",Hard,2941785,0,1,1
o483,8996,"250",Clay,661585,0,0,1
o483,807,"500",Hard,2206080,0,0,1
o483,451,"250",Hard,1395875,0,1,1
o483,6932,"500",Clay,2100230,0,0,1
o483,7480,"250",Hard,915245,0,0,1
o483,301,"250",Hard,661585,0,0,0
o483,8998,"250",Hard,661585,1,1,0
l987,4787,"250",Hard,750000,0,1,1
l987,341,"250",Hard,579320,0,0,1
l987,328,"500",Hard,2385100,0,0,0
l987,337,"500",Hard,2470310,0,1,0
l987,329,"500",Hard,1818380,0,0,1
l987,747,"500",Hard,3720165,0,0,1
l987,7581,"250",Hard,1171655,0,0,0
l987,4713,"250",Hard,1000630,0,0,0
l987,7581,"250",Hard,1171655,0,0,0
l987,4713,"250",Hard,1000630,0,0,0
l987,6242,"250",Hard,779780,0,0,1
l987,418,"500",Hard,2100230,0,0,1
l987,319,"250",Clay,579320,0,0,0
l987,439,"250",Clay,579320,0,1,0
l987,6116,"250",Hard,756020,0,0,0
l987,308,"250",Clay,579320,0,0,1
l987,425,"500",Clay,2782960,0,1,1
l987,4462,"250",Clay,579320,0,0,1
l987,495,"500",Hard,2941785,0,0,1
l987,8996,"250",Clay,661585,0,0,1
l987,807,"500",Hard,2206080,0,1,1
l987,451,"250",Hard,1395875,0,0,1
l987,6932,"500",Clay,2100230,0,1,1
l987,7480,"250",Hard,915245,0,0,1
l987,407,"500",Hard,2134985,0,0,1
l987,506,"250",Clay,642615,0,1,1
l987,499,"250",Hard,661585,0,0,1
tc61,4787,"250",Hard,750000,0,0,1
tc61,341,"250",Hard,579320,0,0,1
tc61,328,"500",Hard,2385100,0,0,1
tc61,337,"500",Hard,2470310,0,0,1
tc61,329,"500",Hard,1818380,0,1,1
tc61,747,"500",Hard,3720165,0,0,1
tc61,6242,"250",Hard,779780,0,0,1
tc61,418,"500",Hard,2100230,0,1,0
tc61,319,"250",Clay,579320,0,0,1
tc61,439,"250",Clay,579320,0,0,1
tc61,6116,"250",Hard,756020,0,1,1
tc61,8994,"250",Grass,932135,0,0,1
tc61,741,"250",Grass,740160,0,0,1
tc61,500,"500",Grass,2255655,0,0,1
tc61,311,"500",Grass,2255655,0,1,1
tc61,440,"250",Grass,690135,0,1,1
tc61,321,"250",Grass,734915,0,0,1
tc61,495,"500",Hard,2941785,0,0,1
tc61,8996,"250",Clay,661585,0,0,1
tc61,807,"500",Hard,2206080,0,1,1
tc61,451,"250",Hard,1395875,0,0,0
tc61,6932,"500",Clay,2100230,0,0,0
tc61,7480,"250",Hard,915245,0,1,0
tc61,407,"500",Hard,2134985,0,0,1
tc61,506,"250",Clay,642615,0,0,1
tc61,499,"250",Hard,661585,0,1,1
tc61,301,"250",Hard,661585,0,0,0
tc61,8998,"250",Hard,661585,0,1,0
gd64,328,"500",Hard,2385100,0,0,1
gd64,337,"500",Hard,2470310,0,0,1
gd64,329,"500",Hard,1818380,0,0,1
