"playercode","EventId","EventType","Surface","TotPrizeMoney","Same_Nationality","iscritto","ha_pts_def"
s0s1,8996,"250",Clay,661585,0,0,0
s0s1,6932,"500",Clay,2100230,0,0,0
s0s1,506,"250",Clay,642615,0,0,0
s0s1,9158,"250",Clay,562345,0,0,0
s0s1,8998,"250",Hard,661585,0,0,0
s0s1,339,"250",Hard,661585,0,0,0
s0s1,337,"500",Hard,2470310,0,1,0
s0s1,439,"250",Clay,579320,0,0,0
s0s1,414,"500",Clay,1891995,0,0,0
s0s1,425,"500",Clay,2782960,0,1,0
s0s1,807,"500",Hard,2206080,0,1,0
s0s1,418,"500",Hard,2100230,0,1,0
s0s1,6116,"250",Hard,756020,0,1,0
s0s1,717,"250",Clay,661585,0,0,0
s0s1,429,"250",Hard,690135,0,0,0
s0s1,741,"250",Grass,740160,0,0,0
s0s1,4462,"250",Clay,579320,0,0,0
s0s1,7480,"250",Hard,915245,0,0,0
s0s1,499,"250",Hard,661585,0,1,0
s0s1,311,"500",Grass,2255655,0,1,0
s0s1,424,"250",Hard,756020,0,0,0
s0s1,341,"250",Hard,579320,0,0,0
s0s1,496,"250",Hard,724015,0,0,0
s0s1,9410,"250",Hard,1036700,0,0,0
s0s1,4713,"250",Hard,1000630,0,0,0
s0s1,315,"250",Grass,661585,0,0,0
s0s1,7694,"250",Clay,579320,0,0,0
s0s1,360,"250",Clay,579320,0,0,0
s0s1,316,"250",Clay,579320,0,0,0
s0s1,375,"250",Hard,579320,0,0,0
m0fh,328,"500",Hard,2385100,0,0,0
m0fh,7485,"250",Hard,690135,0,0,0
m0fh,329,"500",Hard,1818380,0,0,0
m0fh,6242,"250",Hard,779780,0,0,0
m0fh,314,"250",Clay,579320,0,0,0
m0fh,440,"250",Grass,690135,0,0,0
m0fh,308,"250",Clay,579320,0,0,0
m0fh,7290,"250",Clay,579320,0,0,0
m0fh,495,"500",Hard,2941785,0,1,0
m0fh,451,"250",Hard,1395875,0,1,0
m0fh,407,"500",Hard,2134985,0,0,0
m0fh,301,"250",Hard,661585,0,0,0
m0fh,336,"250",Hard,661585,0,0,0
m0fh,4787,"250",Hard,750000,0,0,0
m0fh,747,"500",Hard,3720165,0,0,0
m0fh,7581,"250",Hard,1171655,0,0,0
m0fh,319,"250",Clay,579320,0,0,0
m0fh,8994,"250",Grass,932135,0,0,0
m0fh,500,"500",Grass,2255655,0,0,0
m0fh,321,"250",Grass,734915,0,0,0
m0fh,322,"250",Clay,579320,0,0,0
m0fh,8996,"250",Clay,661585,0,0,0
m0fh,6932,"500",Clay,2100230,0,0,0
m0fh,506,"250",Clay,642615,0,0,0
m0fh,9158,"250",Clay,562345,0,0,0
m0fh,8998,"250",Hard,661585,0,1,0
m0fh,339,"250",Hard,661585,0,0,0
m0fh,337,"500",Hard,2470310,0,1,0
m0fh,439,"250",Clay,579320,0,0,0
m0fh,414,"500",Clay,1891995,0,0,0
m0fh,425,"500",Clay,2782960,0,0,0
m0fh,807,"500",Hard,2206080,0,0,0
m0fh,418,"500",Hard,2100230,0,0,0
m0fh,6116,"250",Hard,756020,0,0,0
m0fh,717,"250",Clay,661585,0,1,0
m0fh,429,"250",Hard,690135,0,1,0
m0fh,741,"250",Grass,740160,0,0,0
m0fh,4462,"250",Clay,579320,0,0,0
m0fh,7480,"250",Hard,915245,0,0,0
m0fh,499,"250",Hard,661585,0,0,0
m0fh,311,"500",Grass,2255655,0,0,0
m0fh,424,"250",Hard,756020,0,0,0
m0fh,341,"250",Hard,579320,0,0,0
m0fh,496,"250",Hard,724015,0,0,0
m0fh,9410,"250",Hard,1036700,0,0,0
m0fh,4713,"250",Hard,1000630,0,0,0
m0fh,315,"250",Grass,661585,0,0,0
m0fh,7694,"250",Clay,579320,0,0,0
m0fh,360,"250",Clay,579320,0,0,0
m0fh,316,"250",Clay,579320,0,0,0
m0fh,375,"250",Hard,579320,0,0,0
pd07,328,"500",Hard,2385100,0,0,0
pd07,7485,"250",Hard,690135,0,0,0
pd07,329,"500",Hard,1818380,0,0,0
pd07,6242,"250",Hard,779780,0,0,0
pd07,314,"250",Clay,579320,0,0,0
pd07,440,"250",Grass,690135,0,0,0
pd07,308,"250",Clay,579320,0,0,0
pd07,7290,"250",Clay,579320,0,0,0
pd07,495,"500",Hard,2941785,0,0,0
pd07,451,"250",Hard,1395875,0,0,0
pd07,407,"500",Hard,2134985,0,0,0
pd07,301,"250",Hard,661585,0,0,0
pd07,336,"250",Hard,661585,0,0,0
pd07,4787,"250",Hard,750000,0,0,0
pd07,747,"500",Hard,3720165,0,0,0
pd07,7581,"250",Hard,1171655,0,0,0
pd07,319,"250",Clay,579320,0,0,0
pd07,8994,"250",Grass,932135,0,0,0
pd07,500,"500",Grass,2255655,0,0,0
pd07,321,"250",Grass,734915,0,0,0
pd07,322,"250",Clay,579320,0,0,0
pd07,8996,"250",Clay,661585,0,0,0
pd07,6932,"500",Clay,2100230,0,0,0
pd07,506,"250",Clay,642615,0,0,0
pd07,9158,"250",Clay,562345,0,0,0
pd07,8998,"250",Hard,661585,0,1,0
pd07,339,"250",Hard,661585,0,0,0
pd07,337,"500",Hard,2470310,0,0,0
pd07,439,"250",Clay,579320,0,0,0
pd07,414,"500",Clay,1891995,0,0,0
pd07,425,"500",Clay,2782960,0,0,0
pd07,807,"500",Hard,2206080,0,0,0
pd07,418,"500",Hard,2100230,0,0,0
pd07,6116,"250",Hard,756020,0,0,0
pd07,717,"250",Clay,661585,0,0,0
pd07,429,"250",Hard,690135,0,0,0
pd07,741,"250",Grass,740160,0,0,0
pd07,4462,"250",Clay,579320,0,0,0
pd07,7480,"250",Hard,915245,0,0,0
pd07,499,"250",Hard,661585,0,0,0
pd07,311,"500",Grass,2255655,0,0,0
pd07,424,"250",Hard,756020,0,0,0
pd07,341,"250",Hard,579320,0,0,0
pd07,496,"250",Hard,724015,0,0,0
pd07,9410,"250",Hard,1036700,0,0,0
pd07,4713,"250",Hard,1000630,0,0,0
pd07,315,"250",Grass,661585,0,0,0
pd07,7694,"250",Clay,579320,0,0,0
pd07,360,"250",Clay,579320,0,0,0
pd07,316,"250",Clay,579320,0,0,0
pd07,375,"250",Hard,579320,0,0,0
z371,328,"500",Hard,2385100,0,0,0
z371,7485,"250",Hard,690135,0,0,0
z371,329,"500",Hard,1818380,0,1,0
z371,6242,"250",Hard,779780,0,1,0
z371,314,"250",Clay,579320,0,1,0
z371,440,"250",Grass,690135,0,0,0
z371,308,"250",Clay,579320,0,0,0
z371,7290,"250",Clay,579320,0,0,0
z371,495,"500",Hard,2941785,0,1,0
z371,451,"250",Hard,1395875,0,1,0
z371,407,"500",Hard,2134985,0,0,0
z371,301,"250",Hard,661585,0,0,0
z371,336,"250",Hard,661585,0,0,0
z371,4787,"250",Hard,750000,0,0,0
z371,747,"500",Hard,3720165,1,0,0
z371,7581,"250",Hard,1171655,0,0,0
z371,319,"250",Clay,579320,0,1,0
z371,8994,"250",Grass,932135,0,0,0
z371,500,"500",Grass,2255655,0,1,0
z371,321,"250",Grass,734915,0,1,0
z371,322,"250",Clay,579320,0,0,0
z371,8996,"250",Clay,661585,0,0,0
z371,6932,"500",Clay,2100230,0,0,0
z371,506,"250",Clay,642615,0,0,0
z371,9158,"250",Clay,562345,0,0,0
z371,8998,"250",Hard,661585,0,0,0
z371,339,"250",Hard,661585,0,0,0
z371,337,"500",Hard,2470310,0,0,0
z371,439,"250",Clay,579320,0,0,0
z371,414,"500",Clay,1891995,0,1,0
z371,425,"500",Clay,2782960,0,0,0
z371,807,"500",Hard,2206080,0,0,0
z371,418,"500",Hard,2100230,0,0,0
z371,6116,"250",Hard,756020,0,0,0
z371,717,"250",Clay,661585,0,1,0
z371,429,"250",Hard,690135,0,0,0
z371,741,"250",Grass,740160,0,1,0
z371,4462,"250",Clay,579320,0,0,0
z371,7480,"250",Hard,915245,0,0,0
z371,499,"250",Hard,661585,0,0,0
z371,311,"500",Grass,2255655,0,0,0
z371,424,"250",Hard,756020,0,0,0
z371,341,"250",Hard,579320,0,0,0
z371,496,"250",Hard,724015,0,0,0
z371,9410,"250",Hard,1036700,0,0,0
z371,4713,"250",Hard,1000630,1,0,0
z371,315,"250",Grass,661585,0,0,0
z371,7694,"250",Clay,579320,0,1,0
z371,360,"250",Clay,579320,0,0,0
z371,316,"250",Clay,579320,0,0,0
z371,375,"250",Hard,579320,0,1,0
te30,328,"500",Hard,2385100,0,0,0
te30,7485,"250",Hard,690135,0,0,0
te30,329,"500",Hard,1818380,0,0,0
te30,6242,"250",Hard,779780,0,0,0
te30,314,"250",Clay,579320,0,0,0
te30,440,"250",Grass,690135,0,0,0
te30,308,"250",Clay,579320,0,0,0
te30,7290,"250",Clay,579320,0,0,0
te30,495,"500",Hard,2941785,0,0,0
te30,451,"250",Hard,1395875,0,0,0
te30,407,"500",Hard,2134985,0,0,0
te30,301,"250",Hard,661585,0,0,0
te30,336,"250",Hard,661585,0,0,0
te30,4787,"250",Hard,750000,0,0,0
te30,747,"500",Hard,3720165,0,0,0
te30,7581,"250",Hard,1171655,0,0,0
te30,319,"250",Clay,579320,0,0,0
te30,8994,"250",Grass,932135,0,0,0
te30,500,"500",Grass,2255655,0,0,0
te30,321,"250",Grass,734915,0,0,0
te30,322,"250",Clay,579320,0,0,0
te30,8996,"250",Clay,661585,0,1,0
te30,6932,"500",Clay,2100230,0,1,0
te30,506,"250",Clay,642615,0,0,0
te30,9158,"250",Clay,562345,0,1,0
te30,8998,"250",Hard,661585,0,0,0
te30,339,"250",Hard,661585,0,0,0
te30,337,"500",Hard,2470310,0,0,0
te30,439,"250",Clay,579320,0,1,0
te30,414,"500",Clay,1891995,0,0,0
te30,425,"500",Clay,2782960,0,0,0
te30,807,"500",Hard,2206080,0,0,0
te30,418,"500",Hard,2100230,0,0,0
te30,6116,"250",Hard,756020,0,0,0
te30,717,"250",Clay,661585,0,1,0
te30,429,"250",Hard,690135,0,0,0
te30,741,"250",Grass,740160,0,0,0
te30,4462,"250",Clay,579320,0,0,0
te30,7480,"250",Hard,915245,0,1,0
te30,499,"250",Hard,661585,0,0,0
te30,311,"500",Grass,2255655,0,0,0
te30,424,"250",Hard,756020,0,0,0
te30,341,"250",Hard,579320,0,0,0
te30,496,"250",Hard,724015,0,0,0
te30,9410,"250",Hard,1036700,0,0,0
te30,4713,"250",Hard,1000630,0,0,0
te30,315,"250",Grass,661585,0,0,0
te30,7694,"250",Clay,579320,0,0,0
te30,360,"250",Clay,579320,0,0,0
te30,316,"250",Clay,579320,0,0,0
te30,375,"250",Hard,579320,0,0,0
cf01,328,"500",Hard,2385100,0,0,0
cf01,7485,"250",Hard,690135,0,0,0
cf01,329,"500",Hard,1818380,0,0,0
cf01,6242,"250",Hard,779780,0,1,0
cf01,314,"250",Clay,579320,0,0,0
cf01,440,"250",Grass,690135,0,0,0
cf01,308,"250",Clay,579320,0,0,0
cf01,7290,"250",Clay,579320,0,1,0
cf01,495,"500",Hard,2941785,0,0,0
cf01,451,"250",Hard,1395875,0,0,0
cf01,407,"500",Hard,2134985,0,0,0
cf01,301,"250",Hard,661585,0,0,0
cf01,336,"250",Hard,661585,0,0,0
cf01,4787,"250",Hard,750000,0,0,0
cf01,747,"500",Hard,3720165,0,0,0
cf01,7581,"250",Hard,1171655,0,0,0
cf01,319,"250",Clay,579320,0,1,0
cf01,8994,"250",Grass,932135,0,0,0
cf01,500,"500",Grass,2255655,0,0,0
cf01,321,"250",Grass,734915,0,0,0
cf01,322,"250",Clay,579320,0,1,0
cf01,8996,"250",Clay,661585,0,1,0
cf01,6932,"500",Clay,2100230,0,1,0
cf01,506,"250",Clay,642615,0,0,0
cf01,9158,"250",Clay,562345,0,1,0
cf01,8998,"250",Hard,661585,0,0,0
cf01,339,"250",Hard,661585,0,0,0
cf01,337,"500",Hard,2470310,0,0,0
cf01,439,"250",Clay,579320,0,1,0
cf01,414,"500",Clay,1891995,0,0,0
cf01,425,"500",Clay,2782960,0,0,0
cf01,807,"500",Hard,2206080,0,0,0
cf01,418,"500",Hard,2100230,0,0,0
cf01,6116,"250",Hard,756020,0,0,0
cf01,717,"250",Clay,661585,0,0,0
cf01,429,"250",Hard,690135,0,0,0
cf01,741,"250",Grass,740160,0,1,0
cf01,4462,"250",Clay,579320,0,0,0
cf01,7480,"250",Hard,915245,0,0,0
cf01,499,"250",Hard,661585,0,0,0
cf01,311,"500",Grass,2255655,0,0,0
cf01,424,"250",Hard,756020,0,0,0
cf01,341,"250",Hard,579320,0,0,0
cf01,496,"250",Hard,724015,0,0,0
cf01,9410,"250",Hard,1036700,0,0,0
cf01,4713,"250",Hard,1000630,0,0,0
cf01,315,"250",Grass,661585,0,0,0
cf01,7694,"250",Clay,579320,0,0,0
cf01,360,"250",Clay,579320,0,0,0
cf01,316,"250",Clay,579320,0,1,0
cf01,375,"250",Hard,579320,0,0,0
tb69,328,"500",Hard,2385100,0,0,0
tb69,7485,"250",Hard,690135,0,1,0
tb69,329,"500",Hard,1818380,0,0,0
tb69,6242,"250",Hard,779780,0,0,0
tb69,314,"250",Clay,579320,0,1,0
tb69,440,"250",Grass,690135,0,0,0
tb69,308,"250",Clay,579320,0,1,0
tb69,7290,"250",Clay,579320,0,1,0
tb69,495,"500",Hard,2941785,0,0,0
tb69,451,"250",Hard,1395875,0,0,0
tb69,407,"500",Hard,2134985,0,0,0
tb69,301,"250",Hard,661585,0,0,0
tb69,336,"250",Hard,661585,0,0,0
tb69,4787,"250",Hard,750000,0,0,0
tb69,747,"500",Hard,3720165,0,0,0
tb69,7581,"250",Hard,1171655,0,0,0
tb69,319,"250",Clay,579320,0,1,0
tb69,8994,"250",Grass,932135,0,0,0
tb69,500,"500",Grass,2255655,0,1,0
tb69,321,"250",Grass,734915,0,0,0
tb69,322,"250",Clay,579320,0,0,0
tb69,8996,"250",Clay,661585,0,1,0
tb69,6932,"500",Clay,2100230,0,1,0
tb69,506,"250",Clay,642615,0,1,0
tb69,9158,"250",Clay,562345,0,0,0
tb69,8998,"250",Hard,661585,0,0,0
tb69,339,"250",Hard,661585,0,0,0
tb69,337,"500",Hard,2470310,0,1,0
tb69,439,"250",Clay,579320,0,1,0
tb69,414,"500",Clay,1891995,0,0,0
tb69,425,"500",Clay,2782960,0,0,0
tb69,807,"500",Hard,2206080,0,0,0
tb69,418,"500",Hard,2100230,0,0,0
tb69,6116,"250",Hard,756020,0,0,0
tb69,717,"250",Clay,661585,0,0,0
tb69,429,"250",Hard,690135,0,0,0
tb69,741,"250",Grass,740160,0,0,0
tb69,4462,"250",Clay,579320,0,0,0
tb69,7480,"250",Hard,915245,0,0,0
tb69,499,"250",Hard,661585,0,0,0
tb69,311,"500",Grass,2255655,0,0,0
tb69,424,"250",Hard,756020,0,0,0
tb69,341,"250",Hard,579320,0,1,0
tb69,496,"250",Hard,724015,0,0,0
tb69,9410,"250",Hard,1036700,0,1,0
tb69,4713,"250",Hard,1000630,0,0,0
tb69,315,"250",Grass,661585,0,0,0
tb69,7694,"250",Clay,579320,0,0,0
tb69,360,"250",Clay,579320,0,0,0
tb69,316,"250",Clay,579320,0,0,0
tb69,375,"250",Hard,579320,0,0,0
a829,328,"500",Hard,2385100,0,0,0
a829,7485,"250",Hard,690135,0,0,0
a829,329,"500",Hard,1818380,0,0,0
a829,6242,"250",Hard,779780,0,1,0
a829,314,"250",Clay,579320,0,0,0
a829,440,"250",Grass,690135,0,0,0
a829,308,"250",Clay,579320,0,0,0
a829,7290,"250",Clay,579320,0,1,0
a829,495,"500",Hard,2941785,0,0,0
a829,451,"250",Hard,1395875,0,0,0
a829,407,"500",Hard,2134985,0,0,0
a829,301,"250",Hard,661585,0,0,0
a829,336,"250",Hard,661585,0,0,0
a829,4787,"250",Hard,750000,0,0,0
a829,747,"500",Hard,3720165,0,0,0
a829,7581,"250",Hard,1171655,0,0,0
a829,319,"250",Clay,579320,0,0,0
a829,8994,"250",Grass,932135,0,0,0
a829,500,"500",Grass,2255655,0,1,0
a829,321,"250",Grass,734915,0,1,0
a829,322,"250",Clay,579320,0,0,0
a829,8996,"250",Clay,661585,0,0,0
a829,6932,"500",Clay,2100230,0,0,0
a829,506,"250",Clay,642615,0,0,0
a829,9158,"250",Clay,562345,0,0,0
a829,8998,"250",Hard,661585,0,0,0
a829,339,"250",Hard,661585,0,0,0
a829,337,"500",Hard,2470310,0,0,0
a829,439,"250",Clay,579320,0,0,0
a829,414,"500",Clay,1891995,0,0,0
a829,425,"500",Clay,2782960,0,0,0
a829,807,"500",Hard,2206080,0,0,0
a829,418,"500",Hard,2100230,0,1,0
a829,6116,"250",Hard,756020,0,0,0
a829,717,"250",Clay,661585,0,0,0
a829,429,"250",Hard,690135,0,1,0
a829,741,"250",Grass,740160,0,0,0
a829,4462,"250",Clay,579320,0,0,0
a829,7480,"250",Hard,915245,0,0,0
a829,499,"250",Hard,661585,0,1,0
a829,311,"500",Grass,2255655,0,0,0
a829,424,"250",Hard,756020,0,1,0
a829,341,"250",Hard,579320,0,0,0
a829,496,"250",Hard,724015,0,1,0
a829,9410,"250",Hard,1036700,0,0,0
a829,4713,"250",Hard,1000630,0,0,0
a829,315,"250",Grass,661585,0,0,0
a829,7694,"250",Clay,579320,0,0,0
a829,360,"250",Clay,579320,0,0,0
a829,316,"250",Clay,579320,0,0,0
a829,375,"250",Hard,579320,0,0,0
ga36,328,"500",Hard,2385100,0,0,0
ga36,7485,"250",Hard,690135,0,0,0
ga36,329,"500",Hard,1818380,0,0,0
ga36,6242,"250",Hard,779780,0,0,0
ga36,314,"250",Clay,579320,0,0,0
ga36,440,"250",Grass,690135,0,0,0
ga36,308,"250",Clay,579320,0,0,0
ga36,7290,"250",Clay,579320,0,0,0
ga36,495,"500",Hard,2941785,0,0,0
ga36,451,"250",Hard,1395875,0,0,0
ga36,407,"500",Hard,2134985,0,0,0
ga36,301,"250",Hard,661585,0,0,0
ga36,336,"250",Hard,661585,0,0,0
ga36,4787,"250",Hard,750000,0,0,0
ga36,747,"500",Hard,3720165,0,0,0
ga36,7581,"250",Hard,1171655,0,0,0
ga36,319,"250",Clay,579320,0,0,0
ga36,8994,"250",Grass,932135,0,0,0
ga36,500,"500",Grass,2255655,0,0,0
ga36,321,"250",Grass,734915,0,0,0
ga36,322,"250",Clay,579320,0,0,0
ga36,8996,"250",Clay,661585,0,0,0
ga36,6932,"500",Clay,2100230,0,0,0
ga36,506,"250",Clay,642615,0,0,0
ga36,9158,"250",Clay,562345,0,0,0
ga36,8998,"250",Hard,661585,0,0,0
ga36,339,"250",Hard,661585,0,0,0
ga36,337,"500",Hard,2470310,0,0,0
ga36,439,"250",Clay,579320,0,0,0
ga36,414,"500",Clay,1891995,0,0,0
ga36,425,"500",Clay,2782960,0,1,0
ga36,807,"500",Hard,2206080,0,1,0
ga36,418,"500",Hard,2100230,0,1,0
ga36,6116,"250",Hard,756020,0,0,0
ga36,717,"250",Clay,661585,0,1,0
ga36,429,"250",Hard,690135,0,0,0
ga36,741,"250",Grass,740160,0,0,0
ga36,4462,"250",Clay,579320,0,0,0
ga36,7480,"250",Hard,915245,0,0,0
ga36,499,"250",Hard,661585,0,1,0
ga36,311,"500",Grass,2255655,0,0,0
ga36,424,"250",Hard,756020,0,1,0
ga36,341,"250",Hard,579320,0,0,0
ga36,496,"250",Hard,724015,0,0,0
ga36,9410,"250",Hard,1036700,0,0,0
ga36,4713,"250",Hard,1000630,0,0,0
ga36,315,"250",Grass,661585,0,0,0
ga36,7694,"250",Clay,579320,0,0,0
ga36,360,"250",Clay,579320,0,0,0
ga36,316,"250",Clay,579320,0,0,0
ga36,375,"250",Hard,579320,0,0,0
v836,328,"500",Hard,2385100,0,0,0
v836,7485,"250",Hard,690135,0,1,0
v836,329,"500",Hard,1818380,0,0,0
v836,6242,"250",Hard,779780,0,1,0
v836,314,"250",Clay,579320,0,1,0
v836,440,"250",Grass,690135,0,0,0
v836,308,"250",Clay,579320,0,0,0
v836,7290,"250",Clay,579320,0,0,0
v836,495,"500",Hard,2941785,0,0,0
v836,451,"250",Hard,1395875,0,0,0
v836,407,"500",Hard,2134985,0,0,0
v836,301,"250",Hard,661585,0,0,0
v836,336,"250",Hard,661585,0,0,0
v836,4787,"250",Hard,750000,0,0,0
v836,747,"500",Hard,3720165,0,0,0
v836,7581,"250",Hard,1171655,0,1,0
v836,319,"250",Clay,579320,0,1,0
v836,8994,"250",Grass,932135,0,0,0
v836,500,"500",Grass,2255655,0,0,0
v836,321,"250",Grass,734915,0,0,0
v836,322,"250",Clay,579320,0,0,0
v836,8996,"250",Clay,661585,0,1,0
v836,6932,"500",Clay,2100230,0,1,0
v836,506,"250",Clay,642615,0,1,0
v836,9158,"250",Clay,562345,0,1,0
v836,8998,"250",Hard,661585,0,0,0
v836,339,"250",Hard,661585,0,0,0
v836,337,"500",Hard,2470310,0,1,0
v836,439,"250",Clay,579320,0,0,0
v836,414,"500",Clay,1891995,0,0,0
v836,425,"500",Clay,2782960,0,0,0
v836,807,"500",Hard,2206080,0,0,0
v836,418,"500",Hard,2100230,0,0,0
v836,6116,"250",Hard,756020,0,0,0
v836,717,"250",Clay,661585,0,0,0
v836,429,"250",Hard,690135,0,0,0
v836,741,"250",Grass,740160,0,0,0
v836,4462,"250",Clay,579320,0,0,0
v836,7480,"250",Hard,915245,0,0,0
v836,499,"250",Hard,661585,0,0,0
v836,311,"500",Grass,2255655,0,0,0
v836,424,"250",Hard,756020,0,0,0
v836,341,"250",Hard,579320,0,0,0
v836,496,"250",Hard,724015,0,0,0
v836,9410,"250",Hard,1036700,0,1,0
v836,4713,"250",Hard,1000630,0,0,0
v836,315,"250",Grass,661585,0,0,0
v836,7694,"250",Clay,579320,0,1,0
v836,360,"250",Clay,579320,0,0,0
v836,316,"250",Clay,579320,0,0,0
v836,375,"250",Hard,579320,0,0,0
kb09,328,"500",Hard,2385100,0,0,0
kb09,7485,"250",Hard,690135,0,0,0
kb09,329,"500",Hard,1818380,0,0,0
kb09,6242,"250",Hard,779780,0,0,0
kb09,314,"250",Clay,579320,0,0,0
kb09,440,"250",Grass,690135,0,0,0
kb09,308,"250",Clay,579320,0,0,0
kb09,7290,"250",Clay,579320,0,0,0
kb09,495,"500",Hard,2941785,0,0,0
kb09,451,"250",Hard,1395875,0,0,0
kb09,407,"500",Hard,2134985,0,0,0
kb09,301,"250",Hard,661585,0,0,0
kb09,336,"250",Hard,661585,0,0,0
kb09,4787,"250",Hard,750000,0,0,0
kb09,747,"500",Hard,3720165,0,0,0
kb09,7581,"250",Hard,1171655,0,0,0
kb09,319,"250",Clay,579320,0,0,0
kb09,8994,"250",Grass,932135,0,0,0
kb09,500,"500",Grass,2255655,0,0,0
kb09,321,"250",Grass,734915,0,0,0
kb09,322,"250",Clay,579320,0,0,0
kb09,8996,"250",Clay,661585,0,0,0
kb09,6932,"500",Clay,2100230,0,0,0
kb09,506,"250",Clay,642615,0,0,0
kb09,9158,"250",Clay,562345,0,0,0
kb09,8998,"250",Hard,661585,0,0,0
kb09,339,"250",Hard,661585,0,0,0
kb09,337,"500",Hard,2470310,0,0,0
kb09,439,"250",Clay,579320,0,0,0
kb09,414,"500",Clay,1891995,0,0,0
kb09,425,"500",Clay,2782960,0,0,0
kb09,807,"500",Hard,2206080,0,0,0
kb09,418,"500",Hard,2100230,0,1,0
kb09,6116,"250",Hard,756020,0,0,0
kb09,717,"250",Clay,661585,0,1,0
kb09,429,"250",Hard,690135,0,0,0
kb09,741,"250",Grass,740160,0,0,0
kb09,4462,"250",Clay,579320,0,0,0
kb09,7480,"250",Hard,915245,0,0,0
kb09,499,"250",Hard,661585,0,1,0
kb09,311,"500",Grass,2255655,0,0,0
kb09,424,"250",Hard,756020,0,1,0
kb09,341,"250",Hard,579320,0,0,0
kb09,496,"250",Hard,724015,0,0,0
kb09,9410,"250",Hard,1036700,0,0,0
kb09,4713,"250",Hard,1000630,0,0,0
kb09,315,"250",Grass,661585,0,0,0
kb09,7694,"250",Clay,579320,0,0,0
kb09,360,"250",Clay,579320,0,0,0
kb09,316,"250",Clay,579320,0,0,0
kb09,375,"250",Hard,579320,0,0,0
kb95,328,"500",Hard,2385100,0,0,0
kb95,7485,"250",Hard,690135,0,0,0
kb95,329,"500",Hard,1818380,0,0,0
kb95,6242,"250",Hard,779780,0,1,0
kb95,314,"250",Clay,579320,0,0,0
kb95,440,"250",Grass,690135,0,1,0
kb95,308,"250",Clay,579320,0,0,0
kb95,7290,"250",Clay,579320,0,0,0
kb95,495,"500",Hard,2941785,0,0,0
kb95,451,"250",Hard,1395875,0,1,0
kb95,407,"500",Hard,2134985,0,0,0
kb95,301,"250",Hard,661585,0,0,0
kb95,336,"250",Hard,661585,0,0,0
kb95,4787,"250",Hard,750000,0,0,0
kb95,747,"500",Hard,3720165,0,0,0
kb95,7581,"250",Hard,1171655,0,0,0
kb95,319,"250",Clay,579320,0,0,0
kb95,8994,"250",Grass,932135,0,1,0
kb95,500,"500",Grass,2255655,0,0,0
kb95,321,"250",Grass,734915,0,0,0
kb95,322,"250",Clay,579320,0,0,0
kb95,8996,"250",Clay,661585,0,0,0
kb95,6932,"500",Clay,2100230,0,0,0
kb95,506,"250",Clay,642615,0,0,0
kb95,9158,"250",Clay,562345,0,0,0
kb95,8998,"250",Hard,661585,0,1,0
kb95,339,"250",Hard,661585,1,0,0
kb95,337,"500",Hard,2470310,0,0,0
kb95,439,"250",Clay,579320,0,0,0
kb95,414,"500",Clay,1891995,0,0,0
kb95,425,"500",Clay,2782960,0,1,0
kb95,807,"500",Hard,2206080,0,0,0
kb95,418,"500",Hard,2100230,0,0,0
kb95,6116,"250",Hard,756020,0,0,0
kb95,717,"250",Clay,661585,0,1,0
kb95,429,"250",Hard,690135,0,0,0
kb95,741,"250",Grass,740160,0,0,0
kb95,4462,"250",Clay,579320,0,0,0
kb95,7480,"250",Hard,915245,0,0,0
kb95,499,"250",Hard,661585,0,0,0
kb95,311,"500",Grass,2255655,0,0,0
kb95,424,"250",Hard,756020,0,0,0
kb95,341,"250",Hard,579320,0,0,0
kb95,496,"250",Hard,724015,0,0,0
kb95,9410,"250",Hard,1036700,0,0,0
kb95,4713,"250",Hard,1000630,0,0,0
kb95,315,"250",Grass,661585,0,0,0
kb95,7694,"250",Clay,579320,0,0,0
kb95,360,"250",Clay,579320,0,0,0
kb95,316,"250",Clay,579320,0,0,0
kb95,375,"250",Hard,579320,0,0,0
g09o,328,"500",Hard,2385100,0,0,0
g09o,7485,"250",Hard,690135,0,1,0
g09o,329,"500",Hard,1818380,0,0,0
g09o,6242,"250",Hard,779780,0,0,0
g09o,314,"250",Clay,579320,0,0,0
g09o,440,"250",Grass,690135,0,0,0
g09o,308,"250",Clay,579320,0,0,0
g09o,7290,"250",Clay,579320,0,0,0
g09o,495,"500",Hard,2941785,0,0,0
g09o,451,"250",Hard,1395875,0,0,0
g09o,407,"500",Hard,2134985,0,0,0
g09o,301,"250",Hard,661585,0,0,0
g09o,336,"250",Hard,661585,0,0,0
g09o,4787,"250",Hard,750000,0,0,0
g09o,747,"500",Hard,3720165,0,0,0
g09o,7581,"250",Hard,1171655,0,0,0
g09o,319,"250",Clay,579320,0,0,0
g09o,8994,"250",Grass,932135,0,0,0
g09o,500,"500",Grass,2255655,0,1,0
g09o,321,"250",Grass,734915,0,1,0
g09o,322,"250",Clay,579320,0,0,0
g09o,8996,"250",Clay,661585,0,1,0
g09o,6932,"500",Clay,2100230,0,1,0
g09o,506,"250",Clay,642615,0,1,0
g09o,9158,"250",Clay,562345,0,1,0
g09o,8998,"250",Hard,661585,0,0,0
g09o,339,"250",Hard,661585,0,0,0
g09o,337,"500",Hard,2470310,0,0,0
g09o,439,"250",Clay,579320,0,0,0
g09o,414,"500",Clay,1891995,0,0,0
