"playercode","EventId","iscritto","Year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","Rank","ha_pts_def"
ki95,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,44,0
ki95,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,46,0
ki95,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,44,0
ki95,314,1,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,44,0
ki95,747,1,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,46,0
f0dm,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,419,0
f0dm,496,0,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,419,0
f0dm,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,419,0
r0go,7290,1,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,596,0
r0go,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,596,0
r0go,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,596,0
w0bh,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,601,0
w0bh,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,601,0
w0bh,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,601,0
dg80,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,601,0
dg80,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,601,0
dg80,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,601,0
m0bn,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,601,1
m0bn,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,601,1
m0bn,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,601,1
gb88,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,123,0
gb88,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,123,0
kb05,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,67,0
kb05,496,1,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,67,0
kb05,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,67,0
hh06,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,171,0
hh06,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,171,0
hh06,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,171,0
bm95,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,1,65,0
bm95,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,65,0
bm95,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,1,75,0
bm95,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,75,0
w09g,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,49,0
w09g,322,1,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,49,0
g628,6242,1,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,57,0
i305,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,75,0
i305,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,75,0
i305,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,75,0
o483,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,68,0
o483,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,68,0
o483,439,1,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,68,0
l987,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,53,0
l987,328,1,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,53,0
tc61,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,57,0
tc61,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,57,0
gd64,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,99,0
gd64,747,1,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,99,0
sx50,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,39,0
sx50,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,39,0
kd46,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,86,0
kd46,6116,1,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,86,0
kd46,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,89,0
kd46,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,86,0
kd46,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,89,0
ae14,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,93,0
ae14,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,93,0
ae14,308,1,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,93,0
s0s1,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,35,0
s0s1,311,1,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,35,0
j386,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,181,0
j386,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,181,0
bt72,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,68,0
bt72,741,1,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,68,0
mp01,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,92,0
mp01,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,92,0
mp01,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,1,92,0
wb32,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,60,0
wb32,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,60,0
wb32,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,60,0
k09f,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,101,0
k09f,747,1,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,101,0
p09z,337,1,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,39,0
p09z,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,39,0
a596,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,601,0
a596,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,601,0
u182,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,173,0
u182,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,173,0
y218,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,155,0
y218,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,155,0
bu13,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,184,0
bu13,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,185,0
bu13,7485,1,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,1,185,0
bu13,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,184,0
bu13,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,185,0
n0bg,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,151,0
n0bg,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,151,0
v0dz,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,79,0
v0dz,741,1,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,79,0
j551,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,54,0
j551,322,1,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,54,0
bo10,341,1,2023,"2023-11-06",Metz,250,France,Hard,562815,0,163,0
bo10,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,163,0
r0fs,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,162,0
r0fs,328,1,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,162,0
te16,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,181,1
te16,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,181,1
te16,8996,1,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,181,1
ph78,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,201,1
ph78,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,201,1
be90,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,198,0
be90,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,198,0
be90,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,198,0
bu54,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,1,264,1
bu54,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,264,1
cg94,316,1,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,151,0
cg94,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,151,0
cg94,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,151,0
fa43,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,221,0
fa43,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,221,0
n0am,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,186,1
n0am,496,1,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,186,1
n0am,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,186,1
pd31,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,121,1
pd31,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,121,1
db59,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,158,1
db59,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,163,0
db59,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,163,0
db59,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,158,1
ph64,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,236,0
ph64,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,236,0
bi47,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,195,0
bi47,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,195,0
bi47,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,195,0
bi47,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,195,0
bi47,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,195,0
a0ab,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,205,0
a0ab,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,205,0
a0ab,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,205,0
kc33,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,193,0
u120,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,195,0
u120,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,195,0
u120,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,195,0
m0if,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,149,0
m0if,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,149,0
sn54,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,225,1
sn54,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,225,1
sn54,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,225,1
h0a4,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,252,1
h0a4,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,211,0
h0a4,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,252,1
h0a4,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,211,0
h0a4,6242,1,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,317,1
h0a4,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,252,1
h0a4,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,211,0
lc12,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,223,0
lc12,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,223,0
lc12,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,223,0
e768,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,188,1
e768,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,188,1
e768,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,188,1
gk06,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,216,0
gk06,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,216,0
va08,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,164,0
kc12,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,260,0
kc12,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,260,0
r685,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,601,0
r685,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,601,0
ph71,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,74,1
ph71,6116,1,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,74,1
ph71,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,74,1
h09f,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,183,0
h09f,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,183,0
s0gd,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,165,0
ta29,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,228,0
ta29,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,228,0
ta29,314,1,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,228,0
t0a1,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,132,0
t0a1,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,152,1
t0a1,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,132,0
mm66,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,313,0
mm66,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,313,0
mm66,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,313,0
g967,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,348,1
g967,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,348,1
g967,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,348,1
hg86,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,149,0
hg86,747,1,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,149,0
b0fv,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,227,0
b0fv,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,227,0
ge28,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,175,1
ge28,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,175,1
ld22,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,470,0
ld22,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,470,0
z09d,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,298,0
z09d,500,0,2023,"2023-06-19",Halle,500,Germany,Grass,2195175,0,275,0
z09d,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,298,0
z09d,311,0,2023,"2023-06-19",London / Queen's Club,500,Great Britain,Grass,2195175,0,275,0
cc66,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,191,0
cc66,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,191,0
cc66,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,191,0
kh56,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,199,0
kh56,337,0,2023,"2023-10-23",Vienna,500,Austria,Hard,2409835,0,177,1
kh56,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,199,0
kh56,328,0,2023,"2023-10-23",Basel,500,Switzerland,Hard,2196000,0,177,1
s0ia,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,236,1
s0ia,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,236,1
s0ia,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,236,1
g0gd,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,173,0
g0gd,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,173,0
gg65,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,282,0
m0jf,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,255,0
m0jf,496,0,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,255,0
m0jf,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,255,0
m0g4,9410,0,2023,"2023-09-25",Astana,250,Kazakhstan,Hard,1017850,0,175,0
m0g4,747,0,2023,"2023-09-25",Beijing,500,China,Hard,3633875,0,175,0
cg07,7694,1,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,261,1
cg07,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,261,1
m0aw,6932,0,2023,"2023-02-20",Rio de Janeiro,500,Brazil,Clay,2013940,0,253,0
m0aw,496,0,2023,"2023-02-20",Marseille,250,France,Hard,707510,0,253,0
m0aw,451,0,2023,"2023-02-20",Doha,250,Qatar,Hard,1377025,0,253,0
lb07,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,379,0
lb07,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,379,0
lb07,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,0,379,0
g983,414,0,2023,"2023-07-24",Hamburg,500,Germany,Clay,1831515,0,236,0
g983,6116,0,2023,"2023-07-24",Atlanta,250,"GA, U.S.A.",Hard,737170,0,236,0
g983,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,238,1
g983,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,238,1
g983,439,0,2023,"2023-07-24",Umag,250,Croatia,Clay,562815,0,236,0
f0bt,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,601,0
f0bt,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,601,0
sl08,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,197,1
sl08,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,197,1
s0gz,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,329,0
s0gz,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,1,329,0
s0gz,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,329,0
rb60,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,1,296,0
rb60,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,296,0
c882,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,275,0
c882,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,275,0
c882,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,275,0
mi01,807,0,2023,"2023-02-27",Acapulco,500,Mexico,Hard,2013940,0,311,0
mi01,495,0,2023,"2023-02-27",Dubai,500,U.A.E.,Hard,2855495,0,311,0
mi01,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,428,0
mi01,8996,0,2023,"2023-02-27",Santiago,250,Chile,Clay,642735,0,311,0
mi01,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,428,0
n663,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,187,0
n663,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,187,0
s0ar,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,270,0
s0ar,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,270,0
s0ar,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,313,1
s0ar,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,313,1
s0ar,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,270,0
a09t,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,280,0
a09t,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,280,0
a09t,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,280,0
d0c1,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,176,0
d0c1,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,176,0
va25,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,260,0
va25,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,260,0
va25,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,260,0
va25,6242,0,2023,"2023-08-21",Winston-Salem,250,"NC, U.S.A.",Hard,760930,0,285,0
z09k,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,398,1
z09k,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,1,398,1
z09k,429,0,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,378,1
z09k,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,378,1
z09k,329,0,2023,"2023-10-16",Tokyo,500,Japan,Hard,1857660,0,378,1
z09k,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,398,1
m0ea,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,251,0
m0ea,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,274,0
m0ea,425,1,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,1,251,0
m0ea,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,274,0
m0ea,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,251,0
m0ea,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,274,0
ce25,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,258,0
ce25,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,258,0
ce25,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,258,0
n0cs,2841,0,2023,"2023-04-17",Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0,337,0
n0cs,425,0,2023,"2023-04-17",Barcelona,500,Spain,Clay,2722480,0,337,0
n0cs,341,0,2023,"2023-11-06",Metz,250,France,Hard,562815,0,223,1
n0cs,7434,0,2023,"2023-11-06",Sofia,250,Bulgaria,Hard,562815,0,223,1
n0cs,308,0,2023,"2023-04-17",Munich,250,Germany,Clay,562815,0,337,0
li39,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,354,1
li39,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,354,1
li39,8994,0,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,324,1
li39,741,0,2023,"2023-06-26",Eastbourne,250,Great Britain,Grass,723655,0,324,1
li39,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,354,1
bv25,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,328,0
bv25,418,0,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,328,0
bv25,7480,0,2023,"2023-07-31",Los Cabos,250,Mexico,Hard,852480,0,328,0
a0gc,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,239,1
a0gc,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,239,1
mj71,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,512,1
mj71,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,512,1
mj71,314,0,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,512,1
s0k7,321,0,2023,"2023-06-12",Stuttgart,250,Germany,Grass,718410,0,215,0
s0k7,440,0,2023,"2023-06-12",'s-Hertogenbosch,250,Netherlands,Grass,673630,0,215,0
h996,7581,0,2023,"2023-09-18",Chengdu,250,China,Hard,1152805,0,393,0
h996,9164,0,2023,"2023-09-18",Zhuhai,250,China,Hard,981785,0,393,0
n0ae,7290,0,2023,"2023-04-03",Estoril,250,Portugal,Clay,562815,0,44,0
n0ae,360,0,2023,"2023-04-03",Marrakech,250,Morocco,Clay,562815,0,44,0
n0ae,717,0,2023,"2023-04-03",Houston,250,"TX, U.S.A.",Clay,642735,1,44,0
su87,316,0,2023,"2023-07-17",Bastad,250,Sweden,Clay,562815,0,42,0
su87,315,0,2023,"2023-07-17",Newport,250,"RI, U.S.A.",Grass,642735,0,42,0
su87,314,1,2023,"2023-07-17",Gstaad,250,Switzerland,Clay,562815,0,42,0
c0bc,7694,0,2023,"2023-05-22",Lyon,250,France,Clay,562815,0,42,0
c0bc,322,0,2023,"2023-05-22",Geneva,250,Switzerland,Clay,562815,0,42,0
me82,319,0,2023,"2023-07-31",Kitzbuhel,250,Austria,Clay,562815,0,27,1
me82,418,1,2023,"2023-07-31",Washington,500,"DC, U.S.A.",Hard,2013940,0,27,1
me82,8994,1,2023,"2023-06-26",Mallorca,250,Spain,Grass,915630,0,43,0
me82,429,1,2023,"2023-10-16",Stockholm,250,Sweden,Hard,673630,0,24,0
me82,7485,0,2023,"2023-10-16",Antwerp,250,Belgium,Hard,673630,0,24,0
