"playercode","EventId","iscritto","Year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","Rank","ha_pts_def"
d0f6,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,211,0
d0f6,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,211,0
d0f6,424,1,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,211,0
j553,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,226,0
j553,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,1,226,0
i0a7,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,229,0
i0a7,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,229,0
bs86,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,212,1
bs86,9158,1,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,212,1
bs86,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,212,1
mm66,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,221,0
mm66,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,221,0
hg86,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,157,0
hg86,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,212,0
hg86,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,157,0
hg86,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,212,0
hg86,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,157,0
ci14,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,241,1
ci14,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,240,0
ci14,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,241,1
ci14,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,240,0
n0bs,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,248,1
n0bs,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,248,1
ld22,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,244,0
ld22,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,244,0
z09d,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,243,0
z09d,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,243,0
kh56,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,214,0
kh56,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,214,0
kh56,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,214,0
s0ia,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,254,0
s0ia,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,254,0
s0ia,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,254,0
g0gd,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,232,0
g0gd,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,232,0
g0gd,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,232,0
f0f1,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,117,0
f0f1,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,251,0
f0f1,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,117,0
f0f1,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,251,0
f0f1,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,117,0
hc21,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,252,0
hc21,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,240,1
hc21,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,240,1
hc21,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,252,0
hc21,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,240,1
gg65,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,254,0
gg65,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,249,1
gg65,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,254,0
gg65,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,249,1
gg65,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,249,1
cg07,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,236,0
cg07,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,1,236,0
cg07,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,236,0
h756,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,258,0
h756,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,258,0
lb07,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,261,0
lb07,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,261,0
mi01,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,270,0
mi01,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,270,0
c0df,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,276,1
c0df,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,1,276,1
c0df,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,276,1
df88,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,284,0
df88,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,284,0
df88,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,284,0
n663,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,267,0
n663,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,259,0
n663,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,267,0
n663,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,259,0
n663,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,259,0
s0ar,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,280,0
s0ar,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,280,0
c0jp,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,280,0
c0jp,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,280,0
a09u,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,284,0
a09u,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,284,0
a09t,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,285,0
a09t,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,285,0
d0c1,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,288,0
d0c1,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,288,0
va25,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,289,0
va25,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,289,0
z09k,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,290,0
z09k,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,290,0
y171,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,292,0
y171,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,329,0
y171,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,329,0
y171,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,292,0
y171,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,329,0
m0ea,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,292,0
m0ea,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,292,0
n0cs,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,296,0
n0cs,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,292,0
n0cs,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,292,0
n0cs,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,296,0
n0cs,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,292,0
li39,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,301,0
li39,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,301,0
li39,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,301,0
bv25,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,296,0
bv25,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,298,0
bv25,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,296,0
bv25,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,298,0
bv25,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,298,0
sg56,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,293,0
sg56,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,300,0
sg56,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,293,0
sg56,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,300,0
da86,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,209,0
da86,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,209,0
da86,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,209,0
mj71,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,283,0
mj71,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,283,0
mj71,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,283,0
rc91,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,45,1
rc91,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,44,0
rc91,8998,1,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,45,1
rc91,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,44,0
mc10,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,70,1
mc10,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,70,1
mc10,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,61,0
mc10,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,61,0
mc10,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,70,1
mc10,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,61,0
c0h0,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,382,0
c0h0,375,1,2023,"2023-02-06",Montpellier,250,France,Hard,562815,1,233,0
c0h0,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,382,0
c0h0,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,233,0
c0h0,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,233,0
h996,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,1,307,1
h996,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,307,1
h996,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,307,1
n0ae,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,46,1
n0ae,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,47,0
n0ae,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,46,1
n0ae,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,46,0
n0ae,8998,1,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,47,0
n0ae,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,46,0
n0ae,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,1,46,1
n0ae,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,1,46,0
c0bc,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,34,0
c0bc,2843,1,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,34,0
me82,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,46,0
me82,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,46,0
u134,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,307,0
u134,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,307,0
bk92,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,50,0
bk92,407,1,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,50,0
bk92,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,50,0
pg94,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,334,0
pg94,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,1,334,0
v717,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,324,1
v717,375,1,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,287,0
v717,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,324,1
v717,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,287,0
v717,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,287,0
wb25,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,309,0
wb25,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,309,0
s0nv,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,473,0
s0nv,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,426,0
s0nv,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,473,0
s0nv,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,426,0
s0nv,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,426,0
d0co,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,38,1
d0co,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,42,0
d0co,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,38,1
d0co,2843,1,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,42,0
d0co,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,38,1
c0ak,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,322,0
c0ak,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,321,0
c0ak,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,321,0
c0ak,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,322,0
c0ak,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,321,0
e811,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,318,1
e811,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,326,0
e811,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,318,1
e811,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,326,0
d864,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,346,0
d864,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,387,0
d864,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,346,0
d864,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,387,0
b0cd,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,48,0
b0cd,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,36,0
b0cd,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,36,0
b0cd,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,48,0
b0cd,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,1,36,0
l0cx,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,350,0
l0cx,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,350,0
gb53,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,421,0
gb53,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,421,0
ss25,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,337,0
ss25,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,337,0
j620,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,344,0
j620,375,1,2023,"2023-02-06",Montpellier,250,France,Hard,562815,1,339,0
j620,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,339,0
j620,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,344,0
j620,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,339,0
i186,301,1,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,42,1
i186,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,42,1
m0gz,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,370,0
m0gz,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,370,0
sm37,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,28,1
sm37,9158,1,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,1,28,1
sm37,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,28,1
n897,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,509,0
n897,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,509,0
n897,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,509,0
dc76,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,339,0
dc76,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,339,0
m0ni,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,413,0
m0ni,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,389,0
m0ni,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,413,0
m0ni,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,389,0
m0ni,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,389,0
li03,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,366,1
li03,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,366,0
li03,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,366,1
li03,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,366,0
p0hw,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,475,0
p0hw,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,475,0
lf29,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,385,0
lf29,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,385,0
lf29,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,385,0
lf29,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,385,0
c977,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,18,1
c977,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,21,0
c977,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,18,1
c977,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,21,0
c977,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,21,0
n409,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,2,1
n409,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,2,0
n409,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,2,1
n409,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,2,0
z09z,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,313,0
z09z,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,308,0
z09z,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,304,1
z09z,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,313,0
z09z,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,304,1
z09z,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,308,0
z09z,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,304,1
o482,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,507,0
o482,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,507,0
p0e9,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,400,0
p0e9,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,400,0
k0e6,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,328,0
k0e6,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,328,0
k0a3,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,520,0
k0a3,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,520,0
k0hc,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,384,0
k0hc,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,384,0
b0bi,506,1,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,1,36,1
b0bi,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,36,1
b0bi,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,36,1
t09x,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,321,0
t09x,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,321,0
n679,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,498,0
n679,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,538,0
n679,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,498,0
n679,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,538,0
n679,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,538,0
ke17,506,0,2023,"2023-02-13",Buenos Aires,250,Argentina,Clay,626595,0,19,0
ke17,407,0,2023,"2023-02-13",Rotterdam,500,Netherlands,Hard,2074505,0,19,0
ke17,499,0,2023,"2023-02-13",Delray Beach,250,"FL, U.S.A.",Hard,642735,0,19,0
wb19,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,347,0
wb19,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,347,1
wb19,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,347,0
wb19,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,347,1
wb19,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,347,1
cd85,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,15,1
cd85,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,13,0
cd85,8998,1,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,15,1
cd85,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,13,0
bk40,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,22,0
bk40,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,22,0
bk40,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,22,0
mw76,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,1,372,0
mw76,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,372,0
mw76,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,372,0
h0du,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,416,0
h0du,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,416,0
s0ti,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,512,0
s0ti,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,512,0
s0ti,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,512,0
sm09,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,596,0
sm09,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,596,0
sm09,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,596,0
d0dt,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,447,0
d0dt,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,447,0
d0dt,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,1,447,0
su55,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,22,1
su55,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,22,1
bd06,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,26,1
bd06,8998,1,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,26,1
d0dp,301,0,2023,"2023-01-09",Auckland,250,New Zealand,Hard,642735,0,587,0
d0dp,8998,0,2023,"2023-01-09",Adelaide 2,250,Australia,Hard,642735,0,587,0
m0bn,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,597,0
m0bn,9158,0,2023,"2023-02-06",Cordoba,250,Argentina,Clay,642735,0,597,0
m0bn,424,0,2023,"2023-02-06",Dallas,250,"TX, U.S.A.",Hard,737170,0,597,0
mc65,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,52,0
mc65,2843,0,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,52,0
cg04,891,0,2023,"2023-01-02",Pune,250,India,Hard,642735,0,57,0
cg04,2843,1,2023,"2023-01-02",Adelaide 1,250,Australia,Hard,642735,0,57,0
gc88,375,0,2023,"2023-02-06",Montpellier,250,France,Hard,562815,0,55,0
