"PlayerCode","EventId","iscritto","year","date_tournament","EventName","EventType","EventCountry","Surface","TotPrizeMoney","Same_Nationality","Rank"
n0cs,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,216
n0cs,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,216
a0ab,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,217
a0ab,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,217
j09x,8998,0,2025,"2025-01-06",Adelaide,"250",Australia,Hard,680140,0,218
j09x,301,0,2025,"2025-01-06",Auckland,"250",New Zealand,Hard,680140,0,218
b0ej,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,114
gd64,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,133
gj16,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,134
l0il,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,135
k0ep,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,136
bs86,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,137
kc12,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,138
c0c8,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,139
ta29,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,140
hg86,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,142
u134,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,143
bk24,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,144
o522,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,145
b0pg,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,146
s0n0,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,147
mw75,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,148
m0k4,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,149
g0gd,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,150
cd85,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,151
b0fv,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,152
ki63,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,153
w367,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,154
r09x,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,155
bf23,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,156
a829,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,157
a0cj,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,158
a0gc,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,159
q02l,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,160
r0go,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,161
r772,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,162
m0ht,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,163
w0bh,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,165
s0k7,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,167
bi81,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,168
tc01,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,169
hh06,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,170
n679,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,171
e687,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,172
h0du,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,174
d0dw,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,175
gk06,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,176
lb66,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,177
bg23,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,178
h996,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,179
m0hu,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,180
h09p,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,181
te16,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,182
c0bh,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,184
t0bw,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,186
c977,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,187
v836,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,188
fa43,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,189
gf95,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,190
sy67,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,191
g0fw,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,192
s0ak,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,193
bo10,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,194
ch12,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,195
s0aq,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,196
dc48,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,197
mn13,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,198
k0e6,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,199
s0gr,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,200
va25,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,201
j0a4,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,202
h09n,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,203
pg20,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,205
r0eb,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,206
hb48,375,1,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,1,207
j553,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,208
h0a4,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,209
n0am,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,211
e768,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,212
cc66,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,215
k0hc,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,217
n0cs,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,219
ta46,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,220
k0a3,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,221
mw76,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,223
a0ab,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,233
j09x,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,234
sr81,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,236
r0fs,375,0,2025,"2025-01-27",Montpellier,"250",France,Hard,596035,0,238
b0ej,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,115
b0ej,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,115
b0fv,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,131
b0fv,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,131
gd64,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,132
gd64,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,132
gj16,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,133
gj16,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,133
l0il,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,134
l0il,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,134
s0n0,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,135
s0n0,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,135
k0ep,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,136
k0ep,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,136
bs86,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,137
bs86,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,137
kc12,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,139
kc12,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,139
c0c8,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,140
c0c8,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,140
ta29,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,141
ta29,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,141
hg86,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,144
hg86,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,144
o522,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,145
o522,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,145
u134,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,146
u134,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,146
bg23,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,147
bg23,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,147
bk24,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,148
bk24,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,148
cd85,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,149
cd85,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,149
mw75,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,150
mw75,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,150
b0pg,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,151
b0pg,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,151
m0k4,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,152
m0k4,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,152
g0gd,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,153
g0gd,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,153
ki63,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,154
ki63,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,154
w367,407,1,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,155
w367,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,155
bf23,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,156
bf23,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,156
a829,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,157
a829,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,157
a0cj,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,158
a0cj,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,158
a0gc,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,160
a0gc,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,160
h0du,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,161
h0du,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,161
r0go,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,162
r0go,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,162
r772,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,163
r772,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,163
m0ht,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,164
m0ht,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,164
w0bh,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,166
w0bh,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,166
s0k7,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,168
s0k7,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,168
lb66,407,1,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,169
lb66,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,169
tc01,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,170
tc01,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,170
hh06,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,171
hh06,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,171
n679,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,172
n679,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,172
e687,407,1,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,173
e687,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,173
te16,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,175
te16,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,175
d0dw,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,176
d0dw,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,176
gk06,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,177
gk06,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,177
s0ak,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,178
s0ak,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,178
h09p,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,179
h09p,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,179
h996,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,180
h996,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,180
m0hu,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,181
m0hu,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,181
t0bw,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,182
t0bw,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,182
fa43,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,183
fa43,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,183
c0bh,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,185
c0bh,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,185
c977,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,188
c977,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,188
v836,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,189
v836,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,189
k0e6,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,190
k0e6,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,190
gf95,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,191
gf95,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,191
sy67,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,193
sy67,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,193
s0aq,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,194
s0aq,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,194
g0fw,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,195
g0fw,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,195
bo10,407,1,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,196
bo10,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,196
bi81,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,197
bi81,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,197
ch12,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,198
ch12,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,198
q02l,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,199
q02l,424,1,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,199
dc48,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,200
dc48,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,200
mn13,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,201
mn13,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,201
s0gr,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,202
s0gr,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,202
va25,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,203
va25,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,203
j0a4,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,204
j0a4,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,204
h09n,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,205
h09n,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,205
pg20,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,207
pg20,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,207
r0eb,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,208
r0eb,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,208
h0a4,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,209
h0a4,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,209
mw76,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,210
mw76,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,210
hb48,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,212
hb48,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,212
cc66,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,213
cc66,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,213
n0am,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,215
n0am,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,215
k0hc,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,219
k0hc,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,219
n0cs,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,220
n0cs,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,220
e768,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,221
e768,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,221
r09x,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,228
r09x,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,228
ta46,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,230
ta46,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,230
a0ab,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,231
a0ab,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,231
j09x,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,232
sr81,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,235
sr81,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,235
r0fs,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,236
r0fs,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,236
j553,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,248
j553,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,248
k0a3,407,0,2025,"2025-02-03",Rotterdam,"500",Netherlands,Hard,2401550,0,274
k0a3,424,0,2025,"2025-02-03",Dallas,"500","TX, U.S.A.",Hard,2760000,0,274
b0ej,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,113
b0ej,499,1,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,113
b0ej,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,113
o522,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,121
o522,499,1,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,121
o522,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,121
gd64,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,132
gd64,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,132
gd64,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,132
cd85,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,133
cd85,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,133
cd85,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,133
k0ep,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,134
k0ep,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,134
k0ep,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,134
l0il,496,1,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,135
l0il,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,135
l0il,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,135
gj16,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,137
gj16,499,1,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,137
gj16,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,137
bs86,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,138
bs86,499,1,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,138
bs86,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,138
c0c8,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,139
c0c8,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,139
c0c8,506,1,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,1,139
s0n0,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,140
s0n0,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,140
s0n0,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,140
b0fv,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,141
b0fv,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,141
b0fv,506,1,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,1,141
kc12,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,142
kc12,499,1,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,142
kc12,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,142
ta29,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,143
ta29,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,143
ta29,506,1,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,1,143
hg86,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,144
hg86,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,144
hg86,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,144
m0ht,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,146
m0ht,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,146
m0ht,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,146
bg23,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,148
bg23,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,148
bg23,506,0,2025,"2025-02-10",Buenos Aires,"250",Argentina,Clay,658390,0,148
mw75,496,0,2025,"2025-02-10",Marseille,"250",France,Hard,740730,0,149
mw75,499,0,2025,"2025-02-10",Delray Beach,"250","FL, U.S.A.",Hard,680140,0,149
