PlayerCode,EventId,PointsGained,iscritto,year,date_tournament,EventName,EventType,EventCountry,Surface,TotPrizeMoney,Same_Nationality
mv14,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
mv14,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
mv14,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
mv14,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
mv14,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
mv14,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
mv14,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
mv14,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
mv14,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
mv14,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
mv14,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
mv14,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
mv14,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
mv14,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
mv14,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
mw02,319,0,0,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
mw02,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
mw02,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
mw02,2841,0,0,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
mw02,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
mw02,6932,0,0,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
mw02,506,0,0,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
mw02,301,0,0,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
mw02,891,0,0,2023,2023-01-02,Pune,250,India,Hard,642735,0
mw02,9410,0,1,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
mw02,7581,20,1,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
mw02,418,0,1,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
mw02,6116,0,1,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
mw02,315,20,1,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
mw02,8994,45,1,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
mw02,500,0,1,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
mw02,321,0,1,2023,2023-06-12,Stuttgart,250,Germany,Grass,718410,0
mw02,7694,0,1,2023,2023-05-22,Lyon,250,France,Clay,562815,1
mw02,337,0,0,2023,2023-10-23,Vienna,500,Austria,Hard,2409835,0
mw02,429,0,0,2023,2023-10-16,Stockholm,250,Sweden,Hard,673630,0
mw02,7485,0,0,2023,2023-10-16,Antwerp,250,Belgium,Hard,673630,0
mw02,440,0,0,2023,2023-06-12,'s-Hertogenbosch,250,Netherlands,Grass,673630,0
mw02,425,0,0,2023,2023-04-17,Barcelona,500,Spain,Clay,2722480,0
mw02,496,0,0,2023,2023-02-20,Marseille,250,France,Hard,707510,0
mw02,407,0,0,2023,2023-02-13,Rotterdam,500,Netherlands,Hard,2074505,0
mw02,322,0,0,2023,2023-05-22,Geneva,250,Switzerland,Clay,562815,0
mw02,495,0,0,2023,2023-02-27,Dubai,500,U.A.E.,Hard,2855495,0
mw02,375,0,0,2023,2023-02-06,Montpellier,250,France,Hard,562815,0
mw02,341,0,0,2023,2023-11-06,Metz,250,France,Hard,562815,0
mw02,328,0,0,2023,2023-10-23,Basel,500,Switzerland,Hard,2196000,0
mw02,314,0,0,2023,2023-07-17,Gstaad,250,Switzerland,Clay,562815,0
mw02,7290,0,0,2023,2023-04-03,Estoril,250,Portugal,Clay,562815,0
mw02,8996,0,0,2023,2023-02-27,Santiago,250,Chile,Clay,642735,0
mw02,7434,0,0,2023,2023-11-06,Sofia,250,Bulgaria,Hard,562815,0
mw02,6242,0,0,2023,2023-08-21,Winston-Salem,250,"NC, U.S.A.",Hard,760930,0
mw02,439,0,0,2023,2023-07-24,Umag,250,Croatia,Clay,562815,0
mw02,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
mw02,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
mw02,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
mw02,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
mw02,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
mw02,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
mw02,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
mw02,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
mw02,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
mw02,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
mw02,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
mw02,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
mw02,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
mw02,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
mw02,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
mc65,319,0,0,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
mc65,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
mc65,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
mc65,2841,0,1,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
mc65,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
mc65,6932,0,0,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
mc65,506,0,0,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
mc65,301,0,0,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
mc65,891,0,0,2023,2023-01-02,Pune,250,India,Hard,642735,0
mc65,9410,0,0,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
mc65,7581,0,0,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
mc65,418,45,1,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
mc65,6116,0,1,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
mc65,315,0,0,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
mc65,8994,0,0,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
mc65,500,0,0,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
mc65,321,0,0,2023,2023-06-12,Stuttgart,250,Germany,Grass,718410,0
mc65,7694,0,1,2023,2023-05-22,Lyon,250,France,Clay,562815,1
mc65,337,45,1,2023,2023-10-23,Vienna,500,Austria,Hard,2409835,0
mc65,429,250,1,2023,2023-10-16,Stockholm,250,Sweden,Hard,673630,0
mc65,7485,0,0,2023,2023-10-16,Antwerp,250,Belgium,Hard,673630,0
mc65,440,0,0,2023,2023-06-12,'s-Hertogenbosch,250,Netherlands,Grass,673630,0
mc65,425,0,0,2023,2023-04-17,Barcelona,500,Spain,Clay,2722480,0
mc65,496,0,0,2023,2023-02-20,Marseille,250,France,Hard,707510,0
mc65,407,0,0,2023,2023-02-13,Rotterdam,500,Netherlands,Hard,2074505,0
mc65,322,0,0,2023,2023-05-22,Geneva,250,Switzerland,Clay,562815,0
mc65,495,0,0,2023,2023-02-27,Dubai,500,U.A.E.,Hard,2855495,0
mc65,375,0,0,2023,2023-02-06,Montpellier,250,France,Hard,562815,0
mc65,341,0,0,2023,2023-11-06,Metz,250,France,Hard,562815,0
mc65,328,0,0,2023,2023-10-23,Basel,500,Switzerland,Hard,2196000,0
mc65,314,0,0,2023,2023-07-17,Gstaad,250,Switzerland,Clay,562815,0
mc65,7290,0,0,2023,2023-04-03,Estoril,250,Portugal,Clay,562815,0
mc65,8996,0,0,2023,2023-02-27,Santiago,250,Chile,Clay,642735,0
mc65,7434,0,0,2023,2023-11-06,Sofia,250,Bulgaria,Hard,562815,0
mc65,6242,0,0,2023,2023-08-21,Winston-Salem,250,"NC, U.S.A.",Hard,760930,0
mc65,439,0,0,2023,2023-07-24,Umag,250,Croatia,Clay,562815,0
mc65,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
mc65,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
mc65,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
mc65,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
mc65,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
mc65,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
mc65,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
mc65,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
mc65,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
mc65,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
mc65,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
mc65,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
mc65,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
mc65,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
mc65,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
gb88,319,0,0,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
gb88,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
gb88,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
gb88,2841,0,0,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
gb88,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
gb88,6932,0,0,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
gb88,506,0,0,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
gb88,301,45,1,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
gb88,891,0,0,2023,2023-01-02,Pune,250,India,Hard,642735,0
gb88,9410,0,0,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
gb88,7581,0,0,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
gb88,418,0,0,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
gb88,6116,0,0,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
gb88,315,0,0,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
gb88,8994,0,0,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
gb88,500,0,0,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
gb88,321,0,0,2023,2023-06-12,Stuttgart,250,Germany,Grass,718410,0
gb88,7694,20,1,2023,2023-05-22,Lyon,250,France,Clay,562815,0
gb88,337,0,0,2023,2023-10-23,Vienna,500,Austria,Hard,2409835,0
gb88,429,0,0,2023,2023-10-16,Stockholm,250,Sweden,Hard,673630,0
gb88,7485,20,1,2023,2023-10-16,Antwerp,250,Belgium,Hard,673630,1
gb88,440,12,1,2023,2023-06-12,'s-Hertogenbosch,250,Netherlands,Grass,673630,0
gb88,425,20,1,2023,2023-04-17,Barcelona,500,Spain,Clay,2722480,0
gb88,496,20,1,2023,2023-02-20,Marseille,250,France,Hard,707510,0
gb88,407,0,1,2023,2023-02-13,Rotterdam,500,Netherlands,Hard,2074505,0
gb88,322,0,0,2023,2023-05-22,Geneva,250,Switzerland,Clay,562815,0
gb88,495,0,0,2023,2023-02-27,Dubai,500,U.A.E.,Hard,2855495,0
gb88,375,0,0,2023,2023-02-06,Montpellier,250,France,Hard,562815,0
gb88,341,0,0,2023,2023-11-06,Metz,250,France,Hard,562815,0
gb88,328,0,0,2023,2023-10-23,Basel,500,Switzerland,Hard,2196000,0
gb88,314,0,0,2023,2023-07-17,Gstaad,250,Switzerland,Clay,562815,0
gb88,7290,0,0,2023,2023-04-03,Estoril,250,Portugal,Clay,562815,0
gb88,8996,0,0,2023,2023-02-27,Santiago,250,Chile,Clay,642735,0
gb88,7434,0,0,2023,2023-11-06,Sofia,250,Bulgaria,Hard,562815,0
gb88,6242,0,0,2023,2023-08-21,Winston-Salem,250,"NC, U.S.A.",Hard,760930,0
gb88,439,0,0,2023,2023-07-24,Umag,250,Croatia,Clay,562815,0
gb88,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
gb88,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
gb88,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
gb88,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
gb88,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
gb88,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
gb88,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
gb88,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
gb88,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
gb88,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
gb88,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
gb88,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
gb88,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
gb88,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
gb88,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
kb05,319,0,0,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
kb05,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
kb05,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
kb05,2841,0,1,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
kb05,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
kb05,6932,0,0,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
kb05,506,0,0,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
kb05,301,0,0,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
kb05,891,45,1,2023,2023-01-02,Pune,250,India,Hard,642735,0
kb05,9410,0,0,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
kb05,7581,0,0,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
kb05,418,0,0,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
kb05,6116,0,0,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
kb05,315,0,0,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
kb05,8994,0,0,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
kb05,500,0,0,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
kb05,321,0,0,2023,2023-06-12,Stuttgart,250,Germany,Grass,718410,0
kb05,7694,0,0,2023,2023-05-22,Lyon,250,France,Clay,562815,0
kb05,337,0,0,2023,2023-10-23,Vienna,500,Austria,Hard,2409835,0
kb05,429,0,0,2023,2023-10-16,Stockholm,250,Sweden,Hard,673630,0
kb05,7485,0,0,2023,2023-10-16,Antwerp,250,Belgium,Hard,673630,0
kb05,440,0,0,2023,2023-06-12,'s-Hertogenbosch,250,Netherlands,Grass,673630,0
kb05,425,0,0,2023,2023-04-17,Barcelona,500,Spain,Clay,2722480,0
kb05,496,0,1,2023,2023-02-20,Marseille,250,France,Hard,707510,0
kb05,407,0,0,2023,2023-02-13,Rotterdam,500,Netherlands,Hard,2074505,0
kb05,322,0,1,2023,2023-05-22,Geneva,250,Switzerland,Clay,562815,0
kb05,495,0,1,2023,2023-02-27,Dubai,500,U.A.E.,Hard,2855495,0
kb05,375,20,1,2023,2023-02-06,Montpellier,250,France,Hard,562815,0
kb05,341,0,0,2023,2023-11-06,Metz,250,France,Hard,562815,0
kb05,328,0,0,2023,2023-10-23,Basel,500,Switzerland,Hard,2196000,0
kb05,314,0,0,2023,2023-07-17,Gstaad,250,Switzerland,Clay,562815,0
kb05,7290,0,0,2023,2023-04-03,Estoril,250,Portugal,Clay,562815,0
kb05,8996,0,0,2023,2023-02-27,Santiago,250,Chile,Clay,642735,0
kb05,7434,0,0,2023,2023-11-06,Sofia,250,Bulgaria,Hard,562815,0
kb05,6242,0,0,2023,2023-08-21,Winston-Salem,250,"NC, U.S.A.",Hard,760930,0
kb05,439,0,0,2023,2023-07-24,Umag,250,Croatia,Clay,562815,0
kb05,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
kb05,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
kb05,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
kb05,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
kb05,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
kb05,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
kb05,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
kb05,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
kb05,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
kb05,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
kb05,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
kb05,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
kb05,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
kb05,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
kb05,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
f510,319,0,0,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
f510,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
f510,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
f510,2841,0,0,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
f510,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
f510,6932,45,1,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
f510,506,0,1,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
f510,301,0,1,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
f510,891,0,0,2023,2023-01-02,Pune,250,India,Hard,642735,0
f510,9410,0,0,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
f510,7581,0,0,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
f510,418,0,0,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
f510,6116,0,0,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
f510,315,0,0,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
f510,8994,0,0,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
f510,500,0,0,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
f510,321,0,0,2023,2023-06-12,Stuttgart,250,Germany,Grass,718410,0
f510,7694,0,0,2023,2023-05-22,Lyon,250,France,Clay,562815,0
f510,337,0,0,2023,2023-10-23,Vienna,500,Austria,Hard,2409835,0
f510,429,0,0,2023,2023-10-16,Stockholm,250,Sweden,Hard,673630,0
f510,7485,0,0,2023,2023-10-16,Antwerp,250,Belgium,Hard,673630,0
f510,440,0,0,2023,2023-06-12,'s-Hertogenbosch,250,Netherlands,Grass,673630,0
f510,425,0,0,2023,2023-04-17,Barcelona,500,Spain,Clay,2722480,0
f510,496,0,0,2023,2023-02-20,Marseille,250,France,Hard,707510,0
f510,407,0,0,2023,2023-02-13,Rotterdam,500,Netherlands,Hard,2074505,0
f510,322,0,0,2023,2023-05-22,Geneva,250,Switzerland,Clay,562815,0
f510,495,0,0,2023,2023-02-27,Dubai,500,U.A.E.,Hard,2855495,0
f510,375,0,0,2023,2023-02-06,Montpellier,250,France,Hard,562815,0
f510,341,90,1,2023,2023-11-06,Metz,250,France,Hard,562815,0
f510,328,0,1,2023,2023-10-23,Basel,500,Switzerland,Hard,2196000,0
f510,314,0,1,2023,2023-07-17,Gstaad,250,Switzerland,Clay,562815,0
f510,7290,20,1,2023,2023-04-03,Estoril,250,Portugal,Clay,562815,0
f510,8996,0,1,2023,2023-02-27,Santiago,250,Chile,Clay,642735,0
f510,7434,0,0,2023,2023-11-06,Sofia,250,Bulgaria,Hard,562815,0
f510,6242,0,0,2023,2023-08-21,Winston-Salem,250,"NC, U.S.A.",Hard,760930,0
f510,439,0,0,2023,2023-07-24,Umag,250,Croatia,Clay,562815,0
f510,741,0,0,2023,2023-06-26,Eastbourne,250,Great Britain,Grass,723655,0
f510,308,0,0,2023,2023-04-17,Munich,250,Germany,Clay,562815,0
f510,8998,0,0,2023,2023-01-09,Adelaide 2,250,Australia,Hard,642735,0
f510,9158,0,0,2023,2023-02-06,Cordoba,250,Argentina,Clay,642735,0
f510,2843,0,0,2023,2023-01-02,Adelaide 1,250,Australia,Hard,642735,0
f510,360,0,0,2023,2023-04-03,Marrakech,250,Morocco,Clay,562815,0
f510,329,0,0,2023,2023-10-16,Tokyo,500,Japan,Hard,1857660,0
f510,9164,0,0,2023,2023-09-18,Zhuhai,250,China,Hard,981785,0
f510,451,0,0,2023,2023-02-20,Doha,250,Qatar,Hard,1377025,0
f510,717,0,0,2023,2023-04-03,Houston,250,"TX, U.S.A.",Clay,642735,0
f510,499,0,0,2023,2023-02-13,Delray Beach,250,"FL, U.S.A.",Hard,642735,0
f510,424,0,0,2023,2023-02-06,Dallas,250,"TX, U.S.A.",Hard,737170,0
f510,747,0,0,2023,2023-09-25,Beijing,500,China,Hard,3633875,0
f510,311,0,0,2023,2023-06-19,London / Queen's Club,500,Great Britain,Grass,2195175,0
f510,7480,0,0,2023,2023-07-31,Los Cabos,250,Mexico,Hard,852480,0
hh06,319,0,1,2023,2023-07-31,Kitzbuhel,250,Austria,Clay,562815,0
hh06,414,0,0,2023,2023-07-24,Hamburg,500,Germany,Clay,1831515,0
hh06,316,0,0,2023,2023-07-17,Bastad,250,Sweden,Clay,562815,0
hh06,2841,0,0,2023,2023-04-17,Banja Luka,250,Bosnia & Herzegovina,Clay,562815,0
hh06,807,0,0,2023,2023-02-27,Acapulco,500,Mexico,Hard,2013940,0
hh06,6932,0,0,2023,2023-02-20,Rio de Janeiro,500,Brazil,Clay,2013940,0
hh06,506,0,0,2023,2023-02-13,Buenos Aires,250,Argentina,Clay,626595,0
hh06,301,0,0,2023,2023-01-09,Auckland,250,New Zealand,Hard,642735,0
hh06,891,0,0,2023,2023-01-02,Pune,250,India,Hard,642735,0
hh06,9410,0,0,2023,2023-09-25,Astana,250,Kazakhstan,Hard,1017850,0
hh06,7581,0,0,2023,2023-09-18,Chengdu,250,China,Hard,1152805,0
hh06,418,0,0,2023,2023-07-31,Washington,500,"DC, U.S.A.",Hard,2013940,0
hh06,6116,0,0,2023,2023-07-24,Atlanta,250,"GA, U.S.A.",Hard,737170,0
hh06,315,0,0,2023,2023-07-17,Newport,250,"RI, U.S.A.",Grass,642735,0
hh06,8994,0,0,2023,2023-06-26,Mallorca,250,Spain,Grass,915630,0
hh06,500,0,0,2023,2023-06-19,Halle,500,Germany,Grass,2195175,0
